Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
El Caballero,5.863,6.44,1462,45.0,1998,2.95,2,4,90,90,13,Strategy,N/A
The Korean War: June 1950-May 1951,5.863,7.67,481,N/A,1986,3.62,1,2,120,900,15,Wargames,N/A
Age of Rail: South Africa,5.863,7.72,416,N/A,2011,2.95,3,6,40,60,12,Strategy,N/A
Word Domination,5.863,6.99,744,N/A,2017,1.88,2,4,20,45,13,Family,Strategy
Rebuilding Seattle,5.863,7.53,484,N/A,2023,2.35,1,5,60,120,12,N/A,N/A
Entdecker,5.863,6.42,1519,54.95,1996,2.25,2,4,60,60,10,Family,Strategy
Lone Wolves,5.863,7.76,470,21.99,2024,2.05,2,2,15,15,14,N/A,N/A
Night Parade of a Hundred Yokai,5.863,7.3,671,N/A,2021,1.96,1,4,30,45,14,Family,N/A
"Sun, Sea & Sand",5.862,6.88,792,N/A,2010,2.63,2,5,60,60,10,Strategy,N/A
Arcane Academy,5.862,6.69,1061,25.34,2016,2.15,2,4,30,45,12,Family,N/A
Cartagena,5.862,6.71,1064,19.2,2017,1.43,2,5,30,45,13,Family,N/A
Zany Penguins,5.862,6.6,1159,N/A,2016,1.41,2,5,20,20,7,Family,N/A
Nocturne,5.862,6.97,769,39.99,2024,2.27,1,4,30,45,10,N/A,N/A
Boomerang: Europe,5.862,6.79,888,N/A,2020,1.72,2,4,15,30,10,N/A,N/A
Papà Paolo,5.862,6.91,806,N/A,2016,2.8,2,4,30,75,10,Strategy,N/A
Histrio,5.862,6.54,1288,N/A,2016,2.11,2,5,40,40,10,Family,N/A
Frostgrave: Second Edition,5.862,8.58,367,N/A,2020,2.63,2,8,60,120,12,Thematic,Wargames
Shipwrights of the North Sea,5.862,6.35,1823,44.79,2014,2.31,2,5,60,60,10,Strategy,N/A
Couture,5.862,6.83,828,12.0,2023,1.87,3,6,20,20,11,N/A,N/A
Santa Fe Rails,5.862,6.8,878,N/A,2001,2.51,2,5,60,60,12,Strategy,N/A
DOG,5.861,6.34,1993,N/A,1997,1.43,2,6,45,45,9,Family,N/A
Disney Animated,5.861,7.29,598,24.49,2023,2.28,2,4,40,80,10,N/A,N/A
Tanto Cuore: Expanding the House,5.861,7.52,570,40.95,2010,2.12,2,4,45,45,12,Strategy,N/A
"Downtown: Air War Over Hanoi, 1965-1972",5.861,7.94,445,N/A,2004,4.09,2,2,240,240,14,Wargames,N/A
Old West Empresario,5.861,7.13,638,40.49,2019,2.08,2,4,45,60,14,N/A,N/A
Guildhall Fantasy: Fellowship,5.86,7.08,679,27.99,2016,2.0,2,4,30,45,10,N/A,N/A
Icaion,5.86,7.4,597,N/A,2020,3.27,2,5,90,120,14,Strategy,N/A
Uchronia,5.86,6.49,1287,N/A,2012,2.78,2,5,45,60,14,Strategy,N/A
11 nimmt!,5.86,6.33,1806,N/A,2010,1.2,2,7,30,30,8,Family,N/A
Fürstenfeld,5.86,6.49,1258,78.67,2010,2.45,2,5,60,60,13,Strategy,N/A
Yomi (Second Edition),5.86,7.41,584,44.99,2014,2.74,1,4,20,20,10,Strategy,N/A
For Science!,5.86,7.13,647,N/A,2021,2.44,1,6,30,30,14,N/A,N/A
Where There Is Discord: War in the South Atlantic,5.86,7.88,426,N/A,2009,3.11,1,1,240,240,N/A,Wargames,N/A
Cockroach Salad,5.86,6.14,3273,N/A,2007,1.14,2,6,10,20,6,Party,N/A
BATTALIA: The Creation,5.86,7.24,918,N/A,2015,3.48,2,4,45,45,12,Strategy,N/A
American Bookshop,5.86,7.17,615,N/A,2019,1.38,3,5,30,50,8,N/A,N/A
Welcome to Centerville,5.86,6.92,757,43.99,2017,2.5,2,4,40,80,12,Family,Strategy
The Hunters A.D. 2114,5.86,8.13,491,N/A,2019,3.61,1,4,60,120,13,Thematic,N/A
Pylos,5.86,6.3,2230,39.99,1993,1.92,2,2,10,10,8,Abstract,N/A
Battleship Galaxies,5.86,6.54,1283,N/A,2011,2.38,2,4,70,70,13,Thematic,Wargames
Rolling Ranch,5.859,6.68,1026,N/A,2019,1.2,1,20,10,20,14,Family,N/A
Titans,5.859,7.44,640,N/A,2021,2.5,1,4,80,160,13,Strategy,Wargames
Pioneer Rails,5.859,7.15,614,N/A,2023,1.91,1,80,30,45,10,Family,N/A
Disney Sorcerer's Arena: Epic Alliances Core Set,5.859,7.37,693,21.07,2022,2.45,2,4,35,35,13,N/A,N/A
Silent War,5.859,7.34,622,N/A,2005,3.39,1,2,60,7500,12,Wargames,N/A
Verdun 1916: Steel Inferno,5.859,8.26,375,N/A,2020,2.44,2,2,60,240,14,Wargames,N/A
Malifaux (Second Edition),5.859,7.99,426,N/A,2013,3.66,2,2,90,120,N/A,Thematic,N/A
Star Wars: Shatterpoint,5.859,8.02,441,124.78,2023,3.31,2,2,90,120,N/A,N/A,N/A
Tidal Blades: Banner Festival,5.858,6.99,729,23.96,2022,1.79,2,5,30,45,8,N/A,N/A
War of 1812,5.858,7.03,707,N/A,1973,2.09,2,2,90,90,12,Wargames,N/A
Level 10,5.858,6.52,1288,10.99,2016,1.21,1,5,16,32,6,Family,N/A
Mystery Rummy: Al Capone and the Chicago Underworld,5.858,6.85,838,N/A,2003,1.59,2,4,20,40,8,Family,Strategy
Bureau of Investigation: Investigations in Arkham & Elsewhere,5.857,7.22,655,34.99,2022,2.45,1,8,120,240,14,Thematic,N/A
BattleCON: Trials of Indines,5.857,8.19,377,N/A,2016,3.7,2,4,10,45,8,N/A,N/A
Old London Bridge,5.857,7.13,634,N/A,2022,1.88,2,4,45,45,10,Family,N/A
Subdivision,5.857,6.42,1448,N/A,2014,2.33,1,4,45,45,13,Family,N/A
Federation Commander: Klingon Border,5.857,7.45,571,110.95,2005,3.38,2,8,60,60,12,Thematic,Wargames
Good & Bad Ghosts,5.857,6.37,1656,10.0,1980,1.31,2,2,15,15,8,Abstract,Family
VektoRace,5.857,7.31,670,N/A,2018,2.11,2,4,30,120,12,Family,N/A
Star Fleet Battles: Captain's Edition Basic Set,5.857,7.59,541,N/A,1990,4.3,1,6,180,180,12,Wargames,N/A
Quiddler,5.857,6.14,3841,11.95,1998,1.42,1,8,30,30,8,Family,N/A
Small Star Empires,5.857,7.08,716,N/A,2016,2.03,2,4,10,30,13,Strategy,N/A
Attack on Titan: Deck-Building Game,5.857,6.94,884,49.99,2016,2.4,1,5,60,90,15,Strategy,N/A
Fast & Furious: Highway Heist,5.857,6.9,791,8.96,2021,2.67,2,4,60,60,12,Thematic,N/A
Solarius Mission,5.856,7.17,593,N/A,2016,3.93,2,4,60,150,12,Strategy,N/A
Big Top,5.856,6.98,705,N/A,2023,1.93,3,4,40,40,11,N/A,N/A
Roll For It!,5.856,6.15,3293,19.99,2011,1.05,2,4,30,30,8,Family,N/A
Queenz: To Bee or Not to Bee,5.856,6.95,783,31.62,2019,1.96,2,4,30,30,8,Abstract,N/A
Donning the Purple,5.856,7.06,711,N/A,2018,2.94,1,3,70,90,14,Strategy,N/A
Kingdom Defenders,5.856,7.59,493,N/A,2018,3.12,2,4,60,90,12,Strategy,N/A
Dive,5.856,6.51,1320,14.99,2021,1.39,1,4,20,30,8,Family,N/A
Goldbräu,5.856,6.44,1387,N/A,2004,2.52,3,4,60,60,10,Strategy,N/A
Overseers,5.855,6.61,1187,14.0,2015,2.0,3,6,30,45,12,Family,N/A
Nuclear War,5.855,6.21,3000,N/A,1965,1.44,2,6,60,60,10,Thematic,N/A
Combat! Volume 1,5.855,8.37,426,122.27,2019,3.49,1,1,120,360,14,Wargames,N/A
Dschunke,5.855,6.61,1124,N/A,2002,2.53,3,4,45,60,10,Family,Strategy
Starship Troopers,5.855,6.59,1287,N/A,1976,3.08,1,2,120,120,12,Wargames,N/A
Hoplomachus: Rise of Rome,5.855,7.98,397,N/A,2013,2.95,1,2,30,30,12,Strategy,N/A
