Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Han,5.738,7.14,371,N/A,2014,2.17,2,5,45,45,10,Strategy,N/A
Atlantis Exodus,5.738,7.61,313,N/A,2024,3.32,1,4,90,90,14,N/A,N/A
What's My Word?,5.738,7.15,379,N/A,1972,2.15,2,2,45,60,10,Family,N/A
Space Race,5.737,6.99,470,N/A,2021,3.2,1,5,45,90,14,Strategy,N/A
Pony Express,5.737,6.46,764,N/A,2009,1.58,3,5,45,45,8,Family,N/A
Cartaventura: Vinland,5.737,6.26,1146,13.95,2021,1.15,1,6,45,45,10,Thematic,N/A
Farlight,5.737,6.82,533,N/A,2017,2.45,2,5,45,45,14,Strategy,N/A
Dice Masters,5.737,8.01,265,N/A,2014,2.92,2,2,15,35,14,Customizable,N/A
Prime Minister,5.737,7.54,306,N/A,2023,3.3,1,4,60,180,12,Strategy,Wargames
Puzzle Strike 2,5.737,7.35,379,74.99,2022,2.62,1,4,20,60,13,Family,Strategy
Dutch Resistance: Orange Shall Overcome!,5.737,8.03,262,N/A,2023,3.19,1,5,90,180,14,Thematic,N/A
Harmony,5.737,7.61,321,N/A,2024,2.75,1,4,40,90,10,N/A,N/A
Tramways Engineer's Workbook,5.737,7.17,360,N/A,2018,3.13,1,2,10,30,12,N/A,N/A
Lunar Rush,5.737,7.65,323,40.44,2023,2.85,1,4,45,75,13,N/A,N/A
Tokyo Express: The Guadalcanal Naval Campaign – 1942,5.737,7.3,382,N/A,1988,4.03,1,2,60,360,12,Wargames,N/A
Gobblet Gobblers,5.737,6.33,1120,N/A,2003,1.3,2,2,5,5,5,Abstract,Children's
Dungeon Pages: Core Set,5.737,7.91,330,N/A,2023,2.0,1,1,20,30,8,N/A,N/A
Linkee!,5.736,6.4,940,N/A,2012,1.09,2,30,30,30,14,N/A,N/A
echoes: The Cocktail,5.736,6.59,632,N/A,2021,1.26,1,6,60,60,14,Thematic,N/A
The Ming Voyages,5.736,6.99,454,N/A,2020,2.45,1,2,30,30,12,Strategy,Wargames
The Gardens of the Alhambra,5.736,6.16,1394,N/A,1993,1.79,2,4,45,60,8,Family,Strategy
