Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Beyond the Rift: A Perdition's Mouth Card Game,5.628,7.44,163,N/A,2022,2.75,1,4,30,120,13,N/A,N/A
1826: Railroading in France and Belgium from 1826,5.628,7.38,161,N/A,2000,3.8,2,6,210,210,14,Strategy,N/A
Siggil,5.628,6.17,646,N/A,2015,1.38,1,4,20,20,8,N/A,N/A
Robotory,5.628,6.26,473,N/A,2006,1.73,2,2,15,15,8,Abstract,N/A
Diáspora,5.628,6.57,330,N/A,2019,2.55,1,24,5,600,10,N/A,N/A
Eastern Front Tank Leader,5.628,6.93,236,N/A,1986,2.94,2,2,90,90,12,Wargames,N/A
"Into the Woods: The Battle of Shiloh, April 6-7, 1862",5.628,8.17,143,N/A,2022,4.22,1,4,180,480,14,Wargames,N/A
The Walking Dead: Surrounded,5.628,7.48,161,N/A,2024,2.0,1,4,20,20,12,N/A,N/A
Manoeuvre: Distant Lands,5.628,7.86,127,25.0,2017,2.0,2,2,60,60,10,Wargames,N/A
Problem Picnic: Attack of the Ants,5.628,6.73,275,N/A,2017,1.29,2,4,20,30,6,N/A,N/A
Square One,5.628,7.28,208,N/A,2025,1.88,1,4,30,50,8,N/A,N/A
Dead of Winter: The Battle of Stones River (Second Edition),5.628,7.32,192,N/A,2009,3.95,2,2,180,180,14,Wargames,N/A
Rory's Story Cubes: Prehistoria,5.628,6.55,332,N/A,2013,1.0,1,12,15,15,8,Family,N/A
Steam Donkey,5.628,6.53,328,N/A,2014,2.14,2,4,45,45,10,Family,N/A
Bestiary of Sigillum: Collector's Edition,5.628,7.79,160,N/A,2023,2.88,1,4,30,30,14,Abstract,N/A
CATsle Builders,5.628,7.54,148,N/A,2023,2.33,3,5,30,40,10,N/A,N/A
Rangers of Shadow Deep: Standard Edition,5.628,8.62,115,N/A,2020,2.25,1,4,60,120,12,Thematic,N/A
Wherewolf,5.628,7.4,180,N/A,2009,2.06,6,33,60,60,15,Party,N/A
Rapa Nui,5.628,6.79,291,N/A,2020,2.25,2,4,45,45,10,N/A,N/A
Holiday Hijinks #1: The Kringle Caper,5.628,7.18,189,8.99,2020,1.67,1,4,60,60,13,N/A,N/A
Beatz'n'Catz,5.628,7.16,194,N/A,2024,1.1,2,6,15,15,8,N/A,N/A
Sherlock Holmes: The Card Game,5.628,6.16,641,N/A,1991,1.5,3,8,60,60,10,Thematic,N/A
