Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Universe,5.5,5.56,31,N/A,1966,2.5,2,4,20,20,N/A,Abstract,N/A
Frog Tennis,5.5,5.51,31,N/A,2002,1.0,2,2,20,20,6,Children's,N/A
UNO: Toy Story 3,5.5,5.65,35,N/A,2010,1.0,2,4,N/A,N/A,7,N/A,N/A
Just a Peiper Dream?,5.5,5.64,36,N/A,2010,1.64,1,2,30,30,12,Wargames,N/A
Der Herr der Ringe: Die Rückkehr des Königs,5.5,5.59,53,N/A,2003,2.0,3,4,60,60,10,Wargames,N/A
Lost Galaxy: The Intergalactic Card Game,5.5,6.11,121,N/A,2018,1.75,2,4,10,15,8,N/A,N/A
La Casa de Papel: El Juego de Roles Ocultos,5.5,5.56,50,N/A,2019,1.33,4,8,15,30,14,N/A,N/A
Pokie Dokie,5.5,5.85,31,N/A,N/A,1.5,2,2,N/A,N/A,8,N/A,N/A
Cultists & Cthulhu,5.5,5.62,45,N/A,2016,1.0,2,8,20,35,8,N/A,N/A
Atari's Centipede,5.5,5.66,173,N/A,2017,1.75,2,4,30,45,12,N/A,N/A
Scene It? Disney Magical Moments Deluxe Edition,5.5,5.59,30,54.45,2010,1.0,2,N/A,20,20,6,N/A,N/A
R.OC,5.5,5.78,34,N/A,2003,1.75,2,4,180,180,12,Wargames,N/A
The Princess Bride: A Battle of Wits,5.5,5.53,196,N/A,2015,1.08,2,10,15,15,10,Family,N/A
Cubilete,5.5,5.74,41,N/A,N/A,1.0,2,2,N/A,N/A,N/A,N/A,N/A
ButaBabel,5.5,5.49,49,N/A,2016,1.0,3,5,5,5,6,N/A,N/A
Possession: A Daemonic Card Game,5.5,5.69,60,N/A,2019,2.0,1,4,60,120,14,N/A,N/A
Cards vs Dice: Strategically Lucky,5.5,5.66,68,N/A,2013,1.0,2,4,15,15,8,N/A,N/A
Nitro Glyxerol,5.5,5.73,118,N/A,2015,1.0,2,4,20,20,7,N/A,N/A
"Right Turn, Left Turn",5.5,5.5,154,15.0,2000,1.13,2,8,10,10,6,Children's,Family
"Pequenas Igrejas, Grandes Negócios",5.5,5.62,35,N/A,2014,1.67,2,14,30,30,16,N/A,N/A
Combots,5.5,5.58,49,N/A,1983,2.0,2,2,20,20,12,Wargames,N/A
Ugh!,5.5,5.43,55,N/A,2012,1.2,2,6,15,15,8,Family,N/A
Get Out,5.5,5.54,249,N/A,1998,1.48,2,8,120,120,10,Family,Thematic
Seti,5.5,5.63,43,N/A,1979,1.25,2,2,30,30,10,Abstract,N/A
