Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Carcassonne: Over Hill and Dale,5.977,7.29,837,N/A,2015,1.93,2,5,35,35,7,Family,N/A
Terror Below,5.977,6.67,1691,39.95,2019,1.91,1,5,45,60,10,Thematic,N/A
Hitster: Music Bingo,5.977,7.45,768,N/A,2024,1.0,2,10,30,60,16,N/A,N/A
Invincible: The Hero-Building Game,5.977,7.95,563,45.8,2024,2.6,1,4,45,90,14,Strategy,Thematic
Divvy Dice,5.977,6.75,1416,21.3,2020,2.08,1,4,30,30,8,Family,N/A
Panzer Leader: Game of Tactical Warfare on the Western Front,5.976,6.71,1810,N/A,1974,3.11,2,2,90,90,12,Wargames,N/A
Tortuga 2199,5.976,7.08,1123,21.97,2020,2.58,2,4,60,90,14,Strategy,N/A
Rauha,5.976,7.02,1065,N/A,2023,2.36,2,5,45,45,10,Family,N/A
The Manhattan Project 2: Minutes to Midnight,5.976,7.25,860,22.97,2018,3.62,2,5,90,150,13,Strategy,N/A
Summoner Wars (Second Edition): Starter Set,5.976,8.16,512,N/A,2021,2.56,2,2,40,60,9,N/A,N/A
King & Assassins,5.976,6.83,1303,N/A,2013,1.85,2,2,30,30,10,Family,N/A
Unmatched: Teen Spirit,5.976,7.82,645,N/A,2023,2.13,2,3,20,40,14,Strategy,N/A
Fairy Ring,5.975,7.35,802,N/A,2024,1.8,2,4,40,40,8,Family,N/A
Trekking the National Parks,5.975,6.91,1244,49.95,2014,1.65,2,6,30,60,8,Family,N/A
Industrial Waste,5.975,6.67,1558,N/A,2001,2.63,2,4,60,60,12,Strategy,N/A
Talon,5.975,7.39,837,N/A,2016,2.6,2,6,60,90,12,Wargames,N/A
New World: A Carcassonne Game,5.974,6.48,2326,N/A,2008,2.05,2,5,45,45,8,Family,N/A
Noblemen,5.974,6.89,1155,29.95,2012,3.04,3,5,75,120,12,Strategy,N/A
Liberty Roads,5.974,8.08,566,N/A,2009,3.17,2,2,90,1200,N/A,Wargames,N/A
Unsurmountable,5.974,6.78,1373,N/A,2021,1.46,1,1,15,15,8,Family,N/A
First Martians: Adventures on the Red Planet,5.974,6.36,3754,N/A,2017,4.15,1,4,60,90,10,Thematic,N/A
Dreamblade,5.974,7.13,1008,N/A,2006,2.69,2,2,60,60,13,Customizable,N/A
Mythical Dice,5.974,6.89,1160,N/A,2016,1.59,3,6,30,30,8,Family,N/A
Carcassonne: The Discovery,5.973,6.48,2309,N/A,2005,1.93,2,5,30,45,12,Family,N/A
Giganten,5.973,6.69,1458,N/A,1999,2.57,3,4,90,90,10,Strategy,N/A
Intarsia,5.973,7.08,1003,37.73,2024,2.11,2,4,40,60,10,Family,N/A
Storm Over Arnhem,5.973,7.2,936,N/A,1981,2.88,2,2,300,300,12,Wargames,N/A
The Lord of the Rings Adventure Book Game,5.973,7.13,979,39.99,2023,2.09,1,4,20,160,10,Thematic,N/A
Virtù,5.973,7.35,1036,53.92,2022,3.96,2,5,60,150,14,Strategy,N/A
Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,5.973,6.54,2455,28.96,2015,1.61,2,6,30,45,15,Party,N/A
Shadowrun: Crossfire – Prime Runner Edition,5.972,7.59,709,N/A,2018,3.04,1,4,30,60,13,Thematic,N/A
Patchwork Express,5.972,6.94,1138,24.94,2018,1.64,2,2,10,10,6,Family,N/A
The Palaces of Carrara (Second Edition),5.972,7.43,730,N/A,2022,2.69,2,4,60,90,10,Strategy,N/A
B-17 Flying Fortress Leader,5.972,8.08,643,N/A,2017,3.33,1,1,30,120,12,Wargames,N/A
Skara Brae,5.971,7.73,599,59.99,2025,2.55,1,4,45,60,13,N/A,N/A
Asking for Trobils,5.971,7.0,1085,45.0,2015,2.04,2,7,60,90,12,Family,N/A
Airships,5.971,6.36,2755,N/A,2007,1.86,2,4,45,60,10,Family,N/A
Darkest Night,5.971,7.05,1044,136.63,2012,2.81,1,4,150,150,13,Thematic,N/A
Carnival Zombie: 2nd Edition,5.971,7.48,784,N/A,2022,3.32,1,6,45,120,12,Thematic,N/A
Doodle Dash,5.97,7.31,795,24.99,2021,1.0,3,7,15,20,10,Party,N/A
Crossing,5.97,6.69,1621,N/A,2013,1.05,3,6,15,15,6,Party,N/A
Hens,5.97,6.87,1363,N/A,2023,1.88,1,4,15,20,10,Abstract,N/A
Race to the Raft,5.97,7.27,849,44.7,2023,2.13,1,4,40,60,8,N/A,N/A
Inhuman Conditions,5.97,7.23,894,N/A,2020,1.96,2,2,5,5,12,Party,Thematic
Abracada...What?,5.97,6.57,1939,N/A,2014,1.63,2,5,30,30,7,Family,N/A
