Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Scream Park,5.555,7.81,57,N/A,2024,2.25,1,5,25,35,13,N/A,N/A
"War in the East: The Russo-German Conflict, 1941-45",5.555,7.04,92,N/A,1974,3.33,2,6,480,480,12,Wargames,N/A
Perpetual Commotion,5.555,6.35,185,N/A,2003,1.11,2,6,45,45,13,N/A,N/A
Encounters: Shadowrun,5.555,6.25,204,N/A,2016,2.0,1,8,15,30,13,N/A,N/A
Quatre Batailles en Espagne,5.555,7.67,73,N/A,2015,3.17,2,4,N/A,N/A,N/A,Wargames,N/A
My Little Pony: Collectible Card Game,5.555,6.1,299,N/A,2013,2.72,2,2,20,20,10,Customizable,N/A
Jane Austen's Matchmaker,5.555,6.32,158,N/A,2014,2.0,3,6,30,30,8,N/A,N/A
Berserk: Trading Card Game,5.555,7.3,224,N/A,2003,3.05,2,2,40,60,N/A,Customizable,N/A
Ramen,5.555,6.43,163,N/A,2018,1.4,2,5,15,30,8,N/A,N/A
The Flowers of the Forest,5.555,7.77,57,N/A,1995,2.64,2,2,120,120,12,Wargames,N/A
Pass the Bomb: Party Edition,5.555,5.99,358,N/A,2007,1.08,2,12,25,25,12,Party,N/A
Wild Vikings,5.555,6.1,253,N/A,2008,1.25,2,5,15,15,6,Children's,N/A
Kiwetin,5.555,6.25,285,N/A,2017,1.45,2,6,5,20,7,Family,N/A
DUOS,5.555,6.86,111,N/A,2022,1.33,2,6,15,45,8,N/A,N/A
Seastrike,5.555,7.32,86,N/A,1974,2.5,1,2,60,60,12,Wargames,N/A
Axis & Allies: North Africa,5.555,7.75,71,N/A,2024,3.14,2,4,180,300,12,N/A,N/A
Age of Fantasy,5.555,8.42,54,N/A,2017,2.4,2,4,60,90,N/A,N/A,N/A
Chronicles of Light: Darkness Falls – Disney Edition,5.555,6.47,164,N/A,2024,2.29,1,4,45,60,8,N/A,N/A
Oathmark: Battles of the Lost Age,5.555,8.41,61,N/A,2020,3.33,2,2,N/A,N/A,12,Wargames,N/A
Convert,5.555,6.69,132,N/A,2014,2.14,1,2,10,10,6,Abstract,N/A
Kitty Paw,5.555,5.8,767,N/A,2015,1.26,1,4,15,30,6,Family,N/A
Cannonball Colony,5.555,6.99,86,N/A,2008,2.5,2,4,60,60,10,Abstract,Strategy
De Ontembare Stad,5.555,6.01,329,N/A,2004,2.63,2,5,75,75,10,Family,Strategy
White Bear & Red Moon,5.555,7.53,75,N/A,1975,3.1,1,3,90,90,N/A,Wargames,N/A
Platoon Commander Deluxe: The Battle of Kursk,5.555,7.61,77,N/A,2018,3.0,2,2,N/A,N/A,N/A,Wargames,N/A
Cards vs Gravity,5.555,6.27,195,N/A,2023,1.0,2,99,10,10,6,N/A,N/A
