Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Cube Checkers,5.498,5.57,45,N/A,1997,2.0,2,2,30,30,6,Abstract,N/A
Pitch Fleet,5.498,5.36,48,N/A,2015,1.0,1,6,20,40,6,N/A,N/A
Barricade,5.498,5.47,39,N/A,1974,1.0,2,2,30,30,N/A,Abstract,N/A
Wacky Challenge,5.498,5.56,34,N/A,2015,1.5,2,7,7,7,7,N/A,N/A
Centipede,5.498,5.57,36,N/A,1983,1.13,2,2,30,30,7,N/A,N/A
Woof Meow Biscuits,5.498,5.57,90,N/A,2014,1.0,2,5,15,15,6,N/A,N/A
Kakerlaken-Duell,5.498,5.4,76,N/A,2017,1.0,2,2,15,25,8,N/A,N/A
Never Call Retreat,5.498,5.52,48,N/A,1983,2.56,2,2,180,180,12,Wargames,N/A
Big Pay Day,5.498,5.59,35,N/A,2009,1.0,2,6,35,45,8,N/A,N/A
Pirates: The Great Chase,5.498,5.52,49,N/A,2012,1.5,1,1,N/A,N/A,N/A,N/A,N/A
Konito?,5.498,5.55,138,N/A,2012,1.0,2,12,30,30,8,Party,N/A
History's Mysteries Card Game,5.498,5.55,66,N/A,2003,1.3,2,6,45,45,10,N/A,N/A
Polar Dare!,5.498,5.52,126,N/A,1991,1.21,2,4,30,30,6,Children's,N/A
Trivial Pursuit: Know-It-All Edition,5.498,5.47,54,N/A,1998,1.83,2,6,90,90,12,N/A,N/A
Conquian,5.498,5.51,52,N/A,1897,1.75,2,4,10,10,7,N/A,N/A
Dragons,5.498,5.66,70,N/A,2016,1.33,2,4,20,20,8,N/A,N/A
Crash Pilot,5.498,5.43,112,N/A,1999,1.13,2,5,20,20,6,Children's,N/A
Crossword,5.498,5.49,51,N/A,1978,1.0,1,10,5,5,N/A,N/A,N/A
Conezilla,5.498,5.5,63,N/A,2013,1.0,2,4,10,10,6,N/A,N/A
That Snow Moon,5.498,5.39,42,N/A,2017,1.0,2,4,10,15,N/A,N/A,N/A
King Ozo,5.498,5.46,71,N/A,2017,1.0,2,5,15,15,6,N/A,N/A
UNO: Peanuts,5.498,5.4,30,N/A,2002,1.0,2,10,30,30,7,N/A,N/A
20th Century Time Travel Card Game,5.498,5.47,32,N/A,2003,1.2,2,6,30,30,8,N/A,N/A
Overkill: Halloween Slasher,5.498,5.39,32,N/A,2016,1.0,2,6,15,40,14,N/A,N/A
Espias y confidentes,5.498,5.67,32,N/A,1975,1.67,2,6,45,45,N/A,N/A,N/A
