Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Tower Chess,5.527,7.44,32,N/A,2016,2.0,2,2,30,30,8,Abstract,N/A
Photofinish: The Final Rush,5.527,7.04,44,N/A,2017,1.5,2,6,20,20,10,N/A,N/A
포켓몬 칩스 (Pokémon Chips),5.527,6.86,44,N/A,2023,1.0,2,5,15,15,7,N/A,N/A
Dragonhunt,5.527,5.86,271,N/A,1982,2.57,2,6,120,120,12,Wargames,N/A
Gemini Gauntlet,5.527,7.07,46,45.4,2021,2.0,2,6,60,60,14,N/A,N/A
Constantinople,5.527,6.3,88,N/A,2016,1.5,1,1,10,45,N/A,Wargames,N/A
MeM,5.527,7.32,39,N/A,1968,3.63,1,2,20,20,10,Abstract,N/A
Heptalion,5.527,7.27,39,N/A,2012,1.33,2,4,10,10,6,Abstract,N/A
Ransom,5.527,6.36,83,N/A,1994,1.63,2,6,45,45,12,N/A,N/A
Bitwa Warszawska,5.527,7.62,39,N/A,2020,1.83,2,4,60,90,10,Wargames,N/A
Autumn of Glory,5.527,6.8,60,N/A,1995,2.82,2,2,N/A,N/A,12,Wargames,N/A
Rome at War II: Fading Legions,5.527,6.2,111,N/A,2002,2.32,2,2,120,120,12,Wargames,N/A
The House on the Borderland,5.527,7.28,36,N/A,2020,2.0,1,1,30,90,13,N/A,N/A
Carrossel,5.527,6.04,141,N/A,2019,2.25,2,4,30,45,8,N/A,N/A
Indian Chief,5.527,6.17,95,N/A,2004,1.67,2,8,10,10,N/A,N/A,N/A
"Shiloh: The Battle for Tennessee, 6-7 April, 1862",5.527,6.57,71,N/A,1975,2.1,2,2,120,120,12,Wargames,N/A
Strange Vending Machine,5.527,6.15,104,N/A,2018,2.0,3,6,20,30,8,N/A,N/A
Cyber Pet Quest,5.527,7.32,34,N/A,2024,2.33,1,4,30,45,8,N/A,N/A
Battles of the Ancient World Volume III,5.527,6.53,64,N/A,2000,1.75,2,2,120,120,12,Wargames,N/A
Judgement: Eternal Champions,5.527,9.24,44,N/A,2022,3.5,2,4,30,90,14,N/A,N/A
Lancelot,5.527,6.16,179,N/A,2017,2.75,2,4,60,90,14,N/A,N/A
Core Connection: Rise of Atlantis,5.527,6.52,93,N/A,2020,2.0,2,4,60,90,12,N/A,N/A
Imaginiff: 10th Anniversary Edition,5.527,6.09,134,N/A,2008,1.0,3,8,35,35,12,N/A,N/A
How to Host a Murder: The Class of '54,5.527,6.74,55,N/A,1987,2.0,8,8,180,180,18,N/A,N/A
The Veil,5.527,7.46,52,N/A,2018,2.0,1,5,30,60,13,N/A,N/A
Something Wild!,5.527,6.54,83,N/A,2020,1.33,2,4,15,15,6,N/A,N/A
Interstellar Mayhem,5.527,6.49,91,N/A,2010,2.0,2,6,30,30,12,N/A,N/A
Master Thief,5.527,6.32,103,N/A,2017,2.0,3,6,15,30,10,N/A,N/A
Burgoo,5.527,5.65,637,N/A,2014,1.23,2,5,15,15,10,Abstract,N/A
Build A Cure,5.527,7.44,52,N/A,2018,2.67,1,6,30,90,8,N/A,N/A
