Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
News@11,5.523,6.27,71,N/A,2015,1.0,3,6,30,45,8,N/A,N/A
Space Marine Adventures: Tyranid Attack!,5.523,7.33,40,N/A,2024,0.0,1,4,30,45,12,N/A,N/A
Gettysburg Solitaire,5.523,6.87,43,29.95,2022,1.25,1,1,15,60,14,Wargames,N/A
Storage Wars: The Game,5.523,5.94,149,N/A,2012,1.25,2,6,30,30,8,Family,N/A
Prince of Chaos: Battle for Tae Orn,5.523,6.59,62,N/A,2008,4.26,2,4,120,120,12,Wargames,N/A
Ubongo! Fun-Size Edition,5.523,6.32,81,N/A,2018,1.0,1,4,15,15,7,N/A,N/A
Gonnect,5.523,6.97,42,N/A,2000,3.5,2,2,N/A,N/A,10,Abstract,N/A
Typhon sur le Pacifique,5.523,6.52,54,N/A,2001,2.91,1,2,120,120,12,Wargames,N/A
Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,5.523,6.84,42,N/A,1983,2.5,2,2,N/A,N/A,12,Wargames,N/A
Globe Twister,5.523,6.14,119,N/A,2018,1.67,1,5,15,30,8,N/A,N/A
Chefs,5.523,6.79,41,N/A,N/A,1.5,2,6,25,25,7,N/A,N/A
Mohawk,5.523,7.07,46,N/A,1983,2.22,2,2,240,240,14,Wargames,N/A
In the Trenches: Devil Dogs,5.523,7.38,30,N/A,2015,3.33,2,2,90,120,N/A,Wargames,N/A
Héroes y Dados,5.523,7.66,58,N/A,2022,2.25,2,2,30,30,10,N/A,N/A
The Arctic,5.523,6.08,111,N/A,2020,2.0,2,2,15,30,15,Abstract,N/A
Black Stories 6,5.523,6.13,95,N/A,2010,1.0,2,15,20,20,12,N/A,N/A
Feud: The Seer's Prophecy,5.523,7.37,42,N/A,2024,3.0,2,2,40,40,14,N/A,N/A
Gods of Rome,5.523,6.52,56,N/A,2023,2.33,1,4,30,90,10,N/A,N/A
Bloody Big Battles!,5.523,8.82,31,N/A,2014,2.25,2,8,90,360,10,Wargames,N/A
Connect 4x4,5.523,5.84,161,N/A,2009,1.33,2,4,15,15,8,Abstract,N/A
Munchkin Rigged Demo,5.523,6.15,123,N/A,2007,1.47,2,2,15,15,12,N/A,N/A
