Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
TrainSport: Austria,5.515,6.15,56,N/A,1996,2.6,3,5,90,90,12,N/A,N/A
Reich: The Iron Dream of German Unification,5.515,6.47,38,N/A,1979,2.71,1,4,120,180,12,Wargames,N/A
Soul Dice,5.515,7.7,32,N/A,2025,1.25,1,2,20,25,8,N/A,N/A
Thera,5.515,6.95,30,N/A,2022,2.67,1,4,60,120,10,N/A,N/A
Monopoly: Indiana Jones,5.515,6.12,117,N/A,2008,1.57,2,6,180,180,8,N/A,N/A
Petróleo,5.515,6.27,54,N/A,1984,1.88,2,6,40,60,10,N/A,N/A
Syzygy,5.515,6.27,63,N/A,1997,1.4,1,12,20,20,9,N/A,N/A
Leapin' Lily Pads,5.515,5.84,102,N/A,2000,1.0,2,5,15,15,4,Children's,N/A
Witching Hour,5.515,5.89,93,16.37,2017,1.0,2,5,30,45,14,N/A,N/A
Relic Knights: Darkspace Calamity,5.515,6.2,60,N/A,2014,2.5,2,4,60,60,13,N/A,N/A
"PENNY DREADFUN: Duchy, Demony, Dickensy",5.515,6.71,34,N/A,2018,0.0,2,6,120,180,14,N/A,N/A
Chrono-Mots,5.515,6.36,41,N/A,2017,1.0,2,10,2,10,10,N/A,N/A
District 9: The Boardgame,5.515,6.96,72,N/A,2021,3.0,2,4,90,180,10,N/A,N/A
AXO,5.515,6.6,42,N/A,2024,1.5,1,4,20,20,8,N/A,N/A
Dead Throne,5.515,6.65,58,N/A,2019,3.13,1,7,30,90,14,N/A,N/A
Disaster Looms!,5.515,5.8,200,N/A,2012,3.06,2,4,90,90,10,Strategy,N/A
Bindle Rails,5.515,6.06,57,N/A,2008,2.43,1,4,30,30,N/A,Strategy,N/A
Baubylon,5.515,6.32,41,N/A,1981,2.0,2,6,60,60,10,Abstract,N/A
Goblin Mountain,5.515,6.58,31,N/A,2018,2.0,1,2,15,15,12,N/A,N/A
Gazala: The Clash of Armor,5.515,6.35,51,N/A,1983,4.15,2,2,180,180,12,Wargames,N/A
Prince's Gambit,5.515,6.67,33,N/A,2018,2.0,6,8,30,60,18,N/A,N/A
Salvo!,5.515,6.21,52,N/A,1992,2.11,2,2,45,45,12,Wargames,N/A
Perspective,5.515,5.9,116,N/A,2016,1.88,1,4,5,15,9,N/A,N/A
Yukon Company,5.515,6.16,46,N/A,1999,3.0,4,6,120,120,10,N/A,N/A
The Testimony of Jacob Hollow,5.515,5.69,246,N/A,2003,1.73,2,6,45,45,13,Thematic,N/A
Recipe for Disaster,5.515,8.43,33,N/A,2020,1.5,3,6,N/A,N/A,6,N/A,N/A
Kipp mir Saures,5.515,6.2,54,N/A,2021,1.5,2,4,45,45,8,N/A,N/A
Wirre Worte,5.515,6.55,32,N/A,2022,1.0,3,10,N/A,N/A,10,N/A,N/A
L'Aigle Foudroyé,5.515,6.79,38,N/A,2001,2.13,2,2,N/A,N/A,12,Wargames,N/A
"Sedan: The Decisive Battle for France, May 1940",5.515,6.5,32,N/A,2012,2.0,1,3,90,90,12,Wargames,N/A
Check Out!,5.515,6.56,32,N/A,2020,1.5,2,6,8,15,8,N/A,N/A
Blame Space,5.515,6.91,30,N/A,2018,2.0,2,6,45,90,12,N/A,N/A
Wampum,5.515,5.76,118,N/A,2010,2.13,2,5,45,45,10,N/A,N/A
Okoshki,5.515,6.27,45,N/A,2014,2.0,2,2,30,30,8,N/A,N/A
"Cow, Tiger, Santa Claus",5.515,6.23,44,N/A,2016,1.0,2,12,30,360,4,N/A,N/A
Tacara,5.515,6.39,39,N/A,2000,0.0,3,10,60,60,10,N/A,N/A
Timeline: Louvre,5.515,6.73,30,N/A,2018,2.0,2,6,15,30,8,N/A,N/A
Socken zocken,5.515,5.69,257,N/A,2004,1.06,2,6,10,10,4,Children's,N/A
Waking Shards,5.515,7.03,35,N/A,2022,2.0,2,4,20,25,N/A,N/A,N/A
Battleship: Card Game,5.515,5.77,189,N/A,2002,1.5,2,2,20,20,8,Family,N/A
Ali Baba and the Forty Thieves,5.515,6.75,35,N/A,2024,1.0,2,6,20,40,12,N/A,N/A
Kart sur Glace,5.515,6.2,51,N/A,2011,1.2,2,5,30,30,8,Family,N/A
