Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Animalcatraz,5.518,8.51,41,N/A,2025,3.0,2,8,90,120,14,N/A,N/A
Bezzerwizzer Familie,5.518,6.2,51,N/A,2016,1.33,2,N/A,45,45,10,N/A,N/A
Solus:Lost,5.518,7.02,31,N/A,2023,2.0,1,1,20,30,14,N/A,N/A
Kids of London,5.518,6.4,43,N/A,2017,2.0,2,5,10,10,8,N/A,N/A
1066: End of the Dark Ages,5.518,6.19,70,N/A,2006,2.6,2,4,240,240,12,Wargames,N/A
Dwarfest,5.518,6.01,100,N/A,2014,1.75,2,6,45,45,12,N/A,N/A
Matanga!,5.518,6.64,40,N/A,2009,1.5,2,5,20,25,8,N/A,N/A
Chroma Cubes,5.518,6.61,40,N/A,2014,1.5,2,5,45,45,6,N/A,N/A
Riiing!,5.518,6.73,36,N/A,2021,0.0,2,4,10,15,8,N/A,N/A
Catch Don Falconi,5.518,6.57,39,N/A,2022,1.5,2,4,15,30,6,N/A,N/A
Opaque War: Ukraine 2014,5.518,6.69,42,N/A,2018,3.8,1,2,N/A,N/A,N/A,Wargames,N/A
Tongues Out!,5.518,5.86,112,N/A,2022,1.0,2,4,5,20,4,N/A,N/A
Braveheart Solitaire,5.518,6.61,35,N/A,2022,1.57,1,1,15,60,14,Wargames,N/A
Undead,5.518,5.91,98,N/A,1981,1.67,2,6,240,240,10,N/A,N/A
Heroes & Treasure,5.518,7.9,44,N/A,2018,1.67,2,5,20,40,4,N/A,N/A
Good Little Tricks,5.518,6.92,30,N/A,2017,1.5,2,5,15,30,10,N/A,N/A
Mausgeflippt,5.518,5.89,130,N/A,2009,1.13,2,6,15,15,6,Children's,N/A
Weavlings in the Wilds,5.518,7.92,53,N/A,2022,2.83,1,1,20,30,13,N/A,N/A
Nobody is Perfect: Extra Edition,5.518,6.77,30,N/A,2020,1.0,3,6,45,45,14,N/A,N/A
Crossword Pyramids,5.518,6.3,56,N/A,2004,2.13,2,4,35,35,8,N/A,N/A
Fortune Fame & Glory,5.518,7.08,31,N/A,2019,2.5,1,1,20,60,10,N/A,N/A
Run Run Run! (2nd Edition),5.518,6.77,32,N/A,2024,2.0,1,4,30,30,8,Family,N/A
The Brotherhood,5.518,6.29,57,N/A,1972,2.2,2,5,60,180,10,Strategy,Wargames
Seimi in the Super Crazy World,5.518,6.43,45,N/A,2017,1.83,2,5,45,45,9,Family,N/A
Nemo Rising: Robur the Conqueror,5.518,6.54,46,N/A,2019,2.2,1,4,30,60,14,N/A,N/A
This That & Everything,5.518,6.69,32,N/A,2016,2.0,4,44,N/A,N/A,12,N/A,N/A
Showdown Tactics,5.518,6.17,65,N/A,2020,1.0,2,2,15,15,8,Abstract,N/A
1672: The Lost Crew,5.517,6.34,61,N/A,2016,2.2,1,1,60,120,12,N/A,N/A
Dr. Beaker,5.517,5.81,139,N/A,2017,1.5,2,4,15,15,8,N/A,N/A
Hongrie 1944-1945,5.517,6.92,32,N/A,2008,2.83,2,2,360,360,N/A,Wargames,N/A
Trick of Fixer,5.517,6.77,30,N/A,2023,4.0,4,5,15,60,12,N/A,N/A
Zilch,5.517,5.92,113,N/A,1972,1.23,2,12,30,30,8,N/A,N/A
Mini Crimes: The End of the Games,5.517,6.32,52,N/A,2022,1.0,1,8,30,30,8,N/A,N/A
1918: Imperial Germany's Last Chance,5.517,6.32,52,N/A,2004,2.91,1,2,N/A,N/A,12,Wargames,N/A
Snippets,5.517,6.97,36,N/A,2016,0.0,2,8,45,60,12,N/A,N/A
Tile Rummy,5.517,6.88,41,N/A,1983,2.75,2,4,30,30,8,N/A,N/A
Animal Olympics,5.517,6.04,80,N/A,1989,1.0,2,4,10,10,7,N/A,N/A
Sheep & Garden,5.517,6.5,43,N/A,2020,0.0,1,4,15,30,8,N/A,N/A
Triominos Challenge,5.517,5.88,185,N/A,2016,1.0,2,4,30,30,6,Abstract,N/A
Bob's Burgers: Belcher Family Food Fight,5.517,7.04,42,N/A,2019,0.0,3,6,10,15,8,N/A,N/A
Stupiduel,5.517,6.1,83,N/A,2004,1.22,2,8,90,90,12,N/A,N/A
Operation Ichi-Go: Japan's Massive 1944 Offensive Across China,5.517,6.92,38,N/A,2020,3.67,1,2,240,240,14,Wargames,N/A
Pitch Deck,5.517,6.43,69,N/A,2017,1.5,4,12,20,60,17,N/A,N/A
Mech Command RTS,5.517,6.59,56,N/A,2018,2.25,2,6,40,80,14,N/A,N/A
