Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Word Whimsy,5.546,6.88,98,N/A,2013,1.0,3,7,20,30,15,N/A,N/A
Storming the Reich: D-Day to the Ruhr,5.546,7.15,72,N/A,2010,3.07,1,2,400,400,N/A,Wargames,N/A
The Devil's to Pay! The First Day at Gettysburg,5.546,7.72,67,N/A,2019,2.7,1,2,120,240,9,Wargames,N/A
Amazonas,5.546,7.07,85,N/A,2022,2.2,2,5,25,35,8,N/A,N/A
The Greatest Day: Utah Beach,5.546,8.6,50,N/A,2024,3.5,2,12,120,2000,N/A,Wargames,N/A
Invasion of the Air-eaters,5.546,6.33,128,N/A,1979,1.93,2,2,90,90,10,Wargames,N/A
Anatomy Fluxx,5.546,6.2,194,19.95,2018,1.71,2,6,5,30,8,N/A,N/A
Dark December,5.546,7.3,71,N/A,1979,3.0,1,2,120,120,14,Wargames,N/A
Thornwatch,5.546,6.32,173,N/A,2018,2.33,3,6,30,180,13,N/A,N/A
Roll & Meow: The Cat Burglars,5.546,8.04,62,N/A,2023,3.0,1,8,30,60,10,N/A,N/A
SPY x FAMILY: Mission for Peanuts,5.546,6.76,131,N/A,2023,1.17,3,5,20,30,10,N/A,N/A
Gorizia 1916: La sesta battaglia dell'Isonzo,5.546,7.62,58,N/A,2016,2.75,2,4,N/A,N/A,N/A,Wargames,N/A
Dog Poker,5.546,6.85,83,N/A,2023,1.0,2,4,15,15,6,N/A,N/A
Elements of the Gods,5.546,7.2,67,N/A,2021,2.2,1,5,30,90,14,Abstract,N/A
Orconomics (Second Edition),5.546,6.61,118,N/A,2022,2.2,2,5,25,40,10,N/A,N/A
Mozzaroller,5.546,6.69,101,N/A,2021,1.13,1,4,20,30,7,N/A,N/A
Key Enigma: Calling Card,5.546,7.33,60,N/A,2021,2.0,1,6,480,960,14,N/A,N/A
The Longest Trench,5.546,7.4,73,N/A,2023,2.0,2,4,30,180,14,Wargames,N/A
Sneferu: Builders of the Pyramids,5.546,6.35,130,N/A,2024,2.0,1,4,40,60,10,N/A,N/A
Nations at War: Stalin's Triumph,5.546,7.71,60,N/A,2013,3.75,2,2,30,90,12,Wargames,N/A
Bubble Stories,5.546,6.62,103,N/A,2021,1.0,1,2,10,10,4,N/A,N/A
Heroes Incorporated,5.546,6.05,252,N/A,2004,1.97,2,4,40,60,12,Strategy,Thematic
How to Host a Dungeon,5.546,7.13,70,N/A,2008,1.91,1,1,60,60,N/A,Thematic,N/A
Manifest,5.546,6.48,121,N/A,2014,2.82,2,5,45,90,13,N/A,N/A
Magic Realm Light 30,5.546,7.61,59,N/A,2015,2.78,1,1,30,45,N/A,Thematic,N/A
13 Words,5.546,6.03,246,N/A,2022,1.0,2,8,20,20,8,N/A,N/A
Warcrow Adventures,5.546,7.4,103,N/A,2024,2.25,2,4,60,90,12,N/A,N/A
Railway Boom,5.546,7.31,58,N/A,2022,3.29,2,5,60,150,14,N/A,N/A
Slyville,5.546,6.58,123,N/A,2019,1.67,3,5,45,60,10,N/A,N/A
Battlemist,5.546,5.89,331,N/A,1998,3.2,2,6,200,200,12,Thematic,Wargames
GROW SKY,5.546,7.61,58,N/A,2024,2.67,1,4,45,90,10,N/A,N/A
Anthelion: Conclave of Power,5.546,6.65,98,N/A,2019,2.4,2,2,20,20,10,N/A,N/A
TowerBrix,5.546,6.31,138,24.95,2024,1.14,1,6,20,20,10,N/A,N/A
HAMELN CAVE,5.546,7.79,47,N/A,2021,0.0,2,2,10,20,10,N/A,N/A
Opération Zèbre,5.546,7.47,62,N/A,2025,1.0,2,12,30,45,14,N/A,N/A
Radiant,5.546,6.95,80,N/A,2018,2.67,2,4,30,60,14,N/A,N/A
Featherlight,5.546,6.52,115,13.42,2022,1.67,1,4,15,30,8,N/A,N/A
Unlock!: Star Wars – Flucht von Hoth,5.546,6.66,92,N/A,2021,1.5,1,6,60,60,10,Thematic,N/A
Caty Mini,5.546,6.57,102,N/A,2019,1.25,2,4,30,45,5,N/A,N/A
Prairie Railroads,5.546,6.9,76,N/A,1999,3.0,3,5,30,60,12,Strategy,N/A
