Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Happy Mochi,5.59,6.7,232,N/A,2025,1.5,2,6,20,20,8,N/A,N/A
Dreams,5.59,6.18,489,N/A,2016,1.4,3,6,30,30,10,N/A,N/A
Pitchstorm,5.59,6.93,185,24.07,2018,1.25,3,12,15,60,14,N/A,N/A
Steam Torpedo: First Contact,5.59,6.14,465,34.58,2011,2.43,2,2,40,40,13,Strategy,N/A
Victory in Europe,5.59,6.97,178,92.93,2015,3.16,2,3,180,180,12,Wargames,N/A
Pacific Victory: Pacific Theater of WW2 – Second Edition,5.59,7.78,102,N/A,2018,2.75,2,2,180,300,12,Wargames,N/A
Curling Table Game,5.59,6.63,198,N/A,2008,1.09,2,8,5,5,12,N/A,N/A
Tic Tac K.O.: Dragons vs Unicorns,5.59,6.47,299,N/A,2021,1.09,2,4,30,60,8,N/A,N/A
Dust 1947,5.59,7.59,141,N/A,2016,2.67,2,8,60,120,10,Wargames,N/A
Mafia City,5.59,6.75,189,N/A,2012,2.5,3,5,60,60,12,Strategy,N/A
Canadian Crucible: Brigade Fortress at Norrey,5.59,7.81,99,N/A,2013,3.9,2,2,240,720,12,Wargames,N/A
Deckscape: In Wonderland,5.59,6.27,310,N/A,2022,1.5,1,6,60,60,12,N/A,N/A
Alba Longa,5.59,6.08,439,45.0,2011,3.03,2,5,90,90,12,Strategy,N/A
Cheez-Tricks,5.59,6.73,182,N/A,2024,1.5,2,5,30,40,10,N/A,N/A
"Mage Tower, A Tower Defense Card Game",5.59,6.67,192,N/A,2013,2.83,1,4,30,30,13,N/A,N/A
1001 Islands,5.59,6.83,180,26.39,2022,1.25,2,5,30,30,7,N/A,N/A
We Didn't Playtest This Either,5.59,5.88,927,13.72,2009,1.2,2,10,1,10,12,Party,N/A
A Song of Ice & Fire: Tabletop Miniatures Game – Night's Watch Starter Set,5.59,8.36,90,110.42,2018,2.0,2,2,45,60,14,Wargames,N/A
Virtual Revolution,5.59,7.04,167,54.99,2023,2.88,2,4,90,90,14,N/A,N/A
Stratego: Star Wars,5.59,6.1,494,N/A,2002,1.69,2,2,30,30,8,Family,Strategy
The Foreign King,5.59,6.36,253,N/A,2015,2.23,2,4,60,60,12,N/A,N/A
