Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
True Stories,5.509,6.06,42,N/A,2015,1.0,2,6,20,30,12,N/A,N/A
Potato Tomato,5.509,6.57,34,N/A,2024,1.0,3,6,15,30,14,N/A,N/A
TimeBomb II,5.509,5.91,52,N/A,2015,1.5,4,6,1,30,N/A,N/A,N/A
Quack a-doodle Moo!,5.509,6.09,35,N/A,2014,1.0,3,8,20,30,7,N/A,N/A
落水邸物語 (Origin of Failing Water),5.509,5.72,96,N/A,2005,2.07,3,4,30,30,10,N/A,N/A
Monopoly: Franklin Mint Collector's Edition,5.509,6.36,43,N/A,1991,1.25,2,8,90,90,8,N/A,N/A
Harry Potter: Adventures Through Hogwarts Electronic 3-D Game,5.509,6.22,37,N/A,2001,1.0,2,4,30,30,8,N/A,N/A
Quarantine Z,5.509,5.85,60,N/A,2013,1.67,3,5,45,45,13,N/A,N/A
Beetlez,5.509,5.74,203,N/A,2005,1.1,3,6,10,20,5,Children's,N/A
Molino Del Rey: Gateway to Mexico City,5.509,6.19,32,N/A,2013,1.83,2,2,60,60,12,Wargames,N/A
ALPAKALAND,5.509,6.4,30,N/A,2020,2.0,1,999,10,20,6,N/A,N/A
River Rats,5.509,6.44,34,N/A,2025,2.0,1,4,10,30,14,N/A,N/A
Assault on the Castle,5.509,6.31,44,N/A,2018,1.0,2,5,15,30,6,N/A,N/A
Das Störrische Muli,5.509,6.0,42,N/A,1999,1.0,3,5,20,20,8,N/A,N/A
Germantown: Washington Strikes,5.509,6.25,34,N/A,2015,2.0,2,2,N/A,N/A,N/A,Wargames,N/A
Photoshoot,5.509,6.41,42,N/A,2020,1.0,2,6,25,35,8,N/A,N/A
Zoar,5.509,6.12,57,N/A,2018,2.0,2,4,30,45,13,N/A,N/A
Magical Treehouse,5.509,5.73,88,N/A,2015,2.2,3,4,30,60,14,N/A,N/A
The Bridge to Treasure Cave,5.509,5.7,137,N/A,2011,1.38,2,4,30,30,8,N/A,N/A
Exposaurus,5.509,6.05,37,N/A,2011,1.6,2,4,35,35,8,N/A,N/A
Glyphics,5.509,6.36,39,N/A,2022,1.0,3,99,30,30,10,N/A,N/A
Monopoly: Deadpool,5.509,6.34,56,N/A,2017,1.0,2,6,60,240,16,N/A,N/A
Battle Yahtzee: Deadpool,5.509,6.06,49,N/A,2016,1.0,1,99,N/A,N/A,13,N/A,N/A
Dice of Arkham,5.509,6.26,49,N/A,2012,2.0,1,1,20,20,N/A,N/A,N/A
Pathagon,5.509,5.88,65,N/A,2011,1.29,2,2,10,10,6,Abstract,N/A
Stowaway 52,5.509,5.67,112,N/A,2015,1.0,1,5,15,15,8,N/A,N/A
Raphia,5.509,5.76,81,N/A,2011,1.25,2,2,120,120,12,Wargames,N/A
Open-face Chinese Poker,5.509,5.79,71,N/A,2005,2.0,2,4,N/A,N/A,N/A,N/A,N/A
Caramba,5.509,5.82,89,N/A,2017,1.0,2,4,20,20,7,N/A,N/A
Livestock Uprising,5.509,6.5,84,N/A,2014,2.5,2,4,90,90,14,Strategy,N/A
"RIBBIT: The Jump, Move, and Block Game",5.509,6.46,33,N/A,2015,1.25,2,2,5,10,7,N/A,N/A
