Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Stalingrad 1942-43,5.511,6.27,35,N/A,2004,2.25,2,2,N/A,N/A,N/A,Wargames,N/A
My Dungeon Boss: Never Lie,5.511,6.35,33,N/A,2017,1.67,3,5,20,30,8,N/A,N/A
Quick Chess,5.511,6.28,34,N/A,1991,2.0,2,2,10,10,5,Abstract,Children's
Risou no Natto,5.511,6.4,30,N/A,2014,1.0,3,5,30,30,8,N/A,N/A
Space Expatriate,5.511,6.73,35,N/A,2022,2.33,2,4,30,90,12,N/A,N/A
NasconDino,5.511,6.17,35,N/A,2014,1.0,2,6,15,20,4,N/A,N/A
Sector 41,5.511,5.91,121,14.95,2009,2.24,2,4,90,90,12,Strategy,N/A
VerTIPPT nochmal!,5.511,6.04,57,N/A,2009,1.0,3,6,20,20,14,N/A,N/A
Unfold Kids: Kid's Quest – Mission Cookies,5.511,6.37,32,N/A,2021,2.0,1,4,45,60,8,N/A,N/A
Raid sur Bruneval 1942,5.511,6.2,38,N/A,2012,1.55,1,1,120,120,10,Wargames,N/A
Dying Message,5.511,6.15,46,N/A,2023,2.0,2,8,20,20,12,N/A,N/A
GloBall,5.511,5.77,100,N/A,2010,1.17,2,6,30,30,7,N/A,N/A
Sarena,5.511,6.0,66,N/A,2011,1.5,2,4,15,15,8,Abstract,N/A
Pick Me Up!,5.511,6.04,44,N/A,2016,1.0,1,4,10,20,6,N/A,N/A
Maratón Clásico,5.511,6.19,90,N/A,1985,1.33,2,6,120,120,N/A,N/A,N/A
"Freikorps: The Bolsheviks Invade Germany, 1920",5.511,6.53,31,N/A,1999,2.2,2,2,90,90,12,Wargames,N/A
The Looney Bin,5.511,6.32,121,N/A,2008,1.38,3,7,30,30,9,Party,N/A
Pico,5.511,5.77,86,N/A,1996,1.2,2,3,10,10,8,N/A,N/A
"El Alamein: Battles in North Africa, 1942",5.511,6.06,48,N/A,1973,2.14,2,2,120,120,12,Wargames,N/A
