Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Stalin's War,5.664,6.81,352,N/A,2010,3.08,2,2,240,240,12,Wargames,N/A
Suspicion,5.664,6.26,815,N/A,2016,1.82,2,6,60,60,10,Family,N/A
Final Fantasy Trading Card Game,5.664,7.13,293,N/A,2011,2.5,2,2,15,30,12,Customizable,N/A
KeyForge: Winds of Exchange,5.664,8.34,170,N/A,2023,2.63,2,2,15,45,10,N/A,N/A
Such a Thing?,5.664,6.12,849,N/A,1989,1.21,2,8,30,30,10,Party,N/A
Alien vs Predator: The Hunt Begins (Second Edition),5.664,7.46,275,N/A,2017,3.56,1,3,60,120,12,Thematic,Wargames
Gulf Strike,5.664,6.7,441,N/A,1983,4.36,2,2,360,360,12,Wargames,N/A
History Maker Golf,5.664,8.52,160,N/A,2017,2.3,1,4,15,180,12,N/A,N/A
Funkoverse Strategy Game: Jurassic Park 100,5.664,7.1,299,40.12,2020,2.0,2,4,20,60,10,N/A,N/A
Sebastian Fitzek Killercruise,5.664,6.64,390,N/A,2020,2.4,2,4,30,30,12,N/A,N/A
Skyline 3000,5.664,6.3,609,59.33,2009,2.39,2,4,60,60,10,Strategy,N/A
France '40: 2nd Edition,5.664,8.22,163,N/A,2024,3.36,2,2,240,240,12,Wargames,N/A
Tesla vs. Edison: Duel,5.664,6.56,460,N/A,2017,2.1,2,2,15,30,14,N/A,N/A
Finito!,5.664,6.1,831,N/A,2008,1.11,2,4,20,20,8,Family,N/A
Santa Cruz 1797,5.664,7.8,191,N/A,2017,2.15,2,2,40,60,12,Wargames,N/A
Eleusis,5.664,7.32,229,N/A,1956,2.93,4,8,20,20,10,Abstract,N/A
Guesstures,5.664,5.92,1848,29.98,1990,1.18,4,99,10,10,8,Party,N/A
Bushido,5.664,7.24,260,23.07,2018,2.0,2,2,30,30,14,N/A,N/A
Word Slam Family,5.664,7.05,280,N/A,2018,1.33,3,99,45,45,10,N/A,N/A
A Bridge Too Far: Arnhem,5.664,7.26,249,N/A,1976,2.23,2,2,90,180,12,Wargames,N/A
Cretaceous Rails,5.664,7.84,169,N/A,2025,2.88,1,4,30,120,14,N/A,N/A
Mascarade (Second Edition),5.664,6.69,437,21.45,2021,1.5,4,12,30,30,10,N/A,N/A
Dungeons & Dragons: Adventure Begins,5.664,6.29,907,39.99,2020,1.38,2,4,N/A,N/A,10,Family,N/A
The Walking Dead: No Sanctuary,5.664,6.65,442,N/A,2018,2.94,1,4,45,120,15,Thematic,N/A
Downfall of Empires,5.664,7.57,219,N/A,2022,2.65,2,4,120,180,14,Wargames,N/A
Mask of Anubis,5.664,6.73,342,N/A,2016,1.0,2,7,30,60,10,N/A,N/A
Apothebakery: The Culinary Alchemists,5.663,7.24,305,N/A,2025,2.25,1,4,60,90,14,N/A,N/A
Zoo Break,5.663,7.73,200,N/A,2019,2.22,2,5,30,45,8,Family,N/A
The Gnomes of Zavandor,5.663,6.33,572,N/A,2011,2.59,2,4,60,90,10,Strategy,N/A
