Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Charterstone,6.904,7.19,15117,N/A,2017,2.85,1,6,45,75,14,Strategy,N/A
Railroad Ink: Deep Blue Edition,6.903,7.16,14161,N/A,2018,1.45,1,6,20,30,8,Family,N/A
Unfathomable,6.901,7.48,6511,N/A,2021,3.12,3,6,120,240,14,Thematic,N/A
Port Royal,6.9,7.11,18543,N/A,2014,1.62,2,5,20,50,8,Family,N/A
Argent: The Consortium,6.9,7.61,4606,N/A,2015,3.77,2,5,60,150,10,Strategy,N/A
Raptor,6.899,7.22,10658,N/A,2015,2.07,2,2,30,30,9,Strategy,N/A
Shadows of Brimstone: City of the Ancients,6.897,7.95,4036,N/A,2014,3.38,1,4,120,120,12,Thematic,N/A
Dinosaur Island: Rawr 'n Write,6.897,7.68,4266,N/A,2021,2.83,1,4,30,45,10,Strategy,N/A
Ingenious,6.895,7.1,17705,N/A,2004,1.91,1,4,30,45,8,Abstract,N/A
Lacrimosa,6.894,7.65,4459,N/A,2022,3.17,1,4,90,90,14,Strategy,N/A
Escape Plan,6.894,7.49,5623,N/A,2019,3.68,1,5,60,120,12,Strategy,N/A
"Labyrinth: The War on Terror, 2001 – ?",6.894,7.57,5121,N/A,2010,3.69,1,2,180,180,12,Strategy,Wargames
Star Wars: X-Wing (Second Edition),6.893,8.03,3279,N/A,2018,3.09,2,2,30,45,14,Customizable,Wargames
Las Vegas,6.893,7.17,12004,N/A,2012,1.17,2,5,30,30,8,Family,N/A
Nova Luna,6.892,7.26,9560,N/A,2019,1.87,1,4,30,60,8,Abstract,Family
Etherfields,6.892,7.88,4395,N/A,2020,3.57,1,4,90,180,12,Thematic,N/A
1775: Rebellion,6.891,7.63,4403,N/A,2013,2.33,2,4,60,120,10,Wargames,N/A
Fleet: The Dice Game,6.89,7.63,4348,N/A,2018,2.51,1,4,30,45,8,Strategy,N/A
The Gang,6.89,7.6,4590,N/A,2024,1.59,3,6,20,20,10,Family,N/A
TZAAR,6.888,7.67,4052,N/A,2007,2.49,2,2,30,60,13,Abstract,N/A
Small World Underground,6.887,7.22,11327,N/A,2011,2.59,2,5,30,90,8,Family,Strategy
1846: The Race for the Midwest,6.886,7.89,3116,N/A,2005,4.0,3,5,120,240,14,Strategy,N/A
Love Letter: Premium Edition,6.885,7.43,6288,N/A,2016,1.3,2,8,20,30,8,Family,Party
Runebound (Third Edition),6.884,7.48,6493,N/A,2015,2.71,2,4,120,180,14,Thematic,N/A
Blackout: Hong Kong,6.882,7.4,6263,N/A,2018,3.47,1,4,75,150,14,Strategy,N/A
Blood Bowl: Living Rulebook,6.882,7.85,3439,N/A,2004,3.17,2,2,120,120,12,Thematic,N/A
Discworld: Ankh-Morpork,6.881,7.26,10747,N/A,2011,2.21,2,4,60,60,11,Thematic,N/A
Freedom: The Underground Railroad,6.881,7.58,4592,N/A,2013,2.9,1,4,60,120,13,Strategy,Thematic
Camel Up,6.881,7.03,28420,N/A,2014,1.5,2,8,20,30,8,Family,N/A
Unmatched Game System,6.881,8.24,2529,N/A,2019,1.97,2,4,20,40,9,Family,Strategy
Wabash Cannonball,6.88,7.25,8556,N/A,2007,2.78,2,6,30,60,12,Strategy,N/A
RoboRally,6.879,7.05,24253,N/A,1994,2.43,2,8,45,120,12,Strategy,Thematic
The Grizzled,6.879,7.12,15285,N/A,2015,1.98,2,5,30,30,14,Thematic,N/A
Jamaica,6.879,7.06,21562,N/A,2007,1.66,2,6,30,60,8,Family,N/A
Galaxy Trucker (Second Edition),6.879,7.42,6088,N/A,2021,2.29,2,4,20,30,8,Family,Thematic
Barcelona,6.878,7.73,3815,N/A,2023,3.37,1,4,60,90,14,Strategy,N/A
Sushi Go!,6.877,6.99,50205,N/A,2013,1.16,2,5,15,15,8,Family,N/A
Libertalia,6.877,7.11,14568,N/A,2012,2.23,2,6,40,60,14,Strategy,N/A
Detective: City of Angels,6.876,7.88,3257,N/A,2019,2.38,1,5,30,150,14,Thematic,N/A
Airlines Europe,6.875,7.3,7536,N/A,2011,2.43,2,5,75,75,10,Family,Strategy
Pirates of Maracaibo,6.874,7.93,3024,N/A,2023,2.84,1,4,40,100,12,Strategy,N/A
Valeria: Card Kingdoms,6.873,7.44,6203,N/A,2016,1.97,1,5,30,45,13,Family,N/A
Karuba,6.871,7.17,11564,N/A,2015,1.42,2,4,30,40,8,Family,N/A
First Class: All Aboard the Orient Express!,6.87,7.41,5869,N/A,2016,2.8,2,4,40,80,14,Strategy,N/A
Elysium,6.87,7.19,10033,N/A,2015,2.77,2,4,60,60,14,Strategy,N/A
Last Will,6.868,7.16,10786,N/A,2011,2.72,2,5,45,75,14,Strategy,N/A
Legends of Andor,6.868,7.09,20231,N/A,2012,2.76,2,4,60,90,10,Thematic,N/A
The Fox in the Forest,6.866,7.07,17378,N/A,2017,1.59,2,2,30,30,10,Family,N/A
Warp's Edge,6.866,7.68,4052,N/A,2020,2.4,1,1,30,45,10,Strategy,N/A
London,6.865,7.32,6643,N/A,2010,2.89,2,4,90,90,13,Strategy,N/A
Atlantis Rising (Second Edition),6.864,7.5,5081,N/A,2019,2.46,1,7,60,120,10,Family,Strategy
Euphoria: Build a Better Dystopia,6.864,7.17,11234,N/A,2013,3.12,2,6,60,60,13,Strategy,N/A
One Night Ultimate Werewolf,6.863,7.04,29729,N/A,2014,1.38,3,10,10,10,8,Party,N/A
Vikings,6.862,7.24,8634,N/A,2007,2.54,2,4,60,60,13,Strategy,N/A
DVONN,6.862,7.45,5587,N/A,2001,2.65,2,2,30,30,9,Abstract,N/A
Unmatched: Jurassic Park – InGen vs Raptors,6.861,8.12,2730,N/A,2020,1.97,2,2,20,40,14,Strategy,N/A
Sentinels of the Multiverse,6.861,7.14,16317,N/A,2011,2.51,2,5,30,60,8,Thematic,N/A
Archipelago,6.861,7.27,8448,N/A,2012,3.74,2,5,30,240,14,Strategy,N/A
Draftosaurus,6.861,7.09,15865,N/A,2019,1.25,2,5,15,15,8,Family,N/A
Broom Service,6.861,7.17,11058,N/A,2015,2.4,2,5,30,75,10,Family,Strategy
Unlock!: Escape Adventures,6.859,7.34,6818,N/A,2017,2.1,2,6,45,75,10,Thematic,N/A
Azul: Queen's Garden,6.859,7.45,5751,N/A,2021,2.93,2,4,45,60,10,Abstract,Family
Carcassonne: Hunters and Gatherers,6.859,7.14,13498,N/A,2002,1.92,2,5,35,40,8,Family,N/A
Life of the Amazonia,6.859,8.13,2564,N/A,2023,2.84,1,4,60,150,14,Strategy,N/A
StarCraft: The Board Game,6.858,7.36,7692,N/A,2007,3.86,2,6,180,240,12,Strategy,Thematic
Space Empires 4X,6.858,7.69,4052,N/A,2011,3.35,1,4,60,240,14,Wargames,N/A
In the Hall of the Mountain King,6.858,7.56,4858,N/A,2019,2.84,2,5,90,90,12,Strategy,N/A
Madeira,6.858,7.53,4618,N/A,2013,4.3,2,4,60,150,12,Strategy,N/A
Tales of the Arabian Nights,6.857,7.16,12918,N/A,2009,2.15,2,6,120,120,14,Thematic,N/A
Taj Mahal,6.856,7.25,8062,N/A,2000,2.85,2,5,45,90,14,Strategy,N/A
Fromage,6.856,7.69,3835,N/A,2024,2.37,1,4,30,45,14,Strategy,N/A
Crusaders: Thy Will Be Done,6.856,7.47,5043,N/A,2018,2.47,2,4,40,60,14,Strategy,N/A
Baseball Highlights: 2045,6.855,7.52,4774,N/A,2015,2.2,1,4,45,45,9,Strategy,Thematic
Nexus Ops,6.855,7.22,9169,N/A,2005,2.23,2,4,90,90,12,Thematic,Wargames
Time's Up! Title Recall!,6.854,7.68,3705,N/A,2008,1.19,4,18,60,60,12,Party,N/A
Take 5,6.853,6.98,31303,N/A,1994,1.19,2,10,45,45,8,Family,N/A
Weather Machine,6.852,7.74,3790,N/A,2022,4.56,2,4,60,150,14,Strategy,N/A
Creature Comforts,6.851,7.45,6019,N/A,2022,2.36,1,5,45,45,8,Family,N/A
Bullet♥︎,6.849,7.62,4246,N/A,2021,2.15,1,4,10,20,13,Family,N/A
War of the Ring: The Card Game,6.849,7.65,4301,N/A,2022,2.99,2,4,90,120,13,Strategy,N/A
Queendomino,6.848,7.14,11503,N/A,2017,2.07,2,4,25,25,8,Family,N/A
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,6.846,7.16,12848,N/A,2013,2.72,1,4,90,90,13,Thematic,N/A
Project: ELITE,6.846,7.94,2941,N/A,2020,2.48,1,6,60,60,14,Thematic,N/A
Dice Throne: Season One,6.846,7.5,6351,N/A,2018,2.07,2,6,20,40,8,Family,N/A
Colosseum,6.845,7.2,9175,N/A,2007,2.76,3,5,60,90,10,Family,Strategy
Star Trek: Ascendancy,6.845,7.81,3838,N/A,2016,3.19,3,3,180,180,14,Thematic,Wargames
Pax Porfiriana,6.843,7.65,3869,N/A,2012,3.64,1,6,120,120,12,Strategy,N/A
My Father's Work,6.842,7.84,3361,N/A,2022,3.13,2,4,180,180,14,Thematic,N/A
Vinhos,6.841,7.47,5011,N/A,2010,4.2,2,4,60,135,12,Strategy,N/A
Triumph & Tragedy: European Balance of Power 1936-1945,6.84,8.14,2493,N/A,2015,3.41,2,3,240,360,12,Wargames,N/A
Tobago,6.84,7.1,12532,N/A,2009,2.13,2,4,60,60,10,Family,N/A
Egizia,6.839,7.39,5537,N/A,2009,2.83,2,4,90,90,12,Strategy,N/A
Roads & Boats,6.839,7.7,3518,N/A,1999,4.2,1,4,240,240,14,Strategy,N/A
Unlock!: Heroic Adventures,6.838,7.6,4065,N/A,2018,2.21,1,6,60,60,10,Thematic,N/A
AquaSphere,6.838,7.25,7568,N/A,2014,3.67,2,4,100,100,12,Strategy,N/A
Coup,6.835,6.98,50079,N/A,2012,1.41,2,6,15,15,13,Party,N/A
HeroQuest,6.832,7.22,14556,N/A,1989,2.13,2,5,90,90,14,Thematic,N/A
Cooper Island,6.831,7.56,4291,N/A,2019,4.17,1,4,60,120,12,Strategy,N/A
Shards of Infinity,6.829,7.44,5471,N/A,2018,2.09,2,4,30,30,10,Strategy,N/A
Medici,6.828,7.18,8768,N/A,1995,2.22,2,6,60,60,10,Strategy,N/A
