Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Deep Shelf,5.618,7.44,156,N/A,2023,3.76,1,4,90,140,12,N/A,N/A
Race to the Treasure!,5.618,6.22,530,N/A,2012,1.1,1,4,20,20,5,Children's,N/A
Nouvelle-France,5.618,7.71,178,N/A,2021,2.0,2,4,45,60,10,N/A,N/A
Piles! A Fast-Paced Free-For-All,5.618,6.87,290,19.97,2023,1.0,2,8,10,10,8,N/A,N/A
Terra Pyramides,5.618,7.01,195,N/A,2023,2.78,1,4,45,90,10,N/A,N/A
Go-Moku,5.618,5.99,814,N/A,700,1.84,2,2,5,5,8,Abstract,N/A
The HellGame,5.618,6.52,359,N/A,2003,3.67,2,6,180,180,12,Thematic,N/A
Star Trek Customizable Card Game (Second Edition),5.618,6.75,250,N/A,2002,3.2,2,2,45,45,N/A,Customizable,N/A
Amygdala,5.617,6.64,252,39.95,2023,2.9,2,4,60,90,10,Abstract,N/A
Duck,5.617,6.6,273,N/A,2020,1.25,3,5,15,15,8,N/A,N/A
Pala,5.617,6.69,239,N/A,2012,2.27,3,5,30,30,11,N/A,N/A
Crows Overkill,5.617,6.4,379,N/A,2014,1.25,2,4,15,15,10,N/A,N/A
Unrest,5.617,6.55,305,12.81,2023,2.0,2,2,10,20,10,N/A,N/A
Surrealist Dinner Party,5.617,6.74,274,N/A,2021,1.89,2,4,35,50,N/A,Family,N/A
King Philip's War,5.617,6.98,212,N/A,2010,2.28,2,2,120,120,N/A,Wargames,N/A
Wongar,5.617,6.28,430,N/A,2000,2.98,3,5,90,90,12,Strategy,N/A
Heads of State,5.617,6.09,615,69.23,2008,2.95,2,5,90,120,12,Strategy,N/A
Floristry,5.617,7.33,189,23.36,2025,1.25,2,2,15,20,8,N/A,N/A
Suzume-Jong,5.617,6.96,216,N/A,2018,1.67,2,5,30,30,6,N/A,N/A
Ubongo: 3-D Family,5.617,7.07,196,N/A,2019,1.67,1,4,25,25,8,N/A,N/A
Brides & Bribes,5.617,6.91,239,51.96,2017,3.17,2,5,60,90,12,Strategy,N/A
Archduke,5.617,7.45,217,N/A,2020,1.3,2,6,15,25,12,N/A,N/A
