Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Scriba,5.504,5.67,61,N/A,2011,1.25,2,4,90,90,10,N/A,N/A
Squashed,5.504,5.67,52,N/A,2013,1.0,2,4,5,10,6,Abstract,N/A
Solferino: 24 Juin 1859,5.504,5.89,34,N/A,1978,2.6,2,2,N/A,N/A,12,Wargames,N/A
Gem Dealer,5.504,5.55,403,N/A,2008,1.25,3,5,30,30,8,Family,N/A
The Gang,5.504,5.79,39,N/A,2011,1.5,2,5,15,30,8,N/A,N/A
Acuity,5.504,5.75,45,N/A,2010,1.33,2,20,10,10,6,N/A,N/A
Jack Bananas,5.504,5.83,34,N/A,2012,2.75,2,6,45,45,9,N/A,N/A
Sumo Rumble!!!,5.504,6.58,33,17.49,2023,0.0,2,6,15,30,8,N/A,N/A
Middle Empire,5.504,5.99,31,N/A,2015,1.67,2,4,30,30,13,N/A,N/A
"Same, Same, But Different",5.504,5.94,37,N/A,2022,1.0,3,20,30,90,17,N/A,N/A
Faux-Culte!,5.504,5.74,32,N/A,2021,1.0,2,12,20,20,14,N/A,N/A
Pizzeria Italia,5.504,5.77,58,N/A,2014,1.0,2,6,N/A,N/A,6,N/A,N/A
Megaman NT Warrior Trading Card Game,5.504,5.98,45,N/A,2004,1.5,2,2,30,30,8,Customizable,N/A
Dumm gelaufen!,5.504,5.55,415,N/A,1998,1.18,2,6,30,30,10,N/A,N/A
Garden Eel Go!,5.504,5.85,35,N/A,2016,1.0,3,5,15,15,6,N/A,N/A
Jurassic World: Rückkehr zur Isla Nublar,5.504,5.89,38,N/A,2022,2.2,2,4,60,60,8,N/A,N/A
Quin,5.504,6.55,37,39.99,2024,2.0,2,2,15,45,8,N/A,N/A
Diamond Dig,5.504,5.94,30,N/A,2023,0.0,2,4,30,60,13,N/A,N/A
Demyansk Pocket,5.504,5.93,33,N/A,1991,1.88,2,2,N/A,N/A,12,Wargames,N/A
Horrific,5.504,5.91,37,N/A,2004,3.13,2,6,N/A,N/A,10,N/A,N/A
Material World,5.504,5.61,78,N/A,1995,2.9,2,5,240,240,12,Wargames,N/A
Square Shooters,5.504,5.68,216,N/A,2010,1.3,2,6,15,15,8,Family,N/A
Caves & Claws,5.504,5.57,130,N/A,1998,1.27,1,4,20,20,6,Children's,N/A
Space Station Assault,5.504,5.68,154,N/A,2004,1.47,2,2,30,30,10,Wargames,N/A
L'Agent Jean!: Le Jeu,5.504,5.81,43,N/A,2019,1.0,2,5,15,30,7,N/A,N/A
La Maldición: Héroes de Lorthar,5.504,6.03,52,N/A,2020,1.0,2,8,20,60,6,N/A,N/A
Fish! Fish!! Fish!,5.504,5.67,53,N/A,2009,1.6,2,5,45,45,8,N/A,N/A
Zombie Island,5.504,5.68,69,N/A,2014,1.17,1,4,30,30,13,N/A,N/A
"The Last Panzer Victory: The Battle of Debrecen – Hungary, 1944",5.504,5.93,41,N/A,1983,3.2,1,2,120,360,12,Wargames,N/A
Dragons of Underearth,5.504,5.86,32,N/A,1981,1.5,2,8,180,180,12,N/A,N/A
Black Stories Junior: Red Stories,5.504,5.88,60,N/A,2018,1.0,2,N/A,2,222,8,N/A,N/A
Are You A Robot?,5.504,5.65,173,N/A,2019,1.17,2,3,2,2,8,N/A,N/A
Banana Bandido,5.504,5.74,56,N/A,2019,1.5,2,5,15,30,9,N/A,N/A
Status Report!,5.504,5.78,39,N/A,2018,2.33,3,7,10,20,13,N/A,N/A
Squillo: Marchettari Sprovveduti,5.504,5.8,45,N/A,2014,1.5,2,6,30,30,18,N/A,N/A
Pirate Map,5.504,5.77,43,N/A,2019,1.0,2,6,20,20,8,N/A,N/A
Timestreams: Deck 2 – Medieval vs. Modern Day,5.504,5.76,51,N/A,2009,2.75,2,6,30,30,N/A,N/A,N/A
King of the Creepies,5.504,6.16,31,N/A,2017,3.0,2,6,20,60,12,N/A,N/A
