Title,Geek rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Min age,Type 1,Type 2
Murder of Crows,5.58,6.03,558,N/A,2012,1.25,2,5,20,20,13,Party,N/A
Elevenses for One,5.58,6.12,356,N/A,2014,1.22,1,1,5,5,10,Abstract,N/A
Helsinki,5.58,6.43,218,52.81,2022,1.86,2,4,45,45,10,N/A,N/A
Talat,5.58,6.27,260,N/A,2008,2.0,2,3,33,33,8,Abstract,N/A
AEGIS: Combining Robot Strategy Game,5.58,7.35,172,N/A,2018,2.13,2,6,20,120,10,Customizable,Wargames
Spy Guy,5.58,7.03,135,N/A,2022,1.0,1,4,20,20,5,N/A,N/A
Riddle of the Ring,5.58,6.91,171,N/A,1982,2.06,2,8,120,120,13,Wargames,N/A
Montélimar: Anvil of Fate,5.58,8.19,82,N/A,2018,3.88,1,4,120,3000,N/A,Wargames,N/A
Just Desserts,5.58,5.77,1552,N/A,2015,1.31,2,5,25,25,8,Family,N/A
Lost Legacy: Binbo Tantei to Inbo no Shiro,5.58,7.15,117,N/A,2014,1.38,2,8,10,10,10,N/A,N/A
Jenga,5.58,5.66,16629,14.97,1983,1.1,1,8,20,20,6,Party,N/A
Contract Rummy,5.58,6.42,244,N/A,1930,1.8,3,8,120,120,N/A,Family,N/A
IDF (Israeli Defense Force),5.58,6.96,149,N/A,1993,3.71,2,4,60,90,12,Wargames,N/A
Zitternix,5.58,5.99,465,N/A,2000,1.03,2,4,10,10,6,Children's,N/A
Arnhem: Defiant Stand,5.58,7.65,110,N/A,2003,3.84,2,6,90,90,12,Wargames,N/A
Dark Deeds,5.58,7.45,174,N/A,2016,1.4,2,5,30,60,8,N/A,N/A
Battle for Germany: Deluxe Edition,5.58,7.94,92,N/A,2021,2.22,2,4,180,240,12,Wargames,N/A
"Omertà, el poder de la mafia",5.58,7.23,140,N/A,2015,2.62,2,5,90,90,14,Strategy,N/A
Turbo Kidz,5.58,6.99,141,24.99,2023,1.0,2,6,15,15,7,N/A,N/A
Cryptic Explorers,5.58,8.15,81,N/A,2022,3.0,2,4,120,240,14,N/A,N/A
Speedy Words,5.58,6.18,311,N/A,2014,1.0,2,8,10,15,6,N/A,N/A
Kushi Express,5.58,6.38,285,N/A,2019,1.2,2,4,20,20,6,N/A,N/A
Bad Medicine,5.58,6.48,228,N/A,2015,1.46,3,8,30,30,16,Party,N/A
Pathfinder,5.58,6.23,298,N/A,1974,1.17,2,2,20,20,8,Abstract,N/A
Trapper Keeper Game,5.58,6.43,226,N/A,2019,1.5,2,5,25,25,8,N/A,N/A
Holiday Hijinks #3: The Pumpkin Problem,5.58,7.36,103,N/A,2021,2.0,1,4,30,60,13,N/A,N/A
Dungeon Pages: Year-Long Adventure Set,5.58,7.92,99,N/A,2023,2.33,1,1,20,30,8,N/A,N/A
Rainbow Pirates,5.58,6.42,274,N/A,2020,1.6,2,5,15,60,7,N/A,N/A
Panzer Grenadier: Desert Rats,5.58,6.96,142,N/A,2004,2.77,1,2,30,150,N/A,Wargames,N/A
The War for the Union,5.58,7.05,147,N/A,1992,3.74,2,2,360,360,12,Wargames,N/A
24/7: The Game,5.58,6.16,329,N/A,2006,1.89,2,4,20,20,8,Abstract,Family
Mobster Metropolis,5.58,7.65,110,N/A,2019,2.9,2,4,90,120,13,N/A,N/A
Zombie Dawn,5.58,7.29,157,N/A,2017,2.83,1,4,20,120,12,Thematic,N/A
Flip Circus,5.58,7.09,138,18.51,2024,1.25,2,2,15,15,10,N/A,N/A
Shadows Over the Empire,5.58,5.91,600,27.24,2013,2.85,2,4,90,120,12,Strategy,N/A
Tag City,5.58,6.67,189,N/A,2018,1.67,2,4,20,30,8,N/A,N/A
An den Ufern des Nils,5.58,6.36,226,N/A,1994,2.34,2,5,60,60,12,Strategy,N/A
Crazy Taco,5.58,6.65,220,N/A,2021,1.86,1,2,20,30,8,N/A,N/A
Warehouse 13: The Board Game,5.58,6.98,164,N/A,2019,3.1,2,5,120,150,14,Thematic,N/A
Horus Heresy (1993),5.58,6.53,224,N/A,1993,2.47,2,2,120,120,12,Thematic,Wargames
"Barbarian, Kingdom & Empire",5.58,7.08,127,N/A,1983,2.76,1,6,180,180,12,Wargames,N/A
Newtown,5.58,7.36,109,N/A,2013,2.62,2,2,150,150,12,Wargames,N/A
Ghosts Love Candy,5.58,6.48,219,N/A,2016,2.0,3,6,20,45,8,N/A,N/A
Ostium,5.58,7.09,145,N/A,2021,2.75,1,3,40,40,12,Strategy,N/A
Anno Domini: Frauen,5.58,6.81,148,N/A,1999,1.46,2,8,30,30,10,N/A,N/A
Soldier Kings: The Seven Years War Worldwide,5.58,6.37,285,N/A,2002,2.47,2,8,180,480,14,Wargames,N/A
Chez Geek,5.58,5.71,4579,N/A,1999,1.42,2,5,60,60,13,Party,Thematic
Less: Like Chess but Less!,5.58,6.79,191,N/A,2015,1.17,2,4,2,30,N/A,Abstract,N/A
Lost Woods,5.58,6.61,195,N/A,2015,1.5,1,6,30,60,12,Family,N/A
Arcane Legions,5.58,6.34,299,N/A,2009,2.34,2,6,60,120,10,Customizable,Wargames
The Deadly Woods: The Battle of the Bulge,5.58,7.55,110,N/A,2021,2.8,2,2,360,720,14,Wargames,N/A
Nine Tiles Extreme,5.58,6.49,203,N/A,2023,1.0,2,4,N/A,N/A,6,N/A,N/A
A Billion Suns: Interstellar Fleet Battles,5.58,7.8,101,N/A,2021,3.5,2,6,30,90,10,Wargames,N/A
Dark Empire: Revolution,5.58,6.51,194,N/A,2013,2.56,3,5,60,60,12,Strategy,Thematic
The Hobbit: The Desolation of Smaug,5.579,6.53,203,N/A,2013,1.82,1,4,45,60,15,Family,N/A
Dungeon Guilds,5.579,6.49,192,N/A,2013,1.47,3,6,20,30,12,N/A,N/A
Warfare: Modern Tactical Combat,5.579,8.28,102,N/A,2023,2.67,1,4,45,180,15,Wargames,N/A
HiFi,5.579,6.95,139,N/A,2024,2.25,2,4,45,70,12,N/A,N/A
Cronberg,5.579,5.98,466,N/A,2003,1.91,2,4,20,20,8,Family,Strategy
1%: A Game of Strategic Chance,5.579,6.81,190,14.99,2022,1.6,2,6,10,30,8,N/A,N/A
Legions of Steel,5.579,7.19,154,N/A,1992,2.94,2,5,180,180,12,N/A,N/A
Hubworld: Aidalon,5.579,7.42,107,N/A,2027,2.5,2,4,20,60,12,Customizable,N/A
South China Sea: Modern Naval Conflict in the South Pacific,5.579,7.22,148,N/A,2017,2.86,2,3,120,240,11,Wargames,N/A
Twin Stars: Adventure Series I,5.579,6.29,284,N/A,2017,2.67,1,1,15,30,8,N/A,N/A
Good Cop Bad Cop (Third Edition),5.579,6.78,169,N/A,2019,1.33,4,8,20,45,13,N/A,N/A
The Brain,5.579,7.07,126,N/A,2023,1.8,1,4,15,15,12,N/A,N/A
Jurassic Brunch,5.579,6.62,192,N/A,2020,1.29,2,2,15,15,7,Children's,N/A
The Battles of Waterloo,5.579,6.57,218,N/A,1994,3.39,1,4,300,300,12,Wargames,N/A
PASS,5.579,6.52,196,N/A,2023,1.33,2,5,15,15,14,N/A,N/A
Adaptoid,5.579,6.87,146,N/A,2009,2.13,2,2,20,20,8,Abstract,N/A
Halt mal kurz: Das Känguru-Spiel,5.579,5.81,1238,N/A,2016,1.13,3,5,20,20,8,Party,N/A
Tetris Link,5.579,6.0,576,N/A,2011,1.28,2,4,15,15,6,Abstract,Family
Little Round Top: The South's Best Chance at Gettysburg,5.579,6.47,225,N/A,1979,2.63,2,2,150,150,12,Wargames,N/A
"Outreach: The Conquest of the Galaxy, 3000AD",5.579,6.57,196,N/A,1976,3.34,1,4,960,960,12,Wargames,N/A
Karnag,5.579,6.55,196,33.11,2012,3.39,2,5,120,120,14,N/A,N/A
Anima: Shadow of Omega,5.579,5.83,1312,29.99,2006,2.17,2,5,60,60,10,Thematic,N/A
Strafexpedition 1916,5.579,7.97,82,N/A,2011,3.15,2,4,120,120,N/A,Wargames,N/A
Bismarck Solitaire,5.579,6.76,159,29.95,2021,1.63,1,1,10,45,13,Wargames,N/A
1313 Dead End Drive,5.579,5.92,970,N/A,2002,1.35,2,4,60,90,8,Family,N/A
"Aye, Dark Overlord! The Green Box",5.579,6.2,389,21.78,2015,1.22,4,7,30,60,14,Party,Thematic
Emperor's Choice,5.579,6.96,120,N/A,2017,3.25,3,5,90,120,12,N/A,N/A
Reapers,5.579,6.98,123,N/A,2021,2.0,3,5,30,60,12,N/A,N/A
Yacht Race,5.579,7.11,130,N/A,1960,2.0,2,6,60,60,12,Family,N/A
The Little Prince: Rising to the Stars,5.579,6.08,390,N/A,2015,1.33,2,6,15,30,6,Children's,N/A
Días de Radio,5.579,7.03,141,N/A,2014,1.38,2,4,14,20,14,N/A,N/A
Bresk!,5.579,6.42,243,N/A,2020,1.57,2,5,20,30,10,N/A,N/A
Almeida et Bussaco 1810,5.579,7.78,93,N/A,2010,2.56,2,2,120,240,12,Wargames,N/A
The Battle of Borodino: Napoleon in Russia 1812,5.579,6.74,173,N/A,1972,2.07,2,2,180,180,12,Wargames,N/A
Forks: 2nd Edition,5.579,6.25,251,N/A,2024,1.2,2,6,5,15,8,N/A,N/A
Warhammer: The Game of Fantasy Battles (7th Edition),5.579,7.41,106,N/A,2006,3.67,2,2,180,360,12,Wargames,N/A
MERCS: Recon – Assassination Protocol,5.579,6.79,175,N/A,2015,3.5,1,5,90,90,12,N/A,N/A
Warmaster Ancients,5.579,7.32,120,N/A,2005,2.6,2,99,90,90,12,Wargames,N/A
Sixto,5.579,6.59,188,N/A,2023,1.5,1,6,15,15,8,N/A,N/A
Pirates on the High Seas,5.579,6.68,163,N/A,2006,1.27,2,2,30,30,6,Children's,Family
The Way of the Bear,5.579,6.37,242,N/A,2018,1.4,2,4,25,35,8,N/A,N/A
Sherlock Aquelarre: El Mercader,5.579,6.94,128,N/A,2021,1.75,1,8,60,60,8,N/A,N/A
Adeptus Titanicus,5.579,6.52,241,N/A,1988,2.67,2,2,120,120,12,Wargames,N/A
Bonaparte in Italy,5.579,7.2,123,N/A,1979,3.08,2,2,180,180,16,Wargames,N/A
Tragedy Looper: New Tragedies,5.579,7.85,92,44.95,2023,3.4,2,4,60,60,14,N/A,N/A
Rest In Peace,5.579,6.13,382,N/A,2021,1.56,2,2,15,15,8,N/A,N/A
