Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Time Barons,Jon Perry,Derek Yu,N/A,N/A,N/A
Master of Respect,Kentaro Yazawa (矢沢 賢太郎),N/A,N/A,N/A,N/A
Animal Upon Animal: Balancing Bridge,Klaus Miltenberger,N/A,N/A,N/A,N/A
Catan: Ancient Egypt,Klaus Teuber,N/A,N/A,N/A,N/A
Penny Arcade: The Game – Gamers vs. Evil,Ben Cichoski,Mike Donais,Paul Sottosanti,N/A,N/A
Kingdom Rush: Elemental Uprising,Alara Cameron,Helana Hope,Sen-Foong Lim,N/A,N/A
Saratoga,Mark Miklos,N/A,N/A,N/A,N/A
One Deck Galaxy,Chris Cieslik,N/A,N/A,N/A,N/A
Mahé,Alex Randolph,N/A,N/A,N/A,N/A
Loot Island,Aaron Haag,N/A,N/A,N/A,N/A
Masters of the Night,Nikolay Aslamov,N/A,N/A,N/A,N/A
Rat Hot,Michael Schacht,Michael Schacht's,N/A,N/A,N/A
Starving Artists,Mike Wokasch,N/A,N/A,N/A,N/A
JamSumo,Gavin Birnbaum,N/A,N/A,N/A,N/A
Vivid Memories,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Passing Through Petra,J. Alex Kevern,N/A,N/A,N/A,N/A
UND1C1,(Uncredited),N/A,N/A,N/A,N/A
The Order of Vampire Hunters,Filippo Chirico,N/A,N/A,N/A,N/A
"Going, Going, GONE!",Scott Nicholson,N/A,N/A,N/A,N/A
World of Warcraft: Miniatures Game,Edward Fear,John Fiorillo,Justin Gary,Matt Hyra,N/A
Fae,Leo Colovini,N/A,N/A,N/A,N/A
Der schwarze Pirat,Guido Hoffmann,N/A,N/A,N/A,N/A
Wild Blue Yonder,Chris Janiec,N/A,N/A,N/A,N/A
Symphony No.9,Frank Liu,Hung-Yang Shen,N/A,N/A,N/A
Fallen Land: A Post Apocalyptic Board Game,Sean Cahill,Jon Lonngren,N/A,N/A,N/A
Dinoblivion,Jean-François Gauthier,N/A,N/A,N/A,N/A
Altay: Dawn of Civilization,Paolo Mori,Ole Steiness,N/A,N/A,N/A
Sherlock 13,Hope S. Hwang,N/A,N/A,N/A,N/A
Frederick the Great: The Campaigns of The Soldier King 1756-1759,Edward Curran,Frank Davis,N/A,N/A,N/A
The Lord of the Rings: Strategy Battle Game,Alessio Cavatore,Matthew Ward,N/A,N/A,N/A
Start Player,Ted Alspach,N/A,N/A,N/A,N/A
Peloponnes Card Game,Bernd Eisenstein,N/A,N/A,N/A,N/A
Love Letter: Princess Princess Ever After,Seiji Kanai,N/A,N/A,N/A,N/A
Rick and Morty: Total Rickall Card Game,Matt Hyra,N/A,N/A,N/A,N/A
Star Wars: Bounty Hunters,Frédéric Henry,N/A,N/A,N/A,N/A
Kaivai,Anselm Ostertag,Helge Ostertag,N/A,N/A,N/A
Sundae Split,Nate Bivins,N/A,N/A,N/A,N/A
Clinic,Alban Viard,N/A,N/A,N/A,N/A
