Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Poetry Slam,Adam Wyse,N/A,N/A,N/A,N/A
Ice War,Keith Gross,N/A,N/A,N/A,N/A
Anno Domini: Im Osten,Urs Hostettler,N/A,N/A,N/A,N/A
Byzantium,Joseph Miranda,William Sariego,N/A,N/A,N/A
Metropolis,Moc & Gianba,N/A,N/A,N/A,N/A
Passa Palavras,Patrick Matheus,Eurico Cunha Neto,N/A,N/A,N/A
Dragon Dungeon: A roll and write adventure,Fernando Coria,German Moltó,N/A,N/A,N/A
Black Mold,John de Campos,Phillip Doccolo,N/A,N/A,N/A
Food for Thought,Karen Knoblaugh,N/A,N/A,N/A,N/A
Tatort Meer Fall 2: Verschollen,Jonas Hufer,Dorothee Hufer,N/A,N/A,N/A
Fear and Faith,Andrea Sfiligoi,N/A,N/A,N/A,N/A
Doxie Dash,Travis Wilkins,N/A,N/A,N/A,N/A
Blood of Noble Men: The Alamo,Dennis Bishop,N/A,N/A,N/A,N/A
CLACK!,Haim Shafir,N/A,N/A,N/A,N/A
Nord,Roland Goslar,Johannes Goslar,N/A,N/A,N/A
En Pointe Toujours III: Koursk 1943,Théophile Monnier,Nicolas Stratigos,N/A,N/A,N/A
Riverwood Town,Eric Rodriguez,N/A,N/A,N/A,N/A
Aachen,Winston Hamilton,Jack Radey,N/A,N/A,N/A
Limits of Glory: Bonaparte's Eastern Empire,Andrew Rourke,N/A,N/A,N/A,N/A
The Lord of the Rings Dice Building Game,Mike Elliott,Eric M. Lang,Brett Myers,Jeph Stahl,N/A
TRND,Jun Sasaki,N/A,N/A,N/A,N/A
Hisss,Brigitte Pokornik,N/A,N/A,N/A,N/A
Tahiti,Ralf E. Kahlert,Ralf zur Linde,N/A,N/A,N/A
Schäferstündchen,Felix Mertikat,N/A,N/A,N/A,N/A
Murder Party Pocket: Deadly Sin,Flaminia Brasini,Virginio Gigli,N/A,N/A,N/A
Welcome to Sysifus Corp,Wonmin Lee,N/A,N/A,N/A,N/A
Tüfteln,Reinhard Staupe,Jannik Walter,N/A,N/A,N/A
Mondriaan 2020,Corné van Moorsel,N/A,N/A,N/A,N/A
Zodiac War,Paul Starr,N/A,N/A,N/A,N/A
Custer's Final Campaign: 7th Cavalry at Little Bighorn,Joseph Miranda,N/A,N/A,N/A,N/A
Motion Pictures: Movies Out of Cardboard,Alexandros Kapidakis,N/A,N/A,N/A,N/A
1792: La Patrie en Danger,Marc Brandsma,N/A,N/A,N/A,N/A
Zombie Cinema,Eero Tuovinen,N/A,N/A,N/A,N/A
Pour Dieu et pour le Roy,Jean-Philippe Imbach,Nicolas Stratigos,N/A,N/A,N/A
Cabaret,Patrick Dillon,Adam Whitney,N/A,N/A,N/A
Kleine Magier,Christine Basler,Alix-Kis Bouguerra,N/A,N/A,N/A
Escape Room: The Game – Family Edition: The Jungle,(Uncredited),N/A,N/A,N/A,N/A
Kraut & Rüben,Gerd Fenchel,N/A,N/A,N/A,N/A
Carnival of Sins,Alex Nogués,N/A,N/A,N/A,N/A
Reindeer Races,Rebekah Bissell,N/A,N/A,N/A,N/A
"The Game of Medici: Arms, Loves and Betrayals in XVth Century Europe",Marco Donadoni,N/A,N/A,N/A,N/A
Ghostbusters x Men in Black: Ecto-terrestrial Invasion,Jonathan Phillips-Bradford,N/A,N/A,N/A,N/A
Irondale,John Clowdus,N/A,N/A,N/A,N/A
20th Air Force,Robert Phaneuf,N/A,N/A,N/A,N/A
Das Maß aller Dinge,Christoph Puhl,Arno Steinwender,N/A,N/A,N/A
Grease Monkey Garage,Fedor Sosnin,N/A,N/A,N/A,N/A
Achroma,N/A,N/A,N/A,N/A,N/A
Austerlitz 1805: Le choc des cavaleries,Marc Brandsma,Nicolas Pilartz,N/A,N/A,N/A
Campaign for Guadalcanal: Long Lance & Henderson Field,Michael Scott Smith,N/A,N/A,N/A,N/A
Pigs on Trampolines,Kim Vandenbroucke,N/A,N/A,N/A,N/A
Night Fight: Solitaire East Front Tactics,Roger Mason,N/A,N/A,N/A,N/A
Pandorum,Alexey Konnov,Alexey Paltsev,Anatoliy Shklyarov,Trehgrannik,N/A
Counter Warfare: The Surprisingly Strategic Party Royale,N/A,N/A,N/A,N/A,N/A
