Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Valknut,Luís Brueh,N/A,N/A,N/A,N/A
Buffet Boss,Daryl Chow,N/A,N/A,N/A,N/A
Sky Traders,Gioacchino Prestigiacomo,N/A,N/A,N/A,N/A
The Goonies: Adventure Card Game,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
Cahoots,"Jay E. Treat, III",N/A,N/A,N/A,N/A
Twinkle,Theodore Karvounis,N/A,N/A,N/A,N/A
Ubongo Extreme: Fun-Size Edition,Grzegorz Rejchtman,N/A,N/A,N/A,N/A
Muscat,Christiane Knepel,N/A,N/A,N/A,N/A
Virus! Marvel,Domingo Cabrero,Carlos López,Santi Santisteban,N/A,N/A
Wizards of the Wild: Deluxe Edition,Adam West,N/A,N/A,N/A,N/A
The Battle of the Bulge,Larry Pinsky,Thomas N. Shaw,Lawrence Pinsky,Tom Shaw,Bruno Sinigaglio
Turbo Drift,Rob Cramer,N/A,N/A,N/A,N/A
Mondrian: The Dice Game,Isra C.,Shei S.,N/A,N/A,N/A
Dou Dizhu,(Uncredited),N/A,N/A,N/A,N/A
Hotel Life,Urs Hostettler,Hermann Wieland,N/A,N/A,N/A
Moon Base,Naotaka Shimamoto,N/A,N/A,N/A,N/A
Immortals,Mike Elliott,Dirk Henn,Ethan Pasternack,N/A,N/A
Troll & Dragon,Alexandre Emerit,N/A,N/A,N/A,N/A
61 Feuilles d'automne,Théo Rivière,N/A,N/A,N/A,N/A
Steel Arena: Friday Night Robot Fight,Yury Yamshchikov,N/A,N/A,N/A,N/A
Haiclue,Will Leaf,N/A,N/A,N/A,N/A
Everdell Silverfrost,James A. Wilson,Clarissa A. Wilson,N/A,N/A,N/A
Stop the Train!,N/A,N/A,N/A,N/A,N/A
18C2C: Manifest Destiny,Mark Frazier,N/A,N/A,N/A,N/A
Go Stop,(Uncredited),N/A,N/A,N/A,N/A
Copper Country,Scott Diehl,David Lankton,N/A,N/A,N/A
Gruff,Brent Critchfield,N/A,N/A,N/A,N/A
The Supershow,Steve Resk,N/A,N/A,N/A,N/A
Are You Dumber Than a Box of Rocks?,Joe Herbert,Dave Herbert,N/A,N/A,N/A
Attack Vector: Tactical,Ken Burnside,Eric Finley,Tony Valle,N/A,N/A
Sakura,Hegedűs Csaba,N/A,N/A,N/A,N/A
Hacienda (second edition),Wolfgang Kramer,N/A,N/A,N/A,N/A
Cartel,Phil Orbanes Sr.,N/A,N/A,N/A,N/A
Supermarché,Ryan Mayes,N/A,N/A,N/A,N/A
Lock 'n Load: Heroes of the Gap,Dale Holmstrom,Mark H. Walker,N/A,N/A,N/A
Trench Club,Philipp K. Berger,N/A,N/A,N/A,N/A
Senshi,Dan Manfredini,N/A,N/A,N/A,N/A
Talo,Uta Krueger,Bernd Poloczek,Jens-Peter Schliemann,N/A,N/A
Pizza Theory,Greg Powers,Brian Powers,N/A,N/A,N/A
Raiatea,Jan Schmidt,N/A,N/A,N/A,N/A
"Um, Actually…",AC Atienza,Peter Nesbitt,Connor Reid,Mike Trapp,N/A
Funkoverse Strategy Game: Game of Thrones 100,Prospero Hall,Chris Rowlands,N/A,N/A,N/A
Mermaid Rain,Keiji Kariya,Hitoshi Yasuda,N/A,N/A,N/A
IceTowers,Andrew Looney,N/A,N/A,N/A,N/A
Plus Ultra: The Court of the Emperor Charles V,Manuel D. Cruz Díaz,Antonio J. Dionisio,N/A,N/A,N/A
The Acts,Peter Schultz,N/A,N/A,N/A,N/A
Snakes of Wrath,Dan Cassaro,N/A,N/A,N/A,N/A
Quoridor Pac-Man,Mirko Marchesi,N/A,N/A,N/A,N/A
