Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
"Schleiz, Saalfeld, Auerstaedt 1806",Frédéric Bey,N/A,N/A,N/A,N/A
In Too Deep,Joost de Kruijff,N/A,N/A,N/A,N/A
King of New Tokyo,Don Riddle,N/A,N/A,N/A,N/A
Armati 2nd Edition: Rules and Lists for Ancient and Medieval Wargaming,Arty Conliffe,Rob Wolsky,N/A,N/A,N/A
Joystick Heroes,Dickie Chapin,N/A,N/A,N/A,N/A
Fantasy Warriors,Nick Lund,N/A,N/A,N/A,N/A
Neos,team SAIEN,N/A,N/A,N/A,N/A
Kanaloa,Günter Cornett,Günter Cornett,N/A,N/A,N/A
The Only Word: the Party Word Game,Fedor Korzhenkov,N/A,N/A,N/A,N/A
Riftwalker: A Storm Hollow Card Game,Julian Leiberan-Titus,Angela Hickman Newnham,N/A,N/A,N/A
Gridstones,Tim W. K. Brown,N/A,N/A,N/A,N/A
100 Swords: The Silver Queen's Dungeon,Clayton Grey,Samuel Strick,N/A,N/A,N/A
Takenokolor,Antoine Bauza,Corentin Lebrat,N/A,N/A,N/A
"Dead of Winter: The Battle of Stones River – Murfreesboro, Tennessee",Richard H. Berg,N/A,N/A,N/A,N/A
Charly,Inon Kohn,N/A,N/A,N/A,N/A
Witchbound,Thatcher Cohen,N/A,N/A,N/A,N/A
Danmaku!!,Zachary Francks,Tim Landreth,N/A,N/A,N/A
The Smurfs: Hidden Village,Antoine Bauza,Corentin Lebrat,Ludovic Maublanc,Théo Rivière,N/A
That Sound Game,Natalie Delaney-John,Cam Jasson,N/A,N/A,N/A
Berlin '45: The Nightmare Ends,John Desch,N/A,N/A,N/A,N/A
Pickett's Charge: A Game of the Battle of Gettysburg,S. Craig Taylor,N/A,N/A,N/A,N/A
Heavy Gear Tactical,Philippe Boulle,Jean Carrières,Marc A. Vezina,N/A,N/A
Wordigo,Philip Zweig,N/A,N/A,N/A,N/A
Tokkuri Taking,Takashi Saito,N/A,N/A,N/A,N/A
A Line in the Sand,Paul Lidberg,Douglas Niles,N/A,N/A,N/A
Sword of Orthodoxy: The Rise and Fall of Byzantium 420-1453,Ben Madison,N/A,N/A,N/A,N/A
Get Out of Colditz: The Card Game,Rob Wisdom,N/A,N/A,N/A,N/A
Grand Armee: Great Battles of the Napoleonic Wars Miniature Wargame Rules System,Sam A. Mustafa,N/A,N/A,N/A,N/A
