Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Cranium: Disney Family Edition,N/A,N/A,N/A,N/A,N/A
Piranhas,Reiner Knizia,N/A,N/A,N/A,N/A
Karty Dżentelmenów: Epizod Czwarty,N/A,N/A,N/A,N/A,N/A
Bears in Barrels,Jeremy Posner,N/A,N/A,N/A,N/A
The Perfect Heist,Karl Tiedemann,N/A,N/A,N/A,N/A
Lupusburg,Domenico Di Giorgio,N/A,N/A,N/A,N/A
MUD,Ben Bronstein,Jen Igartua,Jade Shames,Kat Thek,N/A
Monopoly Arcade: Pac-Man,N/A,N/A,N/A,N/A,N/A
Dragon Ball Z CCG,James M. Ward,N/A,N/A,N/A,N/A
Scene It? Harry Potter Deluxe,(Uncredited),N/A,N/A,N/A,N/A
Fantasy Fantasy Baseball,Daryl Andrews,JR Honeycutt,N/A,N/A,N/A
"Heaven, Here I Come!",Donald Chan,N/A,N/A,N/A,N/A
Schweinebammel,Inon Kohn,N/A,N/A,N/A,N/A
The Walking Pet,Frédéric Vuagnat,N/A,N/A,N/A,N/A
Fruit Bandits,Ian Vincent,N/A,N/A,N/A,N/A
Time Management: The Time Management Game,Nathaniel Levan,N/A,N/A,N/A,N/A
Pick Pic,Kasper Lapp,N/A,N/A,N/A,N/A
4 CYTE (Foresight),(Uncredited),N/A,N/A,N/A,N/A
Life Is Life,Lorenz Kutschke,N/A,N/A,N/A,N/A
The X-Files Collectible Card Game,Ron Kent,Duncan Macdonell,N/A,N/A,N/A
Blue and Gray,Henry Busch,Arthur Jaeger,Sid Sackson,N/A,N/A
Awesome Kingdom: Mines & Labyrinths,Kevin Wilson,N/A,N/A,N/A,N/A
Space Dandy: Galactic Deck-Building Game,Clay Gardner,N/A,N/A,N/A,N/A
Ragnarok: Heavy Metal Combat in the Viking Age,Tim Korklewski,N/A,N/A,N/A,N/A
Manhunt,(Uncredited),N/A,N/A,N/A,N/A
Click Click Boom,Sean Epperson,N/A,N/A,N/A,N/A
Skitgubbe,(Uncredited),N/A,N/A,N/A,N/A
Friedland,Jean-Jacques Petit,N/A,N/A,N/A,N/A
Distrito 21,Pepe Pineda,N/A,N/A,N/A,N/A
Marvel Contest of Champions: Battlerealm,Carmen Bellaire,N/A,N/A,N/A,N/A
Das Magische Labyrinth (Reisespiel),Dirk Baumann,N/A,N/A,N/A,N/A
NoNo,Michael Schacht,N/A,N/A,N/A,N/A
Shit Happens:  Full of Shit,Andy Breckman,N/A,N/A,N/A,N/A
Do Not Forsake Me (Oh My Darling),Todd Sanders,N/A,N/A,N/A,N/A
Clipology,(Uncredited),N/A,N/A,N/A,N/A
Bonfire Party,Yoshiaki Tomioka,N/A,N/A,N/A,N/A
Der Prestel Schlossgarten,Ulf Siebert,N/A,N/A,N/A,N/A
Scrabble: Harry Potter,N/A,N/A,N/A,N/A,N/A
El Capitan,Charlotte Fillonneau,N/A,N/A,N/A,N/A
ULTIA,Ryota Hayashi (林亮太),N/A,N/A,N/A,N/A
Mind Maze,Marvin Glass,N/A,N/A,N/A,N/A
Strawberry Ninja,Chris Castagnetto,N/A,N/A,N/A,N/A
Antietam Campaign,Charles L. Diamond,N/A,N/A,N/A,N/A
Wheel Of Fortune Deluxe,(Uncredited),N/A,N/A,N/A,N/A
Godzilla Card Game,Ryan Miller,N/A,N/A,N/A,N/A
The Battle of Agincourt,Marc W. Miller,N/A,N/A,N/A,N/A
Hand aufs Herz,Julien Sentis,N/A,N/A,N/A,N/A
H2Olland,Richard van Vugt,Jeff Widderich,N/A,N/A,N/A
Pod-X,Daniel Solis,N/A,N/A,N/A,N/A
Heroes of Metro City,David Boostrom,James H. Waller,N/A,N/A,N/A
Demon's Run,Michael J. Matheny,N/A,N/A,N/A,N/A
Zaubercocktail,Arnd Beenen,N/A,N/A,N/A,N/A
Flying Pirates,(Uncredited),N/A,N/A,N/A,N/A
Star Wars: The Interactive Video Board Game,(Uncredited),N/A,N/A,N/A,N/A
Kalahen,P. Janssens,H. Jean Vanaise,N/A,N/A,N/A
Mio: Brädspelet,Björn Flintberg,N/A,N/A,N/A,N/A
Nada!,Thierry Denoual,N/A,N/A,N/A,N/A
Slap It!,Kane Klenko,N/A,N/A,N/A,N/A
Risk: Captain America – Civil War Edition,Joe Bradford,N/A,N/A,N/A,N/A
Sabotage,(Uncredited),N/A,N/A,N/A,N/A
Rambo: The Board Game – First Blood,Christopher Batarlis,Stephen Cooper,N/A,N/A,N/A
Snack Time,McKay Anderson,N/A,N/A,N/A,N/A
Starfinder: Pirates of Skydock,Dylan Birtolo,Josh Derksen,Thomas M. Gofton,N/A,N/A
¿Resiste Stalingrado?,(Uncredited),N/A,N/A,N/A,N/A
Stomp!,Tadashi Ehara,N/A,N/A,N/A,N/A
Goofy Golf Machine,(Uncredited),N/A,N/A,N/A,N/A
Trenchfoot: Bullets & Bayonets in the Great War,Frank Chadwick,N/A,N/A,N/A,N/A
Wiochmen 2,Marek Mydel,Piotr Stankiewicz,N/A,N/A,N/A
Charmed and Dangerous: The Sisters Grimm – Base Set,Robert Gallerani,Michael Haneline,N/A,N/A,N/A
"Once We Moved Like the Wind: The Apache Wars, 1861-1886",Stephen Newberg,N/A,N/A,N/A,N/A
Superfly,Thomas Brückner,Anja Dreier-Brückner,N/A,N/A,N/A
Doomtrooper,Bryan Winter,N/A,N/A,N/A,N/A
Sorcerer: The Game of Magical Conflict,Redmond A. Simonsen,Arnold Hendrick,N/A,N/A,N/A
Dice Trip: Deutschland,Hartmut Kommerell,N/A,N/A,N/A,N/A
Enkounter,Frank Dyksterhuis,Mark Wood,N/A,N/A,N/A
Am Fuß des Kilimandscharo,Reiner Knizia,Knizia,N/A,N/A,N/A
Arkham Express,David Willems,N/A,N/A,N/A,N/A
Grav-Ball,"L. Ross Babcock, III",Fred Bently,N/A,N/A,N/A
Street Paintball,Thomas Jansen,N/A,N/A,N/A,N/A
War Titans: Invaders Must Die!,"Fabio ""Kroovian"" Bottoni",Emilio Fabbri,Riccardo Lucidi,Simone Mancini,N/A
Flash!,Thierry Denoual,N/A,N/A,N/A,N/A
Flitting Bad Wolf,Chih-Fan Chen,N/A,N/A,N/A,N/A
DREBO,Ronald Hild,Tim Rogasch,N/A,N/A,N/A
Eagle Eye Agency,Jim Deacove,N/A,N/A,N/A,N/A
Munchkin Treasure Hunt,Andrew Hackard,N/A,N/A,N/A,N/A
Dipole,Mark Steere,N/A,N/A,N/A,N/A
Scene It? The Simpsons Deluxe Edition,(Uncredited),N/A,N/A,N/A,N/A
Minecraft Card Game?,N/A,N/A,N/A,N/A,N/A
Kameleo,Bruno Cathala,N/A,N/A,N/A,N/A
"The Sedan Campaign, 1870",Ty Bomba,N/A,N/A,N/A,N/A
Dracula's Curse,John Muennink,N/A,N/A,N/A,N/A
