Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
The Conquerors: Alexander the Great,Richard H. Berg,N/A,N/A,N/A,N/A
Indus 2500 BCE,Amit Ghadge,N/A,N/A,N/A,N/A
Beer & Pretzels,Ted Alspach,N/A,N/A,N/A,N/A
Wok Star (3rd Edition),Jeff Beck (II),Tim Fowers,N/A,N/A,N/A
MLB Showdown,Charlie Bambino,Jim Lin,Bill Rose,Tom Wylie,N/A
"Leuthen: Frederick's Greatest Victory 5 December, 1757",Frank Chadwick,N/A,N/A,N/A,N/A
Mooncake Master,Daryl Chow,N/A,N/A,N/A,N/A
Fanhunter: Urban Warfare,David Esbri,N/A,N/A,N/A,N/A
Dux Bellorum: Arthurian Wargaming Rules AD367-793,Daniel Mersey,N/A,N/A,N/A,N/A
Orbital,Eloi Pujadas,N/A,N/A,N/A,N/A
Wizard Kittens,Brendan G. Conway,Marissa Kelly,Mark Diaz Truman,N/A,N/A
Byzantio,Alexander Boucharelis,Anestis Iroglidis,Lefteris Iroglidis (Λευτέρης Ηρωγλίδης),N/A,N/A
Syracuse: 415-413 avant J.-C.,Frédéric Bey,N/A,N/A,N/A,N/A
13 Beavers,Matt Edmondson,N/A,N/A,N/A,N/A
Freezing Death: Finnish Winter War,Olli Kleemola,Antti Lehmusjärvi,N/A,N/A,N/A
Call of Madness,Szymon Maliński,Bartłomiej Zielonka,N/A,N/A,N/A
Endogenesis,David Goh,N/A,N/A,N/A,N/A
Star Wars: Starfighter Battle Book,Alfred Leonardi,N/A,N/A,N/A,N/A
Upstream,Víctor Samitier,N/A,N/A,N/A,N/A
Austerlitz,Dean Essig,David A. Powell,N/A,N/A,N/A
The Blob that Ate the City,Joe Hout,N/A,N/A,N/A,N/A
Animal Upon Animal: Dinos,Klaus Miltenberger,N/A,N/A,N/A,N/A
The Sinking of the Titanic,(Uncredited),N/A,N/A,N/A,N/A
Lumicora,Rita Modl,N/A,N/A,N/A,N/A
1829 Northern Board,Francis Tresham,N/A,N/A,N/A,N/A
Library Labyrinth,Mill Goble,Jessica Metheringham,N/A,N/A,N/A
French Foreign Legion,Larry V. Brom,Vernon Jay Stribling,E. R. Teuber,N/A,N/A
Biberbande Schnupperspiel,Monty Stambler,Ann Stambler,N/A,N/A,N/A
Streaming,Victor Melo,N/A,N/A,N/A,N/A
New York 1776,Mike Wylie,Grant Wylie,N/A,N/A,N/A
Overlord,John Hill (I),John Hill (I),Don Lowry,N/A,N/A
Ocean Labyrinth,Max J. Kobbert,N/A,N/A,N/A,N/A
Covalence: A Molecule Building Game,John Coveyou,N/A,N/A,N/A,N/A
Beda Fomm,Frank Chadwick,N/A,N/A,N/A,N/A
Thread Count,Moritz Dressler,N/A,N/A,N/A,N/A
Coup d'État,"G. W. ""Jerry"" D'Arcey",N/A,N/A,N/A,N/A
QuizWiz,Rodrigo Rego,N/A,N/A,N/A,N/A
Buccaneer,Geoffrey Bull,N/A,N/A,N/A,N/A
Kleos,Jim Kavanaugh,N/A,N/A,N/A,N/A
Magic: The Gathering – Duel Decks: Blessed vs. Cursed,Chris Millar,Sam Stoddard,N/A,N/A,N/A
Kintsugi,Mark McGee,Daniel Solis,N/A,N/A,N/A
Das Bankett: Teil 1 – Der Raub des Diamanten von Ramanpur,N/A,N/A,N/A,N/A,N/A
Armymals,Sebastian Kozak,Michal Kozak,Michal Marciniak,Maciej Owsianny,Kuba Sawka
Mob Town,Danny Devine,N/A,N/A,N/A,N/A
First to Fight,John Astell,N/A,N/A,N/A,N/A
Terra Futura,Petr Vojtěch,N/A,N/A,N/A,N/A
Quinto,(Uncredited),N/A,N/A,N/A,N/A
Orb Hunters,Germán P. Millán,N/A,N/A,N/A,N/A
Mission to Planet Hexx!,James A. Fitzpatrick III,N/A,N/A,N/A,N/A
Switching Tracks,Kris Gould,N/A,N/A,N/A,N/A
Star Wars: Battle of Hoth,Bastiaan Brederode,Cephas Howard,N/A,N/A,N/A
The Game of Wolf,Joe Barron,N/A,N/A,N/A,N/A
Mag·Blast,Christian T. Petersen,Anders M. Petersen,N/A,N/A,N/A
El Ilustrado,Maldón,N/A,N/A,N/A,N/A
Revenant,Allan Kirkeby,N/A,N/A,N/A,N/A
Empire of the Stars,Adam West,N/A,N/A,N/A,N/A
Antietam: Burnished Rows of Steel,Jon Southard,N/A,N/A,N/A,N/A
Molehill Meadows,Chris Priscott,N/A,N/A,N/A,N/A
Great War at Sea: U.S. Navy Plan Orange,Michael Bennighof,N/A,N/A,N/A,N/A
TAJ,Chris Handy (I),N/A,N/A,N/A,N/A
Legends of the American Frontier,Richard Launius,N/A,N/A,N/A,N/A
Rambo: The Board Game,Christopher Batarlis,Stephen Cooper,N/A,N/A,N/A
Your Town,Shuky,N/A,N/A,N/A,N/A
Ludi Gladiatorii,Alfonso G. de Rueda,N/A,N/A,N/A,N/A
Kronia,Sérgio Halaban,André Zatz,N/A,N/A,N/A
For Honor and Glory: War of 1812 Land and Naval Battles,Matt Burchfield,Grant Wylie,Mike Wylie,N/A,N/A
Debatable,Magnus Holmgren,Elin Holmgren,N/A,N/A,N/A
Wunderland,Dirk Hillebrecht,N/A,N/A,N/A,N/A
Tinian: The Forgotten Battle,Ross Mortell,Adam Starkweather,N/A,N/A,N/A
Sherlock: Das Familiengeheimnis,Martí Lucas Feliu,Josep Izquierdo Sánchez,N/A,N/A,N/A
Balada,Jakub Muřín,Jindřich Pavlásek,Petr Vojtěch,N/A,N/A
コルドロン15～魔女の大釜～ (Cauldron 15 ~Witch's Cauldron~),Nagi-an (凪庵),N/A,N/A,N/A,N/A
Adventure Tours,Seiji Kanai,N/A,N/A,N/A,N/A
X-Men: Mutant Revolution,Andrew Parks,N/A,N/A,N/A,N/A
Dominion,K. Franklin,N/A,N/A,N/A,N/A
Danger Danger,Ian Clayman,N/A,N/A,N/A,N/A
Babylon 5: A Call to Arms – Second Edition,Matthew Sprange,N/A,N/A,N/A,N/A
Knockdown: Volume II,Adam Kwapiński,N/A,N/A,N/A,N/A
Dance Card!,Michael Melkonian,N/A,N/A,N/A,N/A
Shiloh 1862,Grant Wylie,Mike Wylie,Mark Wylie,N/A,N/A
Jerusalem! Tactical Game of the 1948 War,John Hill (I),Don Lowry,Leonard H. Kanterman,N/A,N/A
Timelancers,Juliana Chang,Kenny Heidt,Teresa Ho,Lee Ho,N/A
Tank on Tank,Peter Bogdasarian,N/A,N/A,N/A,N/A
