Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Keesdrow,Donald Meyer,N/A,N/A,N/A,N/A
En Garde!,Cliff Bohm,Geoff Bottone,Colleen Skadl,N/A,N/A
JurassAttack!,Ryan Cowler,N/A,N/A,N/A,N/A
Suspects: Tödliche Spuren,Guillaume Montiage,N/A,N/A,N/A,N/A
Contrast,Julien Percot,N/A,N/A,N/A,N/A
BANG!: Heroes of the Storm,Emiliano Sciarra,N/A,N/A,N/A,N/A
Killer,Steve Jackson (I),N/A,N/A,N/A,N/A
Forge,Wesley Woodbury,N/A,N/A,N/A,N/A
Split Second,(Uncredited),N/A,N/A,N/A,N/A
All Time Wrestling: Extreme Edition,Mohamed Al Qadi,Jad Yammine,N/A,N/A,N/A
Das Duell um die Geld,N/A,N/A,N/A,N/A,N/A
Operation Market Garden: Descent Into Hell,Frank Chadwick,N/A,N/A,N/A,N/A
The Medusa Report,Ruud Kool,N/A,N/A,N/A,N/A
Breakthru,Alex Randolph,N/A,N/A,N/A,N/A
Dekalko,Sébastien Decad,Roberto Fraga,N/A,N/A,N/A
Molt soroll per un rei,Marc Figueras,Marià Pitarque,N/A,N/A,N/A
Cannon Buster,Gary Kim,N/A,N/A,N/A,N/A
One Earth,Mohamed Al Qadi,N/A,N/A,N/A,N/A
I am a banana,Antonin Boccara,Yves Hirschfeld,N/A,N/A,N/A
Death in the Trenches: The Great War 1914-1918 (Second Edition),Wes Erni,Ben Madison,N/A,N/A,N/A
Processing: A Game of Serving Humanity,Seppy Yoon,N/A,N/A,N/A,N/A
Tavern Tales: Legends of Dungeon Drop,Gregory Skulnick,N/A,N/A,N/A,N/A
Cyrano,Angèle,Ludovic Maublanc,N/A,N/A,N/A
Spinner Dominoes,James F. Graham,Edna Graham,N/A,N/A,N/A
The Perfect 10,Keith Dugald (I),N/A,N/A,N/A,N/A
milkuro,Tsutomu Dejima (出嶋 勉),N/A,N/A,N/A,N/A
Walking on the Moon,César Gómez Bernardino,N/A,N/A,N/A,N/A
Vidrado,João Quintela Martins,N/A,N/A,N/A,N/A
Mondrian: Color in Motion,N/A,N/A,N/A,N/A,N/A
Family Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Lettow-Vorbeck: East Africa 1914-18,Joseph Miranda,N/A,N/A,N/A,N/A
Waldmeister,Andreas Seyfarth,N/A,N/A,N/A,N/A
Lost Battles:  Reconstructing the Great Clashes of the Ancient World,Philip Sabin,N/A,N/A,N/A,N/A
"War in the East: The Russo-German Conflict, 1941-45 (Second Edition)",Jim Dunnigan,N/A,N/A,N/A,N/A
Wordsearch,Malcolm Goldsmith,Michael Kindred,N/A,N/A,N/A
Zark City,Andrew Looney,N/A,N/A,N/A,N/A
Disney: Mickey and the Beanstalk,Funko Games,N/A,N/A,N/A,N/A
Jedzie pociąg z daleka,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Gruff: Stuff of Nightmares,Brent Critchfield,N/A,N/A,N/A,N/A
"Toulon, 1793",Andy Loakes,N/A,N/A,N/A,N/A
"Belisarius's War: The Roman Reconquest of Africa, AD 533-534",Joseph Miranda,N/A,N/A,N/A,N/A
Drachen Wurf,Wolfgang Panning,N/A,N/A,N/A,N/A
Top 5 Rummy,Rüdiger Dorn,N/A,N/A,N/A,N/A
Ada's Dream,Toni López,N/A,N/A,N/A,N/A
Encore,(Uncredited),N/A,N/A,N/A,N/A
The Valkyrie Incident,John Clowdus,N/A,N/A,N/A,N/A
Splotch!,Igor Polouchine,N/A,N/A,N/A,N/A
Morelli,Richard Moxham,N/A,N/A,N/A,N/A
Game of Quotes: Verrückte Zitate,Marc-Uwe Kling,Johannes Krenner,Martin Pflieger,N/A,N/A
Night Drop 2: Pegasus Bridge,Laurent Closier,N/A,N/A,N/A,N/A
Edenia,Matthieu Lanvin,N/A,N/A,N/A,N/A
BUILDZI,N/A,N/A,N/A,N/A,N/A
Battleground Fantasy Warfare: Orc Army,Robert Dougherty,Chad Ellis,Darwin Kastle,N/A,N/A
Dino Hunt Dice,Steve Jackson (I),N/A,N/A,N/A,N/A
Cosmic Cow Collectors,Rubén Hernández Santillán,N/A,N/A,N/A,N/A
"Napoleon Retreats: Campaign in France, Part II",Kevin Zucker,N/A,N/A,N/A,N/A
Exceed: BlazBlue – Jin Box,"D. Brad Talton, Jr.",Daniel Zeiger,N/A,N/A,N/A
Anno Domini: Kuriositäten,Urs Hostettler,N/A,N/A,N/A,N/A
Rise of Totalitarianism,Luca Cammisa,N/A,N/A,N/A,N/A
Radiant: Offline Battle Arena,Jack Murray,N/A,N/A,N/A,N/A
Bitter Woods Deluxe Edition Expansion Kit,Randy Heller,Bruno Sinigaglio,N/A,N/A,N/A
Dédale,Romaric Galonnier,Jérémy Partinico,N/A,N/A,N/A
Giza,Nikki Lim,N/A,N/A,N/A,N/A
Aztec,Stéphane Beaume,N/A,N/A,N/A,N/A
Warmachine: High Command – Faith & Fortune,David Carl,N/A,N/A,N/A,N/A
Dicke Kartoffeln,Doris Matthäus,Frank Nestel,N/A,N/A,N/A
M.O.R.P.H.O.,Jeffrey CCH,N/A,N/A,N/A,N/A
Legend Raiders,Dario Massarenti,Francesco Testini,N/A,N/A,N/A
Great War at Sea: U.S. Navy Plan Red,Michael Bennighof,James Stear,N/A,N/A,N/A
Tannenberg 1914,Dariusz Góralski,N/A,N/A,N/A,N/A
Dungeons & Dragons: Trials of Tempus,Adam Carasso,Thor Knai,Kyle Newman,N/A,N/A
Healthy Heart Hospital (Third Edition),Scott Nelson,Anna-Marie Nelson,N/A,N/A,N/A
Roaring River,Joeri Hessels,Wouter Moons,N/A,N/A,N/A
Trenchzone,Glen Kehoe,N/A,N/A,N/A,N/A
Risk: Star Trek 50th Anniversary Edition,N/A,N/A,N/A,N/A,N/A
Age of Muskets Volume I: Tomb for an Empire,Francisco Ronco,N/A,N/A,N/A,N/A
Kronologic: Cuzco 1450,Fabien Gridel,Yoann Levet,N/A,N/A,N/A
Battleground Fantasy Warfare: Elves of Ravenwood,Robert Dougherty,Chad Ellis,N/A,N/A,N/A
Foragers,Steve Finn,N/A,N/A,N/A,N/A
Star Wars: Battle for Endor,Peter Corless,N/A,N/A,N/A,N/A
Timeline: Science Museum,Frédéric Henry,N/A,N/A,N/A,N/A
Illuminati (Second Edition),Steve Jackson (I),N/A,N/A,N/A,N/A
Bounce It-In Game,(Uncredited),N/A,N/A,N/A,N/A
EXIT: The Game – Family: 2 Escape Adventures,Inka Brand,Markus Brand,Emely Brand,N/A,N/A
Aces High,Jim Hind,N/A,N/A,N/A,N/A
Karambolage,Heinz Meister,N/A,N/A,N/A,N/A
Samsara,Thomas Weber (II),N/A,N/A,N/A,N/A
Patrol: Lost!,Felbrigg Herriot,N/A,N/A,N/A,N/A
Kaliko,Ea Ea,Charles Titus,N/A,N/A,N/A
March Madness,Steve Thompson,Bob Toole,Richard Winter,Stuart K. Tucker,Stuart K. Tucker
Elixir,Nik Sewell,N/A,N/A,N/A,N/A
Twitch,Skaff Elias,Richard Garfield,Jim Lin,N/A,N/A
Halo: Fleet Battles – The Fall of Reach,Neil Fawcett,Giles Pritchard,Crian Shields,Derek Sinclair,N/A
The Perfumer,Chu-Lan Kao,N/A,N/A,N/A,N/A
Трик-н-Шеф (Trick-n-Chef),Timur Dorokhov,N/A,N/A,N/A,N/A
Space Maze,Michel Baudoin,N/A,N/A,N/A,N/A
Monolith: The Strategy Game,Matthew Papa,N/A,N/A,N/A,N/A
Mad Magazine Card Game,(Uncredited),N/A,N/A,N/A,N/A
"Warhammer 40,000: First Strike",N/A,N/A,N/A,N/A,N/A
Crash Test Bunnies,Florian Nadler,N/A,N/A,N/A,N/A
