Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
My First Castle Panic,Justin De Witt,N/A,N/A,N/A,N/A
Gold Fever,Daniel Skjold Pedersen,N/A,N/A,N/A,N/A
Little Alchemists,Matúš Kotry,N/A,N/A,N/A,N/A
Harry Potter Strike Dice Game,Dieter Nüßle,N/A,N/A,N/A,N/A
EXIT: The Game + Puzzle – Nightfall Manor,Inka Brand,Markus Brand,N/A,N/A,N/A
Lascaux,Dominique Ehrhard,Michel Lalet,Michael Schacht,N/A,N/A
Escape from 100 Million B.C.,Kevin Wilson,N/A,N/A,N/A,N/A
Call of Cthulhu: Collectible Card Game,Eric M. Lang,N/A,N/A,N/A,N/A
Pangea,Aleksander Jagodziński,N/A,N/A,N/A,N/A
Axis & Allies Miniatures,Richard Baker,Paul Barclay,Aaron Forsythe,Devin Low,Jonathan Tweet
Fortuna,Michael Rieneck,Stefan Stadler,N/A,N/A,N/A
Tucano,Théo Rivière,N/A,N/A,N/A,N/A
P'achakuna,Stefan Kraft,Moreno Vogel,N/A,N/A,N/A
Terrible Swift Sword: Battle of Gettysburg Game,Richard H. Berg,James F. Epperson,N/A,N/A,N/A
Auf Teufel komm raus,Tanja Engel,Sara Engel,N/A,N/A,N/A
Huns,Fneup,N/A,N/A,N/A,N/A
Mamma Mia! Plus,Uwe Rosenberg,N/A,N/A,N/A,N/A
Bastogne: Screaming Eagles Under Siege 18-27 Dec '44,Dean Essig,N/A,N/A,N/A,N/A
Loco Momo,Lenny Liu,Leon Liu,N/A,N/A,N/A
Kingdom of Solomon,Philip duBarry,N/A,N/A,N/A,N/A
Yinzi,Costa,Rôla,N/A,N/A,N/A
Abandon Ship,Reiner Knizia,N/A,N/A,N/A,N/A
Mhing,Robert Sun,N/A,N/A,N/A,N/A
Antics!,Fraser Lamont,Gordon Lamont,N/A,N/A,N/A
Starfighter,Stéphane Boudin,N/A,N/A,N/A,N/A
Pandoria,Jeffrey D. Allers,Bernd Eisenstein,N/A,N/A,N/A
Corporate America,Teale Fristoe,N/A,N/A,N/A,N/A
Men of Iron,Richard H. Berg,N/A,N/A,N/A,N/A
Corsari,Leo Colovini,N/A,N/A,N/A,N/A
WeyKick,Ulrich Weyel,N/A,N/A,N/A,N/A
Hidden Games Crime Scene: Green Poison,N/A,N/A,N/A,N/A,N/A
Reluctant Enemies: Operation Exporter,Curtis Baer,Dean Essig,N/A,N/A,N/A
Blitz Bowl: Ultimate Edition,N/A,N/A,N/A,N/A,N/A
Warmaster,Alessio Cavatore,Stephan Hess,Rick Priestley,N/A,N/A
Da Vinci Code,Hiroaki Suzuki,Eiji Wakasugi,N/A,N/A,N/A
Dungeoneer: Vault of the Fiends,Thomas Denmark,N/A,N/A,N/A,N/A
Punto,Bernhard Weber,N/A,N/A,N/A,N/A
"Freedom in the Galaxy: The Star Rebellions, 5764 AD",Howard Barasch,John H. Butterfield,N/A,N/A,N/A
Antidote,Dennis Hoyle,N/A,N/A,N/A,N/A
Kingdom of Heaven: The Crusader States 1097-1291,Scott de Brestian,N/A,N/A,N/A,N/A
Ristorante Italia,Riccardo Guerra,Giulio Guerra,Marco Mutta,N/A,N/A
Caribbean,Michail Antonow,Jens-Peter Schliemann,N/A,N/A,N/A
Plunder: A Pirate's Life,KC Schrimpl,N/A,N/A,N/A,N/A
Brook City,Adam Sadler,Brady Sadler,N/A,N/A,N/A
Delta,Franz Couderc,N/A,N/A,N/A,N/A
Snowblind: Race for the Pole,Simon McGregor,N/A,N/A,N/A,N/A
Cardcassonne,Karl-Heinz Schmiel,Klaus-Jürgen Wrede,N/A,N/A,N/A
"DAK2: The Campaign in North Africa, 1940-1942",Dean Essig,N/A,N/A,N/A,N/A
Statis Pro Baseball,Jim Barnes,Jim Barnes,Tom Shaw,N/A,N/A
Power Vacuum,Kaleb Wentzel-Fisher,N/A,N/A,N/A,N/A
Guildhall Fantasy: Alliance,Hope S. Hwang,N/A,N/A,N/A,N/A
Mini Kubb,N/A,N/A,N/A,N/A,N/A
Zombie Kittens,Matthew Inman,Elan Lee,Shane Small,N/A,N/A
Ransom Notes,Evan Katz,Josh Roberts,N/A,N/A,N/A
Trial by Trolley,Scott Houser,N/A,N/A,N/A,N/A
Artus,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Fleet Wharfside,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
Brawl,James Ernest,N/A,N/A,N/A,N/A
From the Moon,Johannes Goupy,Gilles Lasfargues,N/A,N/A,N/A
FUSE Countdown,Kane Klenko,N/A,N/A,N/A,N/A
A Most Fearful Sacrifice: The Three Days of Gettysburg,Hermann Luttmann,N/A,N/A,N/A,N/A
Roméo & Juliette,Julien Prothière,Jean Philippe Sahut,N/A,N/A,N/A
The Key: Murder at the Oakdale Club,Thomas Sing,N/A,N/A,N/A,N/A
Tumble Town,Kevin Russ,N/A,N/A,N/A,N/A
Martians: A Story of Civilization,Grzegorz Okliński,Krzysztof Wolicki,N/A,N/A,N/A
Trieste,Matthew Ma,N/A,N/A,N/A,N/A
Legends of Void,Twoid Games,N/A,N/A,N/A,N/A
Anansi,Cyril Blondel,Jim Dratwa,N/A,N/A,N/A
Wildlife Adventure,Wolfgang Kramer,Ursula Kramer,N/A,N/A,N/A
Between Two Cities Essential Edition,Matthew O'Malley,Ben Rosset,N/A,N/A,N/A
Scooby-Doo! The Board Game,Guilherme Goulart,Fred Perret,N/A,N/A,N/A
Crossfire,Emerson Matsuuchi,N/A,N/A,N/A,N/A
Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,Martin Wallace,N/A,N/A,N/A,N/A
ShipShape,Rob Daviau,N/A,N/A,N/A,N/A
Ultimate Werewolf: Inquisition,Legend Dan Hoffman,N/A,N/A,N/A,N/A
The Cost,Armando Canales,N/A,N/A,N/A,N/A
Tungaru,Louis Malz,Stefan Malz,N/A,N/A,N/A
Aeroplanes: Aviation Ascendant,Martin Wallace,N/A,N/A,N/A,N/A
Extraordinary Adventures: Pirates!,Don Beyer,Glenn Drover,N/A,N/A,N/A
Banish the Snakes: A Game of St. Patrick in Ireland,Kevin McPartland,Jerry Shiles,N/A,N/A,N/A
Chu Han,Thomas Lehmann,N/A,N/A,N/A,N/A
Okanagan: Valley of the Lakes,Emanuele Ornella,N/A,N/A,N/A,N/A
Hellas,Stefan Dorra,N/A,N/A,N/A,N/A
Big Points,Brigitte Ditt,Wolfgang Ditt,N/A,N/A,N/A
Vs System 2PCG: The Marvel Battles,Ben Cichoski,Daniel Mandel,N/A,N/A,N/A
Echidna Shuffle,Kris Gould,N/A,N/A,N/A,N/A
Get on Board: Paris & Roma,Saashi,N/A,N/A,N/A,N/A
Igloo Pop,Heinz Meister,Klaus Zoch,N/A,N/A,N/A
"The Burning Blue: The Battle of Britain, 1940",Lee Brimmicombe-Wood,N/A,N/A,N/A,N/A
Cthulhu Wars: Duel,Sandy Petersen,N/A,N/A,N/A,N/A
Rock the Beat,Gabriel Ecoutin,N/A,N/A,N/A,N/A
Momiji,Dario Massarenti,Francesco Testini,N/A,N/A,N/A
Shaolia: Warring States,Hani Chang,Gunho Kim,N/A,N/A,N/A
The Witches,Martin Wallace,N/A,N/A,N/A,N/A
Championship Formula Racing,Douglas Schulz,N/A,N/A,N/A,N/A
Red Alert: Space Fleet Warfare,Richard Borg,N/A,N/A,N/A,N/A
Airship City,Masaki Suga (須賀 正樹),N/A,N/A,N/A,N/A
Clubs,Dominic Crapuchettes,N/A,N/A,N/A,N/A
Space Race: The Card Game,Marek Loskot,Jan Soukal,N/A,N/A,N/A
IOTA,Gene Mackles,N/A,N/A,N/A,N/A
