Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Dastardly Dirigibles,Justin De Witt,N/A,N/A,N/A,N/A
Square on Sale,Taiju Sawada,N/A,N/A,N/A,N/A
Sakura Arms: Saine Box,BakaFire,N/A,N/A,N/A,N/A
Brass Empire,Mike Gnade,N/A,N/A,N/A,N/A
Sakura Arms: Yatsuha Box,BakaFire,N/A,N/A,N/A,N/A
RUM,Chris Handy (I),N/A,N/A,N/A,N/A
Football Strategy,Thomas N. Shaw,Tom Shaw,N/A,N/A,N/A
Deduce or Die,Larry Levy,N/A,N/A,N/A,N/A
Souvlaki Wars,Vangelis Bagiartakis,N/A,N/A,N/A,N/A
Circus Imperium,"L. Ross Babcock, III",Sam Lewis,Jordan Weisman,N/A,N/A
Of What's Left,Taylor Reiner,N/A,N/A,N/A,N/A
Nicodemus,Bruno Cathala,Florian Sirieix,N/A,N/A,N/A
Tycoon: India 1981,Sidhant Chand,N/A,N/A,N/A,N/A
Disney Lorcana: Gateway,Ryan Miller,Steve Warner,N/A,N/A,N/A
PQ-17: Arctic Naval Operations 1941-1943,Chris Janiec,N/A,N/A,N/A,N/A
Don't Tread on Me: The American Revolution Solitaire Board Game,Ben Madison,N/A,N/A,N/A,N/A
Taiwan Night Market,Zong-Ger(蔥哥),N/A,N/A,N/A,N/A
Camelot,George S. Parker,N/A,N/A,N/A,N/A
Germantown,Bill Madison,Mark Miklos,N/A,N/A,N/A
Armageddon War: Platoon Level Combat in the End War,Greg Porter,N/A,N/A,N/A,N/A
The Lord of the Rings: The Fellowship of the Ring,Rick Priestley,N/A,N/A,N/A,N/A
Crazy Circus,Dominique Ehrhard,N/A,N/A,N/A,N/A
1914: Glory's End / When Eagles Fight,Ted Raicer,N/A,N/A,N/A,N/A
"Rome: Imperium, Circus Maximus, Hannibal vs Rome",Reiner Knizia,Reiner Knizia,N/A,N/A,N/A
"The Tide at Sunrise: The Russo-Japanese War, 1904-1905",Yukihiro Kuroda,Adam Starkweather,N/A,N/A,N/A
None But Heroes,Dean Essig,N/A,N/A,N/A,N/A
Troika,Jun Sasaki,N/A,N/A,N/A,N/A
Holiday Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
El Camarero,Maldón,N/A,N/A,N/A,N/A
Latice Hawai'i,Brent Vincent,N/A,N/A,N/A,N/A
Rick and Morty: Close Rick-Counters of the Rick Kind Deck-Building Game,Matt Hyra,N/A,N/A,N/A,N/A
Advanced Tobruk: Tank Battles in North Africa 1940-43,Ray Tapio,N/A,N/A,N/A,N/A
Treasure Mountain,Daniel A. George (I),N/A,N/A,N/A,N/A
Dark Dealings,Michael D. Kelley,N/A,N/A,N/A,N/A
War on Terror: The Boardgame,Andrew Sheerin,Andrew Tompkins,N/A,N/A,N/A
Waterloo Campaign 1815,Mark Herman,N/A,N/A,N/A,N/A
Shardhunters,Balázs Bodnár,N/A,N/A,N/A,N/A
Medical Mysteries: Miami Flatline,Rebecca Bleau,Nicholas Cravotta,N/A,N/A,N/A
Bucket King 3D,Stefan Dorra,N/A,N/A,N/A,N/A
The Table Is Lava,James Schoch,N/A,N/A,N/A,N/A
Firepower,S. Craig Taylor,S. Craig Taylor,S. Craig Taylor,Rex A. Martin,S. Craig Taylor
Golem Arcana,Seth Johnson,Michael Mulvihill,Brian Poel,Jordan Weisman,Zach Weisman
WWII Commander: Volume One – Battle of the Bulge,John H. Butterfield,N/A,N/A,N/A,N/A
Town Center,Alban Viard,N/A,N/A,N/A,N/A
TacTiki,Gábor Incze,N/A,N/A,N/A,N/A
GEM,Chris Handy (I),N/A,N/A,N/A,N/A
Escape Room: The Game – 2 Player Edition,(Uncredited),N/A,N/A,N/A,N/A
Die Siedler von Catan: Junior,Klaus Teuber,N/A,N/A,N/A,N/A
Samurai: Game of Politics and Warfare in Feudal Japan,Dan Campagna,Dan Campagna,Arnold Hendrick,N/A,N/A
Super Big Boggle,N/A,N/A,N/A,N/A,N/A
Gardens of Babylon,Stavros Polyviou,N/A,N/A,N/A,N/A
Guilds,Christian Giove,N/A,N/A,N/A,N/A
"Cedar Mountain: Prelude to Bull Run, August 9, 1862",David Bush,Jim Simon,Anthony Williams,N/A,N/A
NHL Power Play Team-Building Card Game,Matt Hyra,N/A,N/A,N/A,N/A
Thor,Reiner Knizia,N/A,N/A,N/A,N/A
FAB: Golan '73,Michael Gustavsson,Rick Young,N/A,N/A,N/A
Rory's Story Cubes: Enchanted,Rory O'Connor,N/A,N/A,N/A,N/A
S.H.E.O.L.,Gabriele Porro,N/A,N/A,N/A,N/A
Hashi,Jeffrey D. Allers,N/A,N/A,N/A,N/A
All on 1 Card,Steffen Benndorf,N/A,N/A,N/A,N/A
Check Your 6!,Scott Fisher,N/A,N/A,N/A,N/A
City Builder: Ancient World,Andrei Filip,N/A,N/A,N/A,N/A
Barragoon,Frank Warneke,Robert Witter,N/A,N/A,N/A
Talisman: Legendary Tales,Michael Palm,Lukas Zach,N/A,N/A,N/A
Barbaria,Peter Rustemeyer,N/A,N/A,N/A,N/A
Tiger Leader,Rick Martin,N/A,N/A,N/A,N/A
Kremlin (Third Edition),Urs Hostettler,N/A,N/A,N/A,N/A
Adventure Mart,DigiSprite,N/A,N/A,N/A,N/A
Black Sheep,Reiner Knizia,N/A,N/A,N/A,N/A
Chess960,Bobby Fischer,N/A,N/A,N/A,N/A
Dutch InterCity,Han Heidema,N/A,N/A,N/A,N/A
Haunt the House,Josh Cappel,Helaina Cappel,N/A,N/A,N/A
Super Munchkin,Steve Jackson (I),Steve Jackson (I),John Kovalic,N/A,N/A
Atelier: The Painter's Studio,(Uncredited),N/A,N/A,N/A,N/A
Evil Dead 2: The Board Game,Dylan Birtolo,Josh Derksen,Thomas M. Gofton,N/A,N/A
Secret Code 13+4,Jürgen P. Grunau,N/A,N/A,N/A,N/A
Math Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Dogfight,(Uncredited),N/A,N/A,N/A,N/A
Kanzume Goddess,Zhu Rong,N/A,N/A,N/A,N/A
The Secret of Monte Cristo,Charles Chevallier,Arnaud Urbon,N/A,N/A,N/A
Munchkin Conan,Steve Jackson (I),N/A,N/A,N/A,N/A
Card City XL,Alban Viard,N/A,N/A,N/A,N/A
Dungeon Saga Origins,Matt Gilbert,Ciaran Morris,N/A,N/A,N/A
City Hall,Michael R. Keller,N/A,N/A,N/A,N/A
Thrive,Martin Grider,N/A,N/A,N/A,N/A
Hero of Weehawken: The Aaron Burr Conspiracy 1805-1807,Robert Leonhard,N/A,N/A,N/A,N/A
Ausgebremst,Wolfgang Riedesser,Kramer's,N/A,N/A,N/A
Global Mogul,Bill Crenshaw,N/A,N/A,N/A,N/A
The Brambles: A Solo Card Game,John Burton,N/A,N/A,N/A,N/A
Unlock!: Heroic Adventures – Sherlock Holmes: Der scharlachrote Faden,Dave Neale,N/A,N/A,N/A,N/A
Mixtour,Dieter Stein,N/A,N/A,N/A,N/A
Over the Reich,J. D. Webster,J.D. Webster,N/A,N/A,N/A
Harsh Shadows,Rachel Bruner,N/A,N/A,N/A,N/A
Wizardry to the Power of Three,Michael Palm,Lukas Zach,N/A,N/A,N/A
Dickory,Sean Ross (I),Hanibal Sonderegger,N/A,N/A,N/A
Biñho Classic,N/A,N/A,N/A,N/A,N/A
One Night Ultimate Super Villains,Ted Alspach,Akihisa Okui,N/A,N/A,N/A
Say my Name,Michel Fischman,Emmanuel Rabell,N/A,N/A,N/A
Voices in my Head,Corey Konieczka,N/A,N/A,N/A,N/A
Logistico,Corné van Moorsel,N/A,N/A,N/A,N/A
