Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Marrakesh,Joli Quentin Kansil,N/A,N/A,N/A,N/A
1815: The Waterloo Campaign,John Astell,Frank Chadwick,Richard H. Berg,Don Lowry,N/A
Coiffeur-Jass,(Uncredited),N/A,N/A,N/A,N/A
Forbidden Psalm,Kevin Rahman,N/A,N/A,N/A,N/A
Tolling of the Bell,Stefan Ekström,N/A,N/A,N/A,N/A
Slash: Romance without boundaries,Glenn Given,N/A,N/A,N/A,N/A
Gremlins Inc,Alexey Bokulev,N/A,N/A,N/A,N/A
Gonza Index,Madeleine Adams,Joseph N Adams,N/A,N/A,N/A
7TV,Graeme Dawson,Karl Perrotton,N/A,N/A,N/A
Rok 1920,Jarosław Flis,N/A,N/A,N/A,N/A
Monsieur Carrousel,Sara Zarian,N/A,N/A,N/A,N/A
Palacio de Viana,Jesús Torres Castro,N/A,N/A,N/A,N/A
Advanced Tobruk System Basic Game 1a: Screaming Eagles,Ray Tapio,N/A,N/A,N/A,N/A
Victory in Vietnam,Bruce Costello,N/A,N/A,N/A,N/A
"Barbarossa: The Russo-German War, 1941-45",Ty Bomba,N/A,N/A,N/A,N/A
Peter's Two Sheep Dogs,しぶ (Shibu),N/A,N/A,N/A,N/A
Blackbrim: 1876,N/A,N/A,N/A,N/A,N/A
Warlord,Ed Pugh,N/A,N/A,N/A,N/A
That's Not Lemonade,Matt Fantastic,N/A,N/A,N/A,N/A
Doudou,Xavier Violeau,N/A,N/A,N/A,N/A
Die Tore der Welt: Das Kartenspiel,Walter Schranz,N/A,N/A,N/A,N/A
The Fall of Tobruk,Frank Chadwick,Richard H. Berg,N/A,N/A,N/A
Ortus,Joost Das,N/A,N/A,N/A,N/A
Minotaur,Gerrod Garcia,N/A,N/A,N/A,N/A
La Pétanque,(Uncredited),N/A,N/A,N/A,N/A
Claim Kingdoms: Das grosse Duell um den Thron!,Scott Almes,N/A,N/A,N/A,N/A
Christmas Tree,Zong-Ger(蔥哥),N/A,N/A,N/A,N/A
Decision at Kasserine: Rommel's Last Chance – Designer Signature Edition,Vance von Borries,Vance von Borries,N/A,N/A,N/A
"Spartan: Tactical Warfare in the Hellenistic Age, 500-100BC",John Young,N/A,N/A,N/A,N/A
Parikrama,Sidhant Chand,N/A,N/A,N/A,N/A
Encounters: BattleTech,James Kirtley,Brian Knudson,N/A,N/A,N/A
Frigiti,Andrea Meyer,N/A,N/A,N/A,N/A
The Confederate Rebellion,David Kershaw,Steve Kling,N/A,N/A,N/A
