Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Saga of the Northmen,Scott W. Leibbrandt,N/A,N/A,N/A,N/A
Spies!,Lenny Glynn,John Prados,N/A,N/A,N/A
This Hallowed Ground,Dean Essig,David A. Powell,N/A,N/A,N/A
Heading Forward,John du Bois,N/A,N/A,N/A,N/A
"Exceed: Red Horizon – Kaden, Eva, Miska, and Lily","D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Costume Party Detective,Dave Myers,N/A,N/A,N/A,N/A
Axis & Allies Air Force Miniatures: Angels 20,Richard Baker,Mons Johnson,N/A,N/A,N/A
Urbanization,Johnny Ebsen,N/A,N/A,N/A,N/A
Where's Bob's Hat?,Alan R. Moon,N/A,N/A,N/A,N/A
Sock Monsters,Liesbeth Bos,Anja Dreier-Brückner,N/A,N/A,N/A
Flame & Fang,Peter Gousis,Michael D. Kelley,N/A,N/A,N/A
Panthalos,Bernd Eisenstein,N/A,N/A,N/A,N/A
Zerywia,Dominik Kasprzycki,Przemysław Zub,N/A,N/A,N/A
Reviving Kathmandu,Krisztina Felmery,Tamas Leidal,N/A,N/A,N/A
Jockey,F. Murray,S. Spencer,N/A,N/A,N/A
Aetherya,François Bachelart,N/A,N/A,N/A,N/A
"Goblins Drool, Fairies Rule!",David Luis Sanhueza,N/A,N/A,N/A,N/A
Light Speed: Arena,Leonardo Alese,James Ernest,Tom Jolly,Emanuele Santellani,N/A
Talisman: Kingdom Hearts,Robert Harris,Kami Mandell,Elisa Teague,N/A,N/A
Okinawa: The Last Battle of World War II,Gabe Barrett,N/A,N/A,N/A,N/A
El Rey Planeta,Ivan Notario,N/A,N/A,N/A,N/A
Replay Baseball,Peter Ventura,N/A,N/A,N/A,N/A
Goita,Seiemon Nunoura,N/A,N/A,N/A,N/A
Enchanted Forest,Michel Matschoss,Alex Randolph,N/A,N/A,N/A
Kigi,Daniel Solis,N/A,N/A,N/A,N/A
This Terrible Sound,Dean Essig,David A. Powell,N/A,N/A,N/A
Small Railroad Empires,Milan Tasevski,N/A,N/A,N/A,N/A
The Great Barrier Reef Card Game,Keith Piggott,N/A,N/A,N/A,N/A
"Roads to Moscow: Battles of Mozhaysk and Mtsensk, 1941",Mark Guttag,Vance von Borries,N/A,N/A,N/A
La Bataille de la Moscowa,Laurence A. Groves,Richard H. Berg,Laurence A. Groves,Don Lowry,N/A
Happy Home,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Munchkin: The Nightmare Before Christmas,N/A,N/A,N/A,N/A,N/A
Dragon Brew,Daniel A. George (I),N/A,N/A,N/A,N/A
Stool Pigeon,Nate Miller,N/A,N/A,N/A,N/A
Saturn,Werner Falkhof,N/A,N/A,N/A,N/A
echoes: Die Violine,Matthew Dunstan,Dave Neale,N/A,N/A,N/A
Shahrazad,ゆお (Yuo),N/A,N/A,N/A,N/A
Wacht Am Rhein,Joe Youst,N/A,N/A,N/A,N/A
Trickarus,Bajir Cannon,N/A,N/A,N/A,N/A
Unlock!: Timeless Adventures – Die Noside-Show,Yohan Servais,N/A,N/A,N/A,N/A
Mustangs,S. Craig Taylor,Bruce Kohrn,N/A,N/A,N/A
HILO,Knut Strømfors,Eilif Svensson,N/A,N/A,N/A
Austerity,Jake Staines,N/A,N/A,N/A,N/A
Devil Take the Hindmost,Terry Goodchild,N/A,N/A,N/A,N/A
Spy Connection,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Castle Knights,Christian Tiggemann,N/A,N/A,N/A,N/A
Mediterranean Empires,Jorge Valenzuela Palacios,N/A,N/A,N/A,N/A
Doctor Panic,Roberto Fraga,N/A,N/A,N/A,N/A
Ilium,Reiner Knizia,N/A,N/A,N/A,N/A
The Captain Is Dead: Dangerous Planet,JT Smith,Jamie Vrbsky,N/A,N/A,N/A
Baron Voodoo,Yann Dentil,N/A,N/A,N/A,N/A
Push Fight,Brett Picotte,N/A,N/A,N/A,N/A
Discovery: The Era of Voyage,A.I. Lab,N/A,N/A,N/A,N/A
Industry,Michael Schacht,N/A,N/A,N/A,N/A
Battle of Britain,Richard Borg,N/A,N/A,N/A,N/A
Unsolved Case Files: Harmony Ashcroft,John Carroll,N/A,N/A,N/A,N/A
Privacy,Reinhard Staupe,N/A,N/A,N/A,N/A
Wrong Party,N/A,N/A,N/A,N/A,N/A
Golden Horn: Von Venedig nach Konstantinopel,Leo Colovini,N/A,N/A,N/A,N/A
Blood Feud in New York,Kyle Weinandy,N/A,N/A,N/A,N/A
Horse & Musket: Dawn of an Era,Sean Chick,N/A,N/A,N/A,N/A
Fantastic Beasts: Perilous Pursuit,Kami Mandell,N/A,N/A,N/A,N/A
Nut Job,Blaise Muller,N/A,N/A,N/A,N/A
The Captain Is Dead: Lockdown,JT Smith,Jamie Vrbsky,N/A,N/A,N/A
Kodama 3D,Daryl Andrews,Erica Bouyouris,N/A,N/A,N/A
Sherlock Far West: Pacto con el diablo,Martí Lucas Feliu,Josep Izquierdo Sánchez,N/A,N/A,N/A
Napoleon Against Russia,Kevin Zucker,N/A,N/A,N/A,N/A
GrandBois,Frédéric Guérard,N/A,N/A,N/A,N/A
