Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Funkoverse Strategy Game,Prospero Hall,Ket Ng,Chris Rowlands,N/A,N/A
Spaceteam,Tim Hutchings,Mathew Sisson,N/A,N/A,N/A
Abducktion,Evan Katz,Josh Roberts,N/A,N/A,N/A
Qwixx Deluxe,Steffen Benndorf,N/A,N/A,N/A,N/A
Glory: A Game of Knights,"Dominik ""Lir"" Mucha","Marcin ""Wis"" Wisthal",N/A,N/A,N/A
Mondo,Michael Schacht,N/A,N/A,N/A,N/A
KeyForge: Mass Mutation,Brad Andres,Richard Garfield,Aaron Haltom,Daniel Schaefer,N/A
Flick 'em Up!: Dead of Winter,Gaëtan Beaujannot,Jonathan Gilmour-Long,Jean Yves Monpertuis,Isaac Vega,N/A
Shadows: Amsterdam,Mathieu Aubert,N/A,N/A,N/A,N/A
Undergrove,Elizabeth Hargrave,Mark Wootton,N/A,N/A,N/A
Tank Duel: Enemy in the Crosshairs,Mike Bertucelli,N/A,N/A,N/A,N/A
Doomlings,Justus Meyer,Andrew Meyer (I),N/A,N/A,N/A
Android: Mainframe,Jordi Gené,Gregorio Morales,N/A,N/A,N/A
Puzzle Strike Shadows,David Sirlin,N/A,N/A,N/A,N/A
Warmachine,Mike McVey,Brian Snoddy,Matt Wilson (I),N/A,N/A
Tiki Topple,Keith Meyers,N/A,N/A,N/A,N/A
Rangers of Shadow Deep,Joseph McCullough,N/A,N/A,N/A,N/A
Cloud 9,Aaron Weissblum,N/A,N/A,N/A,N/A
Cape May,Eric Mosso,N/A,N/A,N/A,N/A
Call to Adventure: Epic Origins,Johnny O'Neal,Chris O'Neal,N/A,N/A,N/A
Robin Hood and the Merry Men,Ivana Krstevski,Vojkan Krstevski,Maja Matovska,Martyn Poole,Toni Toshevski
Dragon's Breath,Günter Burkhardt,Lena Burkhardt,N/A,N/A,N/A
The Red Dragon Inn 4,Cliff Bohm,Jeff Morrow,Sam Waller,N/A,N/A
Voll verplant,Hisashi Hayashi,N/A,N/A,N/A,N/A
