Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Nile,Daniel Callister,James Mathe,N/A,N/A,N/A
Adventure Island,Michael Palm,Lukas Zach,N/A,N/A,N/A
Urban Operations,Sébastien de Peyret,N/A,N/A,N/A,N/A
The Battle of Monmouth,David G. Martin,Leonard Millman,Eric Lee Smith,N/A,N/A
Mythe,Koji Malta,N/A,N/A,N/A,N/A
Cherry Picking,Jeroen Geenen,N/A,N/A,N/A,N/A
Not That Movie!,Silvano Sorrentino,N/A,N/A,N/A,N/A
Card City,Alban Viard,N/A,N/A,N/A,N/A
Gold River,Bruno Cathala,Bruno Faidutti,N/A,N/A,N/A
Absolute Victory: World Conflict 1939-1945,Wes Erni,Ben Madison,N/A,N/A,N/A
Duel of the Giants: Eastern Front,Friedemann de Pedro,N/A,N/A,N/A,N/A
Sunrise at the Studio,Eduardo Baraf,Steve Finn,N/A,N/A,N/A
Безмолвный свидетель (Silent Witness),Dmitriy Sergeev,Yury Yamshchikov,N/A,N/A,N/A
Ninjitsu!,Peter C. Hayward,N/A,N/A,N/A,N/A
EVE: The Second Genesis,Stefán Friðriksson,Reynir Harðarson,Pétur Örn Þórarinsson,N/A,N/A
Myths at War,Francisco Gallego Arredondo,N/A,N/A,N/A,N/A
Fantastic Park,Brett J. Gilbert,N/A,N/A,N/A,N/A
ヒーフー!! (Hii Fuu!!),Yozaemon Matumoto (松本与左衛門),N/A,N/A,N/A,N/A
Paranoia Mandatory Bonus Fun! Card Game,Steve Gilbert,N/A,N/A,N/A,N/A
DC Comics Dice Masters: Superman and Wonder Woman Starter Set,Mike Elliott,Eric M. Lang,N/A,N/A,N/A
Hitster: Rock,N/A,N/A,N/A,N/A,N/A
Black Swan,Emanuele Santandrea,N/A,N/A,N/A,N/A
World Cup Tournament Football,Peter Grosse,Harry Rowland,N/A,N/A,N/A
1972: The Lost Phantom,Mike Heiman,N/A,N/A,N/A,N/A
New World,Derek Carver,Don Greenwood,Don Greenwood,Jared Scarborough,N/A
Space Infantry: Resurgence,Blackwell Hird,Gottardo Zancani,N/A,N/A,N/A
Dunkirk: France 1940,Doug Bryant,N/A,N/A,N/A,N/A
Temple Code,Yoann Levet,N/A,N/A,N/A,N/A
Who? What? Where?,Michelle Harp,Jason Kraput,Craig Parsons,N/A,N/A
Kinoko,Tim Rogasch,N/A,N/A,N/A,N/A
Heroica: Nathuz,Bastiaan Brederode,Cephas Howard,Thomas Robert Van der Heiden,N/A,N/A
Quads,Kris Burm,N/A,N/A,N/A,N/A
Apples to Apples Kids,Matthew Kirby,Mark Alan Osterhaus,N/A,N/A,N/A
Battle of the Bulge,S. Craig Taylor,Randy Heller,N/A,N/A,N/A
Dohdles!,Klaus Teuber,N/A,N/A,N/A,N/A
"A Time for Trumpets: The Battle of the Bulge, December 1944",Bruno Sinigaglio,N/A,N/A,N/A,N/A
What the Rule?!,Julian Braunwarth,Nils-Lucas Schönfeld,N/A,N/A,N/A
Weapons of Mass Destruction,Rick Loomis,Douglas Malewicki,Douglas Malewicki,N/A,N/A
Athens & Sparta,Tom Dalgliesh,N/A,N/A,N/A,N/A
Allegra,Bella Lucca,N/A,N/A,N/A,N/A
Bid Coin,しぶ (Shibu),N/A,N/A,N/A,N/A
Unicorn Glitterluck: Cloud Stacking,Kristin Mückel,N/A,N/A,N/A,N/A
Waddle,Corné van Moorsel,N/A,N/A,N/A,N/A
Doomtown: Weird West Edition,Richard Carter,Dave Williams (II),Mark Wootton,N/A,N/A
Unlock! Kids: Legendary Stories,Cyril Demaegd,N/A,N/A,N/A,N/A
Bright Future,"Radomir ""Gadina"" Mirchev",N/A,N/A,N/A,N/A
Sukimono,Masao Suganuma,N/A,N/A,N/A,N/A
Adventure Time Card Wars: Princess Bubblegum vs. Lumpy Space Princess,Matt Hyra,Cory Jones,N/A,N/A,N/A
Desperados,Florian Racky,N/A,N/A,N/A,N/A
Guadalajara,Dean Essig,Ernesto Sassot,N/A,N/A,N/A
Barbu,(Uncredited),N/A,N/A,N/A,N/A
Trivial Pursuit: World of Harry Potter – Ultimate Edition,(Uncredited),N/A,N/A,N/A,N/A
Triovision,Susanne Galonska,N/A,N/A,N/A,N/A
Bat Cup,Beatriz Alvarez,Pablo Miras,N/A,N/A,N/A
Platypus,Phil Walker-Harding,N/A,N/A,N/A,N/A
Almanac: The Crystal Peaks,Scott Almes,N/A,N/A,N/A,N/A
Бестиарий Сигиллума (Bestiary of Sigillum),Peter Vibe,N/A,N/A,N/A,N/A
Aerodrome,Stanley Kubiak,Winston J. Kubiak,N/A,N/A,N/A
Fury in the West,J. Stephen Peek,Craig Taylor,Don Lowry,N/A,N/A
Lyssan,Sam Brown,N/A,N/A,N/A,N/A
Tuned,Alessandro Cuneo,N/A,N/A,N/A,N/A
Trajan,Joseph Miranda,N/A,N/A,N/A,N/A
The Great Game: Rival Empires in Central Asia 1837-1886,John Gorkowski,N/A,N/A,N/A,N/A
For Whom the Bell Tolls,John Gee,Jeff Millefoglie,N/A,N/A,N/A
Monster Factory,Nina Paley,Donald X. Vaccarino,N/A,N/A,N/A
Master Merchant,Seiji Kanai,N/A,N/A,N/A,N/A
Snapshot,Rüdiger Dorn,N/A,N/A,N/A,N/A
Hunt A Killer: Body on the Boardwalk,K.C. Chaney,N/A,N/A,N/A,N/A
Hogs of War: The Miniatures Game,Paul D. Allen,James Faulkner,N/A,N/A,N/A
Two Rooms,Akiyama Koryo,Kozu Yusei,N/A,N/A,N/A
Road Hog: Rule the Road,Randall Hoyt,N/A,N/A,N/A,N/A
