Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Dover Patrol,Harry Gibson,N/A,N/A,N/A,N/A
Rolling Dice,Karl-Heinz Schmiel,Albrecht Werstein,Peter Wichmann,Klaus Zoch,N/A
Starship Command,Eric M. Aldrich I,Michael Fryer,Michael J. Russell,Steven Seacord,N/A
Scotland Yard: Tokyo,Projekt Team III,N/A,N/A,N/A,N/A
Anzio/Cassino,Michael Rinella,N/A,N/A,N/A,N/A
Dackel Drauf!,Carlo A. Rossi,N/A,N/A,N/A,N/A
Runemasters,Antoine Prono,N/A,N/A,N/A,N/A
Match of the Penguins,Jacques Zeimet,N/A,N/A,N/A,N/A
Ragami,Gil d'Orey,N/A,N/A,N/A,N/A
The Battle of Shiloh,Richard H. Berg,Jon Southard,N/A,N/A,N/A
Forbidden,Phil Orbanes Sr.,N/A,N/A,N/A,N/A
Dragon's Ransom,Tony Go,N/A,N/A,N/A,N/A
Quartile,Stephen De Chellis,N/A,N/A,N/A,N/A
The Journeys of Paul,Rob Anderson,N/A,N/A,N/A,N/A
Under My Bed,Chris Rowlands,N/A,N/A,N/A,N/A
Castlecards,Alberto Cano,N/A,N/A,N/A,N/A
Beetown Beatdown,N/A,N/A,N/A,N/A,N/A
Isaac,"Emiliano ""Wentu"" Venturini",N/A,N/A,N/A,N/A
Somethin' Fishy,Oliver Igelhaut,N/A,N/A,N/A,N/A
"Sheep, Dogs and Wolves",Néstor Romeral Andrés,Elena Romeral Porquet,N/A,N/A,N/A
Situation 7,Marvin Glass,N/A,N/A,N/A,N/A
Shootin' Ladders: Frag Fest,Curt Covert,N/A,N/A,N/A,N/A
Avalanche,Frank W. Sinden,N/A,N/A,N/A,N/A
Mount Tai,DuGuWei,N/A,N/A,N/A,N/A
Tiny Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Magnetism Intelligence Strategy Game,N/A,N/A,N/A,N/A,N/A
Detecteam Family: One Egg Too Many,Alexander Peshkov,Ekaterina Pluzhnikova,N/A,N/A,N/A
Warline: Maneuver Strategy & Tactics,Justin D Leingang,N/A,N/A,N/A,N/A
Scrabble Scramble,Garrett J. Donner,Michael S. Steer,Roy Wilcox,N/A,N/A
Cábalas,Carlos Esparza,Miguel Suárez Olivares,N/A,N/A,N/A
Bridget,Stefan Kögl,N/A,N/A,N/A,N/A
Lusitania XXI,João Quintela Martins,N/A,N/A,N/A,N/A
Dakara,Lionel Chauve,N/A,N/A,N/A,N/A
ロールライト	⚅富豪 (Roll Write Daifugō),Chikasuzu (ちかすず),N/A,N/A,N/A,N/A
Unlock!: Short Adventures – The Song of the Sea Spray,Lauranne Boivin,Germain Winzenschtark,N/A,N/A,N/A
Monster Slayers of Slawia,Marcin Wełnicki,N/A,N/A,N/A,N/A
Amoeba,Masahiro Nakajima,N/A,N/A,N/A,N/A
XYbrid,Gabe Shultz,N/A,N/A,N/A,N/A
Ubongo! Junior 3-D,Grzegorz Rejchtman,N/A,N/A,N/A,N/A
Necromancer,Allen Varney,N/A,N/A,N/A,N/A
Word Jam,Walter Obert,N/A,N/A,N/A,N/A
Zombie Survival: The Board Game,Kerry Breitenstein,Todd Breitenstein,N/A,N/A,N/A
Star Drifter,Ken Kennedy,N/A,N/A,N/A,N/A
Factory of Dreams,Antonin Boccara,Romaric Galonnier,N/A,N/A,N/A
Labyrinth: Disney Villains,N/A,N/A,N/A,N/A,N/A
ROFL!,John Kovalic,N/A,N/A,N/A,N/A
Sauron,Rob Mosca,N/A,N/A,N/A,N/A
Death Show TV,Lluís Collelldemont,N/A,N/A,N/A,N/A
Shenandoah: A Civil War Game of the Valley Campaigns – 1862 and 1864,J. Stephen Peek,S. Craig Taylor,Richard H. Berg,Don Lowry,N/A
Wicketz,A. W. Compton,Richard Pullen,N/A,N/A,N/A
Berserker Halflings from the Dungeon of Dragons,Stephen Tassie,N/A,N/A,N/A,N/A
"Heroes of Telemark: Commando Raids in Norway, 1942-43",Joseph Miranda,N/A,N/A,N/A,N/A
Logan Stones,John Yianni,N/A,N/A,N/A,N/A
KOZO,Mitsuo Yamamoto,N/A,N/A,N/A,N/A
Ultimate,Angelo Porazzi,N/A,N/A,N/A,N/A
Pig Pile,Richard Borg,N/A,N/A,N/A,N/A
Deck the Halls,Tai Koch,N/A,N/A,N/A,N/A
Escape Your House: Spy Team,N/A,N/A,N/A,N/A,N/A
Lodz 1914: First Blitzkrieg,David Bolt,N/A,N/A,N/A,N/A
French and Indian War,Bill Molyneaux,N/A,N/A,N/A,N/A
Hellboy: The Dice Game,Rob Burman,Matt Gilbert,N/A,N/A,N/A
Kastles: Medieval Mayhem,Tim Sharville,Paul Sharville,N/A,N/A,N/A
50 Clues: No Sign of Life,Jakob Troensegaard Bang,Jeppe Norsker,N/A,N/A,N/A
The Market: A Pocket Game,G. Wesley Cone,N/A,N/A,N/A,N/A
Bitwa Warszawska,Jan Madejski,N/A,N/A,N/A,N/A
Salta,Konrad Büttgenbach,N/A,N/A,N/A,N/A
Punch!,Alkis Moraitis,N/A,N/A,N/A,N/A
Double Series,(Uncredited),N/A,N/A,N/A,N/A
Gorynich,Arthur Viennot,N/A,N/A,N/A,N/A
Consensus Movie Edition,(Uncredited),N/A,N/A,N/A,N/A
Psychomachia,Ronald Halliday,N/A,N/A,N/A,N/A
Rory's Story Cubes: Star Wars,N/A,N/A,N/A,N/A,N/A
Trick'n Treat,Icerain Lin,N/A,N/A,N/A,N/A
Snack Match,David Amorin,Ramón Redondo,N/A,N/A,N/A
LOTS: Filled In,Zachary Connelly,Rose Connelly,N/A,N/A,N/A
Morpheus,Krzysztof Matusik,N/A,N/A,N/A,N/A
Менестрели (Minstrels),Evgeny Petrov,N/A,N/A,N/A,N/A
Buried Beneath,Dustin Hendrickson,N/A,N/A,N/A,N/A
Minuteman: The Second American Revolution,Jim Dunnigan,N/A,N/A,N/A,N/A
Monki,Antoni Guillen,Jean Pineau,N/A,N/A,N/A
Blockbuster and Chill,N/A,N/A,N/A,N/A,N/A
Capitán Bacon,Paco Gómez,Lorenzo Tarabini,N/A,N/A,N/A
On to Paris!: The Franco-Prussian War 1870-1871,Milan Becvar,N/A,N/A,N/A,N/A
Hyper Slide,Hiram Johnson,Todd Kurtzer,Sam Unsicker,N/A,N/A
Salem Church: East of Chancellorsville,Chris Perello,N/A,N/A,N/A,N/A
Legacy of Thracks: The Awakening,Balázs Svéda,N/A,N/A,N/A,N/A
Emojito!,Urtis Šulinskas,N/A,N/A,N/A,N/A
Faulpelz,Rüdiger Dorn,N/A,N/A,N/A,N/A
Swamped,Jonathan Logan Clark,Benjamin Gerber,Dennis Hoyle,N/A,N/A
Magistrar: Duel of the Mages,Robert Heller,N/A,N/A,N/A,N/A
Stonehenge and the Sun,Naotaka Shimamoto,N/A,N/A,N/A,N/A
Antarctica,Sara Florez,Juan Jimenez,N/A,N/A,N/A
Corona,Alex Randolph,N/A,N/A,N/A,N/A
Grant Moves South,Jon Southard,N/A,N/A,N/A,N/A
New Orleans Big Band,Herbert Schützdeller,N/A,N/A,N/A,N/A
Here be Dragons: Into the Unknown,Kim Åberg,Kim Jansson,N/A,N/A,N/A
Whodunit,(Uncredited),N/A,N/A,N/A,N/A
Survive Until Daylight,Thomas Filippi,Gary Paitre,N/A,N/A,N/A
Mind Map,Yohan Goh,Hope S. Hwang,Gary Kim,N/A,N/A
Battles & Leaders: A Game of Tactical Level Combat in the American Civil War 1861-1865,J. Stephen Peek,N/A,N/A,N/A,N/A
