Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
It Happens..,Stefan Feld,N/A,N/A,N/A,N/A
Reverse Charades,Scott Porter,Bryce Porter,N/A,N/A,N/A
Conquest of the Empire,"Larry Harris, Jr.",N/A,N/A,N/A,N/A
Sine Tempore,Luca Bernardini,Andrea Colletti,N/A,N/A,N/A
Die Fugger,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Mega Empires: The East,Flo de Haan,Gerart de Haan,John Rodriguez,N/A,N/A
Napoleon 1807,Denis Sauvage,N/A,N/A,N/A,N/A
Icehouse,John Cooper,Andrew Looney,N/A,N/A,N/A
Town 66,Christoph Cantzler,Anja Wrede,N/A,N/A,N/A
The Lord of the Rings: Adventure to Mount Doom,Michael Rieneck,N/A,N/A,N/A,N/A
Celebrities,(Uncredited),N/A,N/A,N/A,N/A
Big City: 20th Anniversary Jumbo Edition!,Franz-Benno Delonge,N/A,N/A,N/A,N/A
Robber Knights,Rüdiger Dorn,N/A,N/A,N/A,N/A
Seastead,Ian Cooper (I),Jan M. Gonzalez,N/A,N/A,N/A
Flashback: Zombie Kidz,Baptiste Derrez,Marc-Antoine Doyon,N/A,N/A,N/A
Heave Ho!,Richard Borg,N/A,N/A,N/A,N/A
Confrontation,Jean Bey,Jérôme Rigal,N/A,N/A,N/A
The Little Flower Shop,Steve Finn,N/A,N/A,N/A,N/A
Can't Stop Express,Sid Sackson,N/A,N/A,N/A,N/A
Ascendancy,Matthew Meeple,N/A,N/A,N/A,N/A
Cinco Linko,Deejay Wheelie Bag,N/A,N/A,N/A,N/A
Six Second Scribbles,Hazel Reynolds,N/A,N/A,N/A,N/A
Scarab Lords,Reiner Knizia,N/A,N/A,N/A,N/A
Dodo,Frank Bebenroth,Marco Teubner,N/A,N/A,N/A
Pax Hispanica,Phil Eklund,N/A,N/A,N/A,N/A
The Other Side of the Hill,Carlos Fco. Márquez Linares,N/A,N/A,N/A,N/A
Dragon Farkle,Robert J. Hudecek,N/A,N/A,N/A,N/A
Star Explorer,Łukasz Szopka,N/A,N/A,N/A,N/A
Enemy at the Gates,Dean Essig,N/A,N/A,N/A,N/A
BasketBoss,Corné van Moorsel,N/A,N/A,N/A,N/A
South Pacific: Breaking the Bismarck Barrier 1942-1943,Mark Herman,N/A,N/A,N/A,N/A
Assault on Doomrock: Ultimate Edition,Tom Stasiak,N/A,N/A,N/A,N/A
Koi-Koi,(Uncredited),N/A,N/A,N/A,N/A
Mush! Mush!: Snow Tails 2,Fraser Lamont,Gordon Lamont,N/A,N/A,N/A
Casting Shadows,Ramy Badie,N/A,N/A,N/A,N/A
Richard Scarry's Busytown: Eye found it! Game,Forrest-Pruzan Creative,N/A,N/A,N/A,N/A
Siberia: The Card Game,Reiner Stockhausen,N/A,N/A,N/A,N/A
Dogs,Marcos Macri,N/A,N/A,N/A,N/A
Crows,Tyler Sigman,N/A,N/A,N/A,N/A
Rival Cities,Andreas Steding,N/A,N/A,N/A,N/A
Tonga Bonga,Stefan Dorra,N/A,N/A,N/A,N/A
Exodus Fleet,Gabriel J. Cohn,N/A,N/A,N/A,N/A
Slide,Claude Clément,N/A,N/A,N/A,N/A
1000 Blank White Cards,Riff Conner,Nathan Phoenix,N/A,N/A,N/A
Button Men,James Ernest,N/A,N/A,N/A,N/A
Endangered Orphans of Condyle Cove,Jesse Labbe,N/A,N/A,N/A,N/A
Neolithic,John Clowdus,N/A,N/A,N/A,N/A
Gobbit,Jean-Baptiste Fremaux,Thomas Luzurier,Paul-Adrien Tournier,N/A,N/A
Warrior Knights,Derek Carver,N/A,N/A,N/A,N/A
Nebula,Cristian Bustos,Bernardo Vásquez,N/A,N/A,N/A
Hitler's Reich: WW2 in Europe,Mark McLaughlin,Fred Schachter,N/A,N/A,N/A
With a Smile & a Gun,Amanda Vallerand,N/A,N/A,N/A,N/A
Arquebus: Men of Iron Volume IV – The Battles for Northern Italy 1495-1544,Richard H. Berg,N/A,N/A,N/A,N/A
ONUS! Rome Vs Carthage,Luis Álvaro Hernández,Alvar Sanz,N/A,N/A,N/A
Aquileia,Cielo d'Oro,N/A,N/A,N/A,N/A
Exceed: Street Fighter – Ryu Box,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Source of the Nile,Ross Maker,Dave Wesely,David Wesley,Ross Maker,Mick Uhl
Cult: Choose Your God Wisely,Konstantin Seleznev,N/A,N/A,N/A,N/A
TIME Stories Revolution: A Midsummer Night,Antonin Merieux,Manuel Rozoy,N/A,N/A,N/A
Loot of Lima,Larry Levy,N/A,N/A,N/A,N/A
7th Sea Collectible Card Game,Dan Verssen,Dave Williams (II),Erik Yaple,N/A,N/A
Caesar: Conquest of Gaul,Richard H. Berg,Mark Herman,N/A,N/A,N/A
Coconuts Duo,Walter Schneider,N/A,N/A,N/A,N/A
Ada's Library,Zach Greenvoss,Amanda Greenvoss,N/A,N/A,N/A
Vom Kap bis Kairo,Günter Burkhardt,N/A,N/A,N/A,N/A
K3,Philippe Proux,N/A,N/A,N/A,N/A
Soldiers in Postmen's Uniforms,David Thompson (I),N/A,N/A,N/A,N/A
Winds of Plunder,Al Newman,N/A,N/A,N/A,N/A
1805: Sea of Glory,Phil Fry,N/A,N/A,N/A,N/A
Epic Resort,Ben Harkins,N/A,N/A,N/A,N/A
Silent Death,Kevin Barrett,N/A,N/A,N/A,N/A
The Deadlies,Paul Saxberg,N/A,N/A,N/A,N/A
"Yom Kippur: The Battle for the Sinai, October, 1973",Dean Essig,Al Sandrick,N/A,N/A,N/A
Flotsam Fight,丸田ともゆき (Tomoyuki Maruta),N/A,N/A,N/A,N/A
Cover Your Kingdom,Jeffrey Beck,N/A,N/A,N/A,N/A
"The Peloponnesian War, 431-404 BC",Mark Herman,Mark Herman,Richard Berthold,N/A,N/A
Nertz,(Uncredited),N/A,N/A,N/A,N/A
Blox,Jürgen P. Grunau,Wolfgang Kramer,Hans Raggan,N/A,N/A
Holly Jolly,Ben Pinchback,Matt Riddle,N/A,N/A,N/A
Battlestar Galactica: Starship Battles – Starter Set,Andrea Angiolino,Andrea Mainini,N/A,N/A,N/A
Penny Papers Adventures: The Valley of Wiraqocha,Henri Kermarrec,N/A,N/A,N/A,N/A
Drako: Knights & Trolls,Adam Kałuża,N/A,N/A,N/A,N/A
