Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Holdfast: Tunisia 1942-43,Matt Looby,N/A,N/A,N/A,N/A
Walkie Talkie,Isra C.,Shei S.,N/A,N/A,N/A
Trench,Rui Alípio Monteiro,N/A,N/A,N/A,N/A
Spire's End: Rangitaki,Greg Favro,N/A,N/A,N/A,N/A
Montmirail & Vauchamps 1814,Frédéric Bey,N/A,N/A,N/A,N/A
Terminator Genisys: The Miniatures Game – The War Against The Machine,Alessio Cavatore,N/A,N/A,N/A,N/A
Meridians,Kanare Kato,N/A,N/A,N/A,N/A
BIOTIX,Zachary Huff,N/A,N/A,N/A,N/A
Senjutsu: Dynamic Samurai Combat,Craig Lyon,N/A,N/A,N/A,N/A
San Guo Sha: Kingdom Wars,KayaK,N/A,N/A,N/A,N/A
Koboldbande,Gina Manola,N/A,N/A,N/A,N/A
Herdeiros do Khan,Rodrigo Rego,Lucas Ribeiro,N/A,N/A,N/A
Deductio,Nick Federico,N/A,N/A,N/A,N/A
Cartoon Network Crossover Crisis: Animation Annihilation Deck-Building Game,Matt Dunn,Matt Hyra,N/A,N/A,N/A
Ta-Da!,Stephen Avery,N/A,N/A,N/A,N/A
Vs System 2PCG: A-Force,Ben Cichoski,Daniel Mandel,N/A,N/A,N/A
Victory at Sea: World War II Naval Combat Game,Matthew Sprange,N/A,N/A,N/A,N/A
Finding Atlantis,Andreas Wilde,N/A,N/A,N/A,N/A
Triangoli,Klaus-Peter Rudolf,N/A,N/A,N/A,N/A
Downfall,John D. Clair,N/A,N/A,N/A,N/A
Camargue,Timo Diegel,N/A,N/A,N/A,N/A
Behold: Rome,Joe Klipfel,N/A,N/A,N/A,N/A
Scattergories Categories,Kim Vandenbroucke,N/A,N/A,N/A,N/A
Gads Hill 1874,Stephan Riedel,N/A,N/A,N/A,N/A
Deckscape: Tokyo Blackout,Martino Chiacchiera,Silvano Sorrentino,N/A,N/A,N/A
Crimean War Battles,Steven Ross,N/A,N/A,N/A,N/A
Skyline of the World,Hans van Tol,N/A,N/A,N/A,N/A
The Mysterious Forest,Carlo A. Rossi,N/A,N/A,N/A,N/A
Mix It,Manu Palau,N/A,N/A,N/A,N/A
Gruff: Clash of the Battle Goats,Brent Critchfield,N/A,N/A,N/A,N/A
Champions!,Frank Crittin,Grégoire Largey,Sébastien Pauchon,N/A,N/A
Rescue Polar Bears,Darren Black,Huang Yi Ming,N/A,N/A,N/A
Fill or Bust,(Uncredited),N/A,N/A,N/A,N/A
Starship Troopers Miniatures Game,Andy Chambers,N/A,N/A,N/A,N/A
Lands of the Mesozoic,Ander Guinea,N/A,N/A,N/A,N/A
War in the Pacific (Second Edition),Kevin Kiff,N/A,N/A,N/A,N/A
Guns or Treasure,Bryce Brown,N/A,N/A,N/A,N/A
Count of Nine,Scott Allen Czysz,N/A,N/A,N/A,N/A
Tyrus,Laurent Escoffier,David Franck,N/A,N/A,N/A
Luck of the Draw,Don Scott,N/A,N/A,N/A,N/A
Lightning: North Africa on to Tobruk!,Dan Verssen,N/A,N/A,N/A,N/A
Magic: The Gathering — Game Night: Free For All,Melissa DeTora,N/A,N/A,N/A,N/A
Stones of Fate,Luke Laurie,N/A,N/A,N/A,N/A
Congo: Adventures in the Heart of Africa,Fred Machu,Laurent Pouchain,N/A,N/A,N/A
Micro Moonshine,Michał Jagodziński,Kamil Langie,N/A,N/A,N/A
Pac-Man: The Board Game,(Uncredited),N/A,N/A,N/A,N/A
Dice Run,Spartaco Albertarelli,N/A,N/A,N/A,N/A
The Shadow Over Westminster,Robert Huss,N/A,N/A,N/A,N/A
Niña & Pinta,Gary Dicken,Steve Kendall,Phil Kendall,N/A,N/A
DC Comics Dice Masters: Justice Campaign Box,Mike Elliott,Eric M. Lang,N/A,N/A,N/A
Toscana,Paul Laane,N/A,N/A,N/A,N/A
Picassimo,Carlo A. Rossi,N/A,N/A,N/A,N/A
King of Chicago,Steven Camphausen,Jeppe Jorgensen,Rune Jorgensen,Jakob Keller,Morten Primdal
Trickdraw,Blake Propach,Morteza Rohaninejad,N/A,N/A,N/A
Guadalcanal,S. Craig Taylor,S. Craig Taylor,N/A,N/A,N/A
Warfighter: The Private Military Contractor Card Game,Dan Verssen,N/A,N/A,N/A,N/A
ThreeTale,Hristo Hristov,N/A,N/A,N/A,N/A
Star Wars: Trading Card Game,Richard Garfield,N/A,N/A,N/A,N/A
Ghosts Love Candy Too,Danny Devine,N/A,N/A,N/A,N/A
Assault: Sicily '43 – Gela Beachhead,Wolfgang Klein,Erich Rankl,N/A,N/A,N/A
Le Grand Voyage,Charlec Couronnaud,N/A,N/A,N/A,N/A
Red Poppies: WWI Tactics,John Gorkowski,N/A,N/A,N/A,N/A
Wave,Thomas Weber (III),N/A,N/A,N/A,N/A
Frontier Stations,Jeremy Lennert,N/A,N/A,N/A,N/A
Chickamauga: The Confederacy's Last Hope,Jon Southard,N/A,N/A,N/A,N/A
Hooyah: Navy Seals Card Game,Mike Fitzgerald,N/A,N/A,N/A,N/A
Roulette-Taking Game,T親方 (Master T),N/A,N/A,N/A,N/A
Rumblebots,Michele Piccolini,N/A,N/A,N/A,N/A
Warstones,Andrea Chiarvesio,Maurizio Favoni,N/A,N/A,N/A
Bushido,Gordon Cunningham,Toby Nathan,N/A,N/A,N/A
MERCS,Brian Shotton,N/A,N/A,N/A,N/A
Oneironauts,Oleksandr Nevskiy,N/A,N/A,N/A,N/A
Astro Trash,Kami Mandell,N/A,N/A,N/A,N/A
TOKYO JUTAKU,Jordan Draper,N/A,N/A,N/A,N/A
Risk: Halo Wars Collector's Edition,Rob Daviau,N/A,N/A,N/A,N/A
HellRail: Third Perdition,James Kyle,William V. Niebling,N/A,N/A,N/A
Johnny Reb III: Regimental Grand Tactical American Civil War Miniatures Rules,John Hill (I),N/A,N/A,N/A,N/A
3 Second Try,Daichi Chihara,Masayuki Ikegami,N/A,N/A,N/A
1793: Patriots & Traitors,Jason St.Just,N/A,N/A,N/A,N/A
Perplexus Rookie,Michael McGinnis,N/A,N/A,N/A,N/A
Olympia 2000 (v. Chr.),Stefan Dorra,N/A,N/A,N/A,N/A
Arriala: Canal de Garonne,Florian Fay,N/A,N/A,N/A,N/A
EXIT: The Game – Adventures on Catan,Inka Brand,Markus Brand,N/A,N/A,N/A
Omaha: The Bloody Beach,Dean Essig,David A. Powell,N/A,N/A,N/A
Mytikas,Augusto Rocha,N/A,N/A,N/A,N/A
Sunda to Sahul,Don Bone,N/A,N/A,N/A,N/A
Gems of Iridescia,Roberto Panetta,N/A,N/A,N/A,N/A
BarBEARian Battlegrounds,Walter Barber,Ian VanNest,N/A,N/A,N/A
Clue: The Card Game,Phil Orbanes Sr.,N/A,N/A,N/A,N/A
Dinosaur Table Battles,Amabel Holland,N/A,N/A,N/A,N/A
Floral,James Newman (I),N/A,N/A,N/A,N/A
Struggle for Europe 1939 - 1945,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Mooncake Master,Daryl Chow,N/A,N/A,N/A,N/A
Warfighter: The WWII North African Combat Card Game,Benjamin Chee,Brett Grimmond,N/A,N/A,N/A
A to Z,Gordon A. Barlow,N/A,N/A,N/A,N/A
Take Stock,Simon Hunt,N/A,N/A,N/A,N/A
Nut Hunt,Jasper Burch,N/A,N/A,N/A,N/A
Silk Road,Ted Cheatham,Bruno Faidutti,N/A,N/A,N/A
Envelopes of Cash,Andy Schwarz,N/A,N/A,N/A,N/A
Im Reich der Jadegöttin,Klaus Teuber,N/A,N/A,N/A,N/A
