Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Snake: The Board Game,N/A,N/A,N/A,N/A,N/A
Catan: Big Game Event Kit,Klaus Teuber,N/A,N/A,N/A,N/A
Fortress Sevastopol,Christian Diedler,N/A,N/A,N/A,N/A
Stoner Fluxx,Andrew Looney,Kristin Looney,N/A,N/A,N/A
Death Valley: Highs & Lows,Kevin Ellenburg,N/A,N/A,N/A,N/A
The Great Library,Vital Lacerda,N/A,N/A,N/A,N/A
Talkin' Tango,Peggy Brown,N/A,N/A,N/A,N/A
Armonia,Uwe Rosenberg,N/A,N/A,N/A,N/A
Gardens of Mars,Néstor Romeral Andrés,N/A,N/A,N/A,N/A
Fame Us,Christophe Hermier,N/A,N/A,N/A,N/A
Estate: Raise the Realm,Devon Grodkiewicz,Kathryn Hahn,N/A,N/A,N/A
Sayū,Khanat Sadomwattana,N/A,N/A,N/A,N/A
Blitzkrieg 1940,Ty Bomba,N/A,N/A,N/A,N/A
Anno Domini,Spartaco Albertarelli,N/A,N/A,N/A,N/A
Tie One On,Michael Adams,Peter Sarrett,N/A,N/A,N/A
Tentacle Town,Aaron Dill,John Kovaleski,N/A,N/A,N/A
Free Market: NYC,Izik Nevo,N/A,N/A,N/A,N/A
Cities of Venus: Lost Contact,James Staley,Adam Staley,N/A,N/A,N/A
Atelier,Alessandro Cuneo,N/A,N/A,N/A,N/A
Northern Branch: Firm With Brownies,Shun Taguchi,Aya Taguchi,N/A,N/A,N/A
Götterdämmerung,Masahiro Yamazaki,N/A,N/A,N/A,N/A
Guildlands,Ken Boyter,Kedric Winks,N/A,N/A,N/A
The Campaign for North Africa: The Desert War 1940-43,Richard H. Berg,N/A,N/A,N/A,N/A
Smithereens: The End of World War II in Europe,Ty Bomba,N/A,N/A,N/A,N/A
Escape from Station 52,Emanoel Melo,N/A,N/A,N/A,N/A
Jabberwocky,Mark Bethell,Patrick Chapman,Joel Colombo,Peter C. Hayward,N/A
"Warhammer 40,000: Darktide – The Miniatures Game",N/A,N/A,N/A,N/A,N/A
My Own Toy Shop,Evgeny Nikitin,N/A,N/A,N/A,N/A
One Night Werewolf: Monster,Akihisa Okui,N/A,N/A,N/A,N/A
Road to Independence: The American Revolution 1775-1783,Steve Kling,N/A,N/A,N/A,N/A
In A Bind Jr,Bez Shahriari,N/A,N/A,N/A,N/A
Dragons of Glory,Tracy Hickman,Douglas Niles,N/A,N/A,N/A
Sodalis,N/A,N/A,N/A,N/A,N/A
Investigation Express,Antonin Boccara,N/A,N/A,N/A,N/A
Neko Harbour: The Card Game,Citie Lo,N/A,N/A,N/A,N/A
Periorbis,Jase Allan,Dave Morton,Gareth Newton-Williams,N/A,N/A
Thunder at the Crossroads: The Battle of Gettysburg,David A. Powell,N/A,N/A,N/A,N/A
Name Burst,Brian Hersch,N/A,N/A,N/A,N/A
Scurvy Musketeers of the Spanish Main,Stephen Tassie,N/A,N/A,N/A,N/A
Valley Of The Four Winds,Lewis Pulsipher,N/A,N/A,N/A,N/A
Primal Hex,Marcin Sokołowski,N/A,N/A,N/A,N/A
Hunted: North Pole (2nd Edition),Gabe Barrett,N/A,N/A,N/A,N/A
Camping Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Drogi do Rzymu,Matthieu Podevin,N/A,N/A,N/A,N/A
Kampen om Fredriksten,Aasmund Kaldestad,Kristian Amundsen Østby,N/A,N/A,N/A
Uranus!,Ellie Dix,N/A,N/A,N/A,N/A
Sarah's Vision,Anthony Howgego,N/A,N/A,N/A,N/A
4 Seasons,David Parlett,N/A,N/A,N/A,N/A
Tea Time Crime,Dirk Barsuhn,N/A,N/A,N/A,N/A
The Mysterious Magical Lake,Stefan Kloß,Anna Oppolzer,N/A,N/A,N/A
How to Host a Murder: The Watersdown Affair,Robert R. Johnson,Anne L. Johnson,N/A,N/A,N/A
Sacred Rites,Julia Koerwer,Jono Naito,N/A,N/A,N/A
National Lampoon's Christmas Vacation: Twinkling Lights Game,Matt Christianson,Funko Games,N/A,N/A,N/A
Montebello,François Vander Meulen,N/A,N/A,N/A,N/A
Order Up,August M. George,Daniel A. George (I),N/A,N/A,N/A
What Lies Beneath,Chris Scaffidi,N/A,N/A,N/A,N/A
Erie Railroad,John Bohrer,N/A,N/A,N/A,N/A
Knitting: The Card Game,Lacey Ziemkiewicz,N/A,N/A,N/A,N/A
Fauna Kompakt,Friedemann Friese,N/A,N/A,N/A,N/A
No Swap No Pay,Olivier Cipière,N/A,N/A,N/A,N/A
Obelus,Chris A. Williams,N/A,N/A,N/A,N/A
Wackee SIX,Wally Robinson,Belva Robinson,N/A,N/A,N/A
Das große Kullern,Jens-Peter Schliemann,Bernhard Weber,N/A,N/A,N/A
Rocca Rails,Masahiro Kakinokihara,Trůlie Okamocĕk,N/A,N/A,N/A
Botanists,Violaine Malié,N/A,N/A,N/A,N/A
Chip 'n' Dale: Christmas Treasures,Funko Games,Ket Ng,N/A,N/A,N/A
Records of Three Kingdoms 190-280,Angeral Peng,N/A,N/A,N/A,N/A
Banque Fatale,Stefan Dorra,N/A,N/A,N/A,N/A
Savage Planet: The Fate of Fantos,Darth Rimmer,Travis Watkins,N/A,N/A,N/A
Troublez,Petr Vojtěch,N/A,N/A,N/A,N/A
Guillotine,Scott Marley,N/A,N/A,N/A,N/A
I Love Portugal,Nuno Bizarro Sentieiro,Paulo Soledade,N/A,N/A,N/A
Pusher,Werner Falkhof,N/A,N/A,N/A,N/A
Invers,Kris Burm,N/A,N/A,N/A,N/A
Dreadball: KickOff,Jake Thornton,N/A,N/A,N/A,N/A
"Little Bird, Big Hunger",Tim Rogasch,N/A,N/A,N/A,N/A
Hitodama,Alonso Adrian Luzarreta Salinas,N/A,N/A,N/A,N/A
Terminus Frontier,Jason Yeung,Jeffrey Yeung,N/A,N/A,N/A
Hansa Guilds,Przemek Wojtkowiak,N/A,N/A,N/A,N/A
Thoughtwave,Eric Solomon,N/A,N/A,N/A,N/A
Battle for Sularia,Jesse Bergman,John Kimmel (I),N/A,N/A,N/A
APBA American Saddle Racing,(Uncredited),N/A,N/A,N/A,N/A
Wissembourg & Spicheren 1870,Arnold Giraud-Moser,Luc Olivier,N/A,N/A,N/A
1914,Jim Dunnigan,James Dunnigan,Scotty Bowden,Jeff Stein,N/A
Election Night!,Jim Moran,N/A,N/A,N/A,N/A
6th Sense,Robert Brouwer,N/A,N/A,N/A,N/A
Hungarian Tarokk,N/A,N/A,N/A,N/A,N/A
CLUE: Firefly Edition,N/A,N/A,N/A,N/A,N/A
Jackson & Sheridan: The Valley Campaigns,Matt Burchfield,Grant Wylie,Mike Wylie,N/A,N/A
Marooned! A solo game of survival,Mark Tuck,N/A,N/A,N/A,N/A
Pentaurus: Duel,Javier Fuentes,Rafael Oliva,N/A,N/A,N/A
Rewind,Christopher Wray,N/A,N/A,N/A,N/A
Worst In Show,ましかまる (Mashikamaru),N/A,N/A,N/A,N/A
My Very First Games: Animal Upon Animal Junior,Klaus Miltenberger,N/A,N/A,N/A,N/A
Pentalath,Cameron Browne,N/A,N/A,N/A,N/A
Fossil Canyon,Kevin Lynch,N/A,N/A,N/A,N/A
The Golden Wilderness,Joseph Fatula,N/A,N/A,N/A,N/A
Avec Infini Regret III: Moncontour 1569,Laurent Closier,Florent Coupeau,N/A,N/A,N/A
Seven Swords,Óscar Arévalo,N/A,N/A,N/A,N/A
Fatal Alliances II,Harry Rowland,N/A,N/A,N/A,N/A
