Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
4 Player Chess,George Hope Verney,N/A,N/A,N/A,N/A
Renegade Legion: Leviathan,"L. Ross Babcock, III",Sam Lewis,Jordan Weisman,N/A,N/A
"Across Suez: The Battle of the Chinese Farm October 15, 1973",Jim Dunnigan,Mark Herman,N/A,N/A,N/A
Kardinal,Wolfgang Panning,N/A,N/A,N/A,N/A
Siempre de WN,Juan D. Echeverría,Miguel Suárez Olivares,Roberto D. Rivera,N/A,N/A
Rory's Story Cubes: Fright,Rory O'Connor,N/A,N/A,N/A,N/A
Hundred Days 20: Tolentino 20 + Waterloo 20,Jack Gill,Joseph Miranda,N/A,N/A,N/A
Mysthea: The Fall,Martino Chiacchiera,Marta Ciaccasassi,N/A,N/A,N/A
The Island,(Uncredited),N/A,N/A,N/A,N/A
Oh My Pigeons!,N/A,N/A,N/A,N/A,N/A
Qwingo,Heinz Meister,N/A,N/A,N/A,N/A
OPEN,Takashi Saito,N/A,N/A,N/A,N/A
Dorasure,KTR,N/A,N/A,N/A,N/A
Fist of Dragonstones: The Tavern Edition,Bruno Faidutti,Michael Schacht,N/A,N/A,N/A
Zurmat: Small Scale Counterinsurgency,Tim Densham,N/A,N/A,N/A,N/A
Azhanti High Lightning,Frank Chadwick,Marc W. Miller,N/A,N/A,N/A
Meltdown 2020,Corné van Moorsel,N/A,N/A,N/A,N/A
The Front Nine,Nick Case,N/A,N/A,N/A,N/A
Mistkäfer,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
1914: Germany at War,Emanuele Santandrea,N/A,N/A,N/A,N/A
Castellum: Maastricht,Erik Scheele,N/A,N/A,N/A,N/A
Dungeon Dice,Paul J. Gruen,N/A,N/A,N/A,N/A
Korsun Pocket: Little Stalingrad on the Dnepr,Jack Radey,Jack Radey,N/A,N/A,N/A
La Révolution française: La patrie en danger 1791-1795,Jean-Philippe Caillat,Jean-Pierre Coureil,Charles-Jean Gérard,Robin Goyon,N/A
Heroes of the Sanctum: The Strategy Card Game,Simon Duong,Mel Georgiou,N/A,N/A,N/A
Talisman: Harry Potter,N/A,N/A,N/A,N/A,N/A
Rogue State,Mike Mollineaux,N/A,N/A,N/A,N/A
Realm of Wonder,Pauli Jantunen,Mikko Punakallio,Saku Tuominen,Max Wikström,N/A
Great War at Sea 2: The North & Baltic Seas,Michael Bennighof,N/A,N/A,N/A,N/A
ChronoCops: Da Vinci's Universal Dilemma,Martin Kallenborn,Matthias Prinz,N/A,N/A,N/A
Barbascura X: Evolversi Male,Alessandro Cuneo,N/A,N/A,N/A,N/A
Save Patient Zero,Cédric Martinez,N/A,N/A,N/A,N/A
Hibernia,Eric B. Vogel,N/A,N/A,N/A,N/A
Death Wears White,Guillaume Montiage,N/A,N/A,N/A,N/A
Improvement of the POLIS,Head Quarter Simulation Game Club,N/A,N/A,N/A,N/A
Merchants of Andromeda,Reiner Knizia,N/A,N/A,N/A,N/A
Galactic Warlords: Battle for Dominion,Babis Giannios,N/A,N/A,N/A,N/A
Union vs. Central,Dieter Danziger,N/A,N/A,N/A,N/A
No Time For Heroes,Rodrigo González,N/A,N/A,N/A,N/A
ECO: Coral Reef,Izik Nevo,N/A,N/A,N/A,N/A
Warzone (Second Edition),Patrick Casey,John Grant (I),Mike Murtha,N/A,N/A
Iro,Khanat Sadomwattana,N/A,N/A,N/A,N/A
Sherwood Bandits,Luca Ricci,N/A,N/A,N/A,N/A
Karma,Marsha J. Falco,N/A,N/A,N/A,N/A
JamSumo (Second Edition),Gavin Birnbaum,N/A,N/A,N/A,N/A
Mia London and the Case of the 625 Scoundrels,Antoine Bauza,Corentin Lebrat,N/A,N/A,N/A
1836,John Bohrer,N/A,N/A,N/A,N/A
Clay-O-Rama,"David ""Zeb"" Cook",N/A,N/A,N/A,N/A
Time Capsules,Yaroslav Kustov,N/A,N/A,N/A,N/A
FILLIT,Ryo Nakamura (中村 良),N/A,N/A,N/A,N/A
9upper 瞎掰王,(Uncredited),N/A,N/A,N/A,N/A
Space Aztecs,Romaric Galonnier,N/A,N/A,N/A,N/A
Ad Acta,Andrea Meyer,N/A,N/A,N/A,N/A
Stick Collection,Yoshihisa Itsubaki,N/A,N/A,N/A,N/A
Mighty,(Uncredited),N/A,N/A,N/A,N/A
Laniakea,Marco Teubner,N/A,N/A,N/A,N/A
Legends of Boxing,Gary Brown,N/A,N/A,N/A,N/A
Guadalcanal: Semper Fi Series,Michael Bennighof,Brian L. Knipple,N/A,N/A,N/A
