Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
A las Barricadas!,Juan Carlos Cebrián,Nicolás Eskubi,N/A,N/A,N/A
Traffic Jam,Paco Gómez,N/A,N/A,N/A,N/A
Genji,Dylan Kirk,N/A,N/A,N/A,N/A
Hex Effects,Ben Bronstein,Jade Shames,Kat Thek,N/A,N/A
Wabbit Wampage,Mark Acres,N/A,N/A,N/A,N/A
Verrix,Tommaso Roberto Ceglia,Riccardo Corti,N/A,N/A,N/A
Quashars,新澤 大樹 (Taiki Shinzawa),N/A,N/A,N/A,N/A
Oh Really?,MC Marquis,N/A,N/A,N/A,N/A
Battlefields of the Napoleonic Wars,Paolo Mori,Alessandro Zucchini,N/A,N/A,N/A
Don't Look Back,Matthew Burns,N/A,N/A,N/A,N/A
Strawberry Sunset,Justin Biegger,Mathew Sisson,N/A,N/A,N/A
Twin Stars: Adventure Series II,Mike Mullins,Jason Tagmire,N/A,N/A,N/A
Brokies,かぶきけんいち (Kenichi Kabuki),N/A,N/A,N/A,N/A
Whitewater,Fréderic Moyersoen,N/A,N/A,N/A,N/A
Atlantic Storm: Admiral's Edition,Ben Knight,N/A,N/A,N/A,N/A
Clue,N/A,N/A,N/A,N/A,N/A
Boochie,Forrest-Pruzan Creative,N/A,N/A,N/A,N/A
Hand and Foot,(Uncredited),N/A,N/A,N/A,N/A
Marvel Dice Throne: X-Men – Iceman v. Psylocke v. Storm v. Wolverine,Gavan Brown,Nate Chatellier,Manny Trembley,N/A,N/A
The Three Days Of Gettysburg,Richard H. Berg,N/A,N/A,N/A,N/A
Serbia the Defiant / Romania: Transylvanian Gambit,David Schroeder,N/A,N/A,N/A,N/A
Maus au Chocolat,Christian Fiore,Knut Happel,N/A,N/A,N/A
Last Days: Zombie Apocalypse,Ash Barker,N/A,N/A,N/A,N/A
Kahmaté,Igor Davin,N/A,N/A,N/A,N/A
Trick or Treat,Patrick Leder,N/A,N/A,N/A,N/A
After the Holocaust: The Nuclear Devastation of America – Recovery and Reunification,Irad B. Hardy,Redmond A. Simonsen,N/A,N/A,N/A
Cake Duel,Cory Li,Ruwen Liu,Haitao Mao,N/A,N/A
Forks,Mark Stockton-Pitt,N/A,N/A,N/A,N/A
Duel for Kharkov,David Bolt,Jack Radey,N/A,N/A,N/A
Epées et Hallebardes 1315-1476,Frédéric Bey,N/A,N/A,N/A,N/A
Recreo Arcano,Martín Oddino,N/A,N/A,N/A,N/A
"Storm Over Madrid 1936: ""Miracle of November""",Angel Ballesteros,François-Xavier Euzet,N/A,N/A,N/A
Magic Fold,Bruno Cathala,Yohan Goh,N/A,N/A,N/A
"Patton's Vanguard: The Battle of Arracourt, 1944",Michael Rinella,N/A,N/A,N/A,N/A
The Grass Crown,Amabel Holland,N/A,N/A,N/A,N/A
The Aztec Market,Victor Melo,Victor Melo,Oriol Comas i Coma,N/A,N/A
Zaubertrank der vier Elemente,Steffen Mühlhäuser,René Puttin,N/A,N/A,N/A
Clue: Robbery at the Museum,George Feledichuk,"David ""Duvey"" Rudow",Leo Taylor,N/A,N/A
Zimby Mojo,Jenna Felli,N/A,N/A,N/A,N/A
The Stars Align,Sean Fenemore,Matt Radcliffe,N/A,N/A,N/A
Death Over The Kingdom,Sergio Rodriguez Yanes,N/A,N/A,N/A,N/A
Mirror Mansion,Inka Brand,Markus Brand,N/A,N/A,N/A
Cadaver,Kedric Winks,N/A,N/A,N/A,N/A
"A Frozen Hell: The Battle of Tolvajärvi, Russo-Finnish War, 1939",Dean Essig,Alan Wambold,N/A,N/A,N/A
Hoppe Reiter,Susanne Gawlik,N/A,N/A,N/A,N/A
History of the Ancient Seas I: HELLAS,Karl Hausser,N/A,N/A,N/A,N/A
MEOW,Reiner Knizia,N/A,N/A,N/A,N/A
Eylau 1807,Frédéric Bey,N/A,N/A,N/A,N/A
呪術トリック (Cursed Tricks),Roreruridou (ろれるり堂),N/A,N/A,N/A,N/A
War Stories: Red Storm,Dirk Knemeyer,Michael W. Tan,N/A,N/A,N/A
Stockmarket,(Uncredited),N/A,N/A,N/A,N/A
Vigilante,Reed Mascola,N/A,N/A,N/A,N/A
Journal 29 Revelation: Interactive Book Game,D. Chassapakis,N/A,N/A,N/A,N/A
Bezique,(Uncredited),N/A,N/A,N/A,N/A
The Last King of Scotland: The Uganda-Tanzania War 1978-1979,Dennis Bishop,N/A,N/A,N/A,N/A
Iéna 1806,Frédéric Bey,N/A,N/A,N/A,N/A
Connecting Flights,Rafa Dawid,N/A,N/A,N/A,N/A
Noises at Night,Floyd Lu,N/A,N/A,N/A,N/A
King Of The Hill: The Dwarf Throne,Adrià Càmara,Oriol Tutusaus,N/A,N/A,N/A
Conquest,Donald Benge,Donald Benge,N/A,N/A,N/A
Das Kleine Gespenst,Kai Haferkamp,N/A,N/A,N/A,N/A
Star Wars Labyrinth,Max J. Kobbert,N/A,N/A,N/A,N/A
The Broadway Game,Ernie Parmentier,Ernie Parmentier,N/A,N/A,N/A
Like Lions They Fought,Dennis Bishop,N/A,N/A,N/A,N/A
"Battle for Galicia, 1914",Michael Resch,N/A,N/A,N/A,N/A
Amenaza Gigante,Martín Carini,Alfonso García,Momentum Ludis,N/A,N/A
Colonies,Morten Andersen,Tina Christensen,Robert Bonde Jensen,Lone Gram Larsen,N/A
Command Decision 2nd Edition,Frank Chadwick,N/A,N/A,N/A,N/A
Le Vol de l'Aigle,Didier Rouy,N/A,N/A,N/A,N/A
The Dauphin and the Sword,Frédéric Bey,N/A,N/A,N/A,N/A
Nuevo Mundo,Luis Fernando Marcantoni,N/A,N/A,N/A,N/A
Wanzen tanzen,Reinhard Staupe,N/A,N/A,N/A,N/A
K'uh Nah,Adam E. Daulton,N/A,N/A,N/A,N/A
TonTon,長谷川 登鯉 (Tori Hasegawa),N/A,N/A,N/A,N/A
Alarún,Ruben Dijkstra,Ruurd Lammers,N/A,N/A,N/A
3D Labyrinth,Michael Feldkötter,N/A,N/A,N/A,N/A
Bite and Write: The Treaty of Rodentia,Miguel Suárez Olivares,N/A,N/A,N/A,N/A
Gauner raus!,René Puttin,N/A,N/A,N/A,N/A
L'Auberge des pirates,James Ernest,N/A,N/A,N/A,N/A
Season Ticket Baseball,Clay Dreslough,N/A,N/A,N/A,N/A
Doctor Who: The Card Game,Martin Wallace,N/A,N/A,N/A,N/A
Jinja,Kevin Crosby,Cory Goff,N/A,N/A,N/A
Amphipolis,Reiner Knizia,N/A,N/A,N/A,N/A
Against All Odds,Ray Tapio,N/A,N/A,N/A,N/A
Maloney's Inheritance,Sid Sackson,N/A,N/A,N/A,N/A
Red HINT,Jesper Bülow,Jonas Resting-Jeppesen,N/A,N/A,N/A
Silicon Valley,Scott Almes,N/A,N/A,N/A,N/A
Fief,Philippe Mouchebeuf,N/A,N/A,N/A,N/A
The Lonely Mountain,Coleman Charlton,N/A,N/A,N/A,N/A
Adventure Time Card Wars: Fionna vs Cake,Richelle Brady,Cory Jones,N/A,N/A,N/A
"The Battle of Nations: The Encirclement at Leipzig, 16-19 October 1813",Edward Curran,N/A,N/A,N/A,N/A
Phase 10 Twist,Ken Johnson,N/A,N/A,N/A,N/A
Sid Meier's Civilization: The Card Game,Soren Johnson,Sid Meier,N/A,N/A,N/A
Adventure Time Card Wars: Lemongrab vs. Gunter,Matt Hyra,Cory Jones,N/A,N/A,N/A
Cathood,Fábio Lima,N/A,N/A,N/A,N/A
Bolets,Olga Ortiz,N/A,N/A,N/A,N/A
Unlock!: Short Adventures – Dans la tête de Sherlock Holmes,Cyril Demaegd,Dave Neale,N/A,N/A,N/A
Outsmarted!,N/A,N/A,N/A,N/A,N/A
Gods' Gambit,Seiji Kanai,N/A,N/A,N/A,N/A
Royale: Party at Louis',Wouter van Strien,N/A,N/A,N/A,N/A
