Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
You're Bluffing!,Rüdiger Koltze,N/A,N/A,N/A,N/A
War Room,"Larry Harris, Jr.",N/A,N/A,N/A,N/A
Exploding Kittens: Party Pack,Matthew Inman,Elan Lee,Shane Small,N/A,N/A
Project: ELITE,Konstantinos Kokkinis,Sotirios Tsantilas,N/A,N/A,N/A
Citrus,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Gaslands: Refuelled,Mike Hutchinson,N/A,N/A,N/A,N/A
B-17: Queen of the Skies,Glen Frank,Bruce Shelley,N/A,N/A,N/A
The Thing: Infection at Outpost 31,Joe Van Wetering,N/A,N/A,N/A,N/A
Snake Oil,Jeff Ochs,N/A,N/A,N/A,N/A
Seeland,Günter Burkhardt,Wolfgang Kramer,N/A,N/A,N/A
Ticket to Ride: First Journey (U.S.),Alan R. Moon,N/A,N/A,N/A,N/A
Taco Cat Goat Cheese Pizza,Dave Campbell (II),N/A,N/A,N/A,N/A
Steel Driver,Martin Wallace,N/A,N/A,N/A,N/A
LUNA Capital,Jose Ramón Palacios,N/A,N/A,N/A,N/A
Origins: First Builders,Adam Kwapiński,N/A,N/A,N/A,N/A
Warhammer: Diskwars,Tom Jolly,Lukas Litzsinger,Christian T. Petersen,N/A,N/A
A Victory Lost: Crisis in Ukraine 1942-1943,Tetsuya Nakamura,N/A,N/A,N/A,N/A
The Red Dragon Inn 3,Cliff Bohm,Geoff Bottone,Jeff Morrow,N/A,N/A
Maskmen,Jun Sasaki,新澤 大樹 (Taiki Shinzawa),N/A,N/A,N/A
Carcassonne: Gold Rush,Klaus-Jürgen Wrede,N/A,N/A,N/A,N/A
Four Against Darkness,Andrea Sfiligoi,N/A,N/A,N/A,N/A
Marvel Zombies: X-Men Resistance,Fábio Cury,Michael Shinall,N/A,N/A,N/A
Prey Another Day,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Empire's End,John D. Clair,N/A,N/A,N/A,N/A
Hearts,(Uncredited),N/A,N/A,N/A,N/A
Nimalia,William Liévin,N/A,N/A,N/A,N/A
Field Commander: Napoleon,Dan Verssen,N/A,N/A,N/A,N/A
Amalfi: Renaissance,Takeo Yamada,N/A,N/A,N/A,N/A
Legend of the Five Rings,Jeff Alexander,Brent Keith,Bryan Reese,David Seay,N/A
Founding Fathers,Christian Leonhard,Jason Matthews,N/A,N/A,N/A
SNCF: France & Germany,John Bohrer,N/A,N/A,N/A,N/A
Breakout: Normandy,Don Greenwood,James Stahler,James Stahler,Don Greenwood,Don Greenwood
Pyramid of Pengqueen,Marcel-André Casasola Merkle,N/A,N/A,N/A,N/A
Medium,Danielle Deley,Lindsey Sherwood,Nathan Thornton,N/A,N/A
Royal Palace,Xavier Georges,N/A,N/A,N/A,N/A
Boss Monster 2: The Next Level,Johnny O'Neal,Chris O'Neal,Christopher O'Neal,N/A,N/A
Bruxelles 1893: Belle Époque,Etienne Espreman,N/A,N/A,N/A,N/A
Altar Quest,Adam Sadler,Brady Sadler,N/A,N/A,N/A
Eurorails,Darwin Bromley,Steven Courtemanche,Larry Roznai,N/A,N/A
Spades,(Uncredited),N/A,N/A,N/A,N/A
Ribbit,Reiner Knizia,N/A,N/A,N/A,N/A
Bootleggers,Don Beyer,Ray Eifler,Steve Gross,N/A,N/A
Coal Baron: The Great Card Game,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Mysthea,Martino Chiacchiera,Marta Ciaccasassi,N/A,N/A,N/A
Looot,Charles Chevallier,Laurent Escoffier,N/A,N/A,N/A
Edo,Louis Malz,Stefan Malz,N/A,N/A,N/A
Forge War,Isaac Childres,N/A,N/A,N/A,N/A
Great Plains,Trevor Benjamin,Brett J. Gilbert,N/A,N/A,N/A
Wasabi!,Josh Cappel,Adam Gertzbein,N/A,N/A,N/A
Claim 2,Scott Almes,N/A,N/A,N/A,N/A
Harbour,Scott Almes,N/A,N/A,N/A,N/A
Next Station: Paris,Matthew Dunstan,N/A,N/A,N/A,N/A
Kolejka,Karol Madaj,N/A,N/A,N/A,N/A
Balderdash,Laura Robinson,Paul Toyne,N/A,N/A,N/A
Heroscape Marvel: The Conflict Begins,Stephen Baker,Rob Daviau,Chris Nelson,Craig Van Ness,N/A
HeroQuest Advanced Quest,Stephen Baker,N/A,N/A,N/A,N/A
Keltis,Reiner Knizia,N/A,N/A,N/A,N/A
Dr. Eureka,Roberto Fraga,N/A,N/A,N/A,N/A
Minos: Dawn of the Bronze Age,Stan Kordonskiy,N/A,N/A,N/A,N/A
Red Outpost,Raman Hryhoryk,N/A,N/A,N/A,N/A
John Company,Cole Wehrle,N/A,N/A,N/A,N/A
Legends of Andor: The Last Hope,Michael Menzel,N/A,N/A,N/A,N/A
Caesar's Empire,Matthieu Podevin,N/A,N/A,N/A,N/A
Spring Meadow,Uwe Rosenberg,N/A,N/A,N/A,N/A
Relic,John Goodenough,Jason Walden,N/A,N/A,N/A
Tainted Grail: Kings of Ruin,Andrzej Betkiewicz,Michał Lach,Krzysztof Piskorski,Konrad Sulżycki,N/A
Joan of Arc: Orléans Draw & Write,Ryan Hendrickson,Reiner Stockhausen,N/A,N/A,N/A
Anomia: Party Edition,Andrew Innes,N/A,N/A,N/A,N/A
Hamburg,Stefan Feld,N/A,N/A,N/A,N/A
Bios: Genesis,Phil Eklund,N/A,N/A,N/A,N/A
Hands in the Sea,Daniel Berger (I),N/A,N/A,N/A,N/A
The Chameleon,Rikki Tahta,N/A,N/A,N/A,N/A
Monkey Palace,David Gordon (I),TAM,N/A,N/A,N/A
Unmatched: Buffy the Vampire Slayer,Rob Daviau,Justin D. Jacobson,N/A,N/A,N/A
Bristol 1350,Travis Hancock,N/A,N/A,N/A,N/A
La Granja: No Siesta,Andreas Odendahl,N/A,N/A,N/A,N/A
Pax Pamir,Phil Eklund,Cole Wehrle,N/A,N/A,N/A
Dungeons & Dragons Dice Masters: Battle for Faerûn,Mike Elliott,Eric M. Lang,N/A,N/A,N/A
Cthulhu Realms,Darwin Kastle,N/A,N/A,N/A,N/A
Ground Floor,David Short,N/A,N/A,N/A,N/A
DC Comics Dice Masters: Justice League,Mike Elliott,Eric M. Lang,N/A,N/A,N/A
Flesh and Blood,Jason Chung,Chris Gehring,James White,N/A,N/A
Riff Raff,Christoph Cantzler,N/A,N/A,N/A,N/A
Rise to Nobility,Vojkan Krstevski,Ivana Krstevski,Maja Matovska,Toni Toshevski,N/A
Rommel in the Desert,Craig Besinque,N/A,N/A,N/A,N/A
Dragonwood,Darren Kisgen,N/A,N/A,N/A,N/A
Archaeology: The Card Game,Phil Walker-Harding,N/A,N/A,N/A,N/A
Royal Visit,Reiner Knizia,N/A,N/A,N/A,N/A
Autobahn,Fabio Lopiano,Nestore Mangone,N/A,N/A,N/A
Dice Throne: Season One ReRolled – Treant v. Ninja,Nate Chatellier,Manny Trembley,N/A,N/A,N/A
Arena: Roma II,Stefan Feld,N/A,N/A,N/A,N/A
EXIT: The Game – Theft on the Mississippi,Inka Brand,Markus Brand,Ralph Querfurth,N/A,N/A
Dice Throne: Season One ReRolled – Monk v. Paladin,Nate Chatellier,Manny Trembley,N/A,N/A,N/A
Ascension Tactics: Miniatures Deckbuilding Game,Justin Gary,Ryan Sutherland,N/A,N/A,N/A
Hot Streak,Jon Perry,N/A,N/A,N/A,N/A
Terra,Friedemann Friese,N/A,N/A,N/A,N/A
Lignum (Second Edition),Alexander Huemer,N/A,N/A,N/A,N/A
Shadows of Brimstone: Forbidden Fortress,Jason C. Hill,N/A,N/A,N/A,N/A
Yunnan,Aaron Haag,N/A,N/A,N/A,N/A
Lifeboats,Ronald Wettering,N/A,N/A,N/A,N/A
