Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
KAPOW! Volume 2,Larry Bogucki,Robert Dougherty,Douglas Hettrick,Carl Van Ostrand,N/A
Ramses II,Gunter Baars,N/A,N/A,N/A,N/A
Abande,Dieter Stein,N/A,N/A,N/A,N/A
Strong Stuff!,Heinz Meister,N/A,N/A,N/A,N/A
Operation Michael,John Best,Dean Essig,N/A,N/A,N/A
Storm Hollow: A Storyboard Game,Julian Leiberan-Titus,Angela Hickman Newnham,N/A,N/A,N/A
Alien City,Michael Schoessow,N/A,N/A,N/A,N/A
T-Rex's Holiday,Yu Wang,N/A,N/A,N/A,N/A
Freeze,Andrea Meyer,Hans-Peter Stoll,N/A,N/A,N/A
Anno Domini: Im Namen des Gesetzes,Urs Hostettler,N/A,N/A,N/A,N/A
Operation Grenade: The Battle for the Rhineland 23 Feb. - 5 Mar. '45,Joseph M. Balkoski,N/A,N/A,N/A,N/A
Fast & Furious: Full Throttle,Jeff Horger,Carla Horger,N/A,N/A,N/A
Evil Corp.,Jérémy Ducret,N/A,N/A,N/A,N/A
Drinking Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Sunny Day Sardines,Jeremiah Acevedo,N/A,N/A,N/A,N/A
Día de Playa,Christian Bernhardt,N/A,N/A,N/A,N/A
Wildstyle,Peter Ridgeway,N/A,N/A,N/A,N/A
Perryville,Dean Essig,David A. Powell,N/A,N/A,N/A
The Great Evening Banquet,Saashi,N/A,N/A,N/A,N/A
"Run, Ghost, Run!",Amine Mohamed Rahmani,Phil Vizcarro,N/A,N/A,N/A
€uro Crisis,Galgor,N/A,N/A,N/A,N/A
Titan Legions,Andy Chambers,N/A,N/A,N/A,N/A
Arkham Noir: Collector Case #2 – The King in Yellow,Yves Tourigny,N/A,N/A,N/A,N/A
Clash of Wills: Shiloh 1862,Coleman Charlton,Martin Wallace,N/A,N/A,N/A
Milkman,Joshua J Mills,N/A,N/A,N/A,N/A
Pirate Legends,Annick Lobet,N/A,N/A,N/A,N/A
World of Draghan: Sneaky Ol' Dragons,Lee D'Arcy,N/A,N/A,N/A,N/A
