Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Wreckland Run,Scott Almes,N/A,N/A,N/A,N/A
Doodle Quest,Laurent Escoffier,David Franck,N/A,N/A,N/A
Ice Flow,Dean Conrad,John Streets,N/A,N/A,N/A
Founders of Teotihuacan,Filip Głowacz,N/A,N/A,N/A,N/A
The Hunt,Matthias Cramer,Engin Cramer,N/A,N/A,N/A
Mint Delivery,Justin Blaske,N/A,N/A,N/A,N/A
Conflict of Heroes: Awakening the Bear – Operation Barbarossa 1941 (Third Edition),Uwe Eickert,Gunter Eickert,N/A,N/A,N/A
Quartermaster General: The Cold War,Ian Brody,N/A,N/A,N/A,N/A
Bring Your Own Book,Matthew Moore,N/A,N/A,N/A,N/A
Arkham Noir: Case #2 – Called Forth By Thunder,Yves Tourigny,N/A,N/A,N/A,N/A
1841: Railways in Northern Italy,Manlio Manzini,Federico Vellani,N/A,N/A,N/A
Embarcadero,Adam Buckingham,Ed Marriott,N/A,N/A,N/A
Red Dust Rebellion,Jarrod Carmichael,N/A,N/A,N/A,N/A
Madame Ching,Bruno Cathala,Ludovic Maublanc,N/A,N/A,N/A
Smash Up: Marvel,Sean Fletcher,Paul Peterson,N/A,N/A,N/A
Great Wall of China,Reiner Knizia,N/A,N/A,N/A,N/A
Nile DeLuxor,Daniel Callister,James Mathe,N/A,N/A,N/A
Forever Home,Lottie Hazell,Jack Hazell,N/A,N/A,N/A
Wild Gardens,Isaac Vega,N/A,N/A,N/A,N/A
Hidden Games Crime Scene: The Midnight Crown,N/A,N/A,N/A,N/A,N/A
Leaping Lemmings,John Poniske,Rick Young,N/A,N/A,N/A
The Siege of Jerusalem (Third Edition),Fred Schachter,Steve Weiss,Don Greenwood,N/A,N/A
Crimson Company,Fabian Fischer,Dario Reinhardt,N/A,N/A,N/A
SAS: Rogue Regiment,Robert Butler,N/A,N/A,N/A,N/A
Paris: New Eden,Florian Grenier,Ludovic Maublanc,N/A,N/A,N/A
Magna Grecia,Leo Colovini,Michael Schacht,Leo Colovini,Michael Schacht,N/A
Among the Stars: Revival,Vangelis Bagiartakis,Panagiotis Zinoviadis,N/A,N/A,N/A
Rattlebones,Stephen Glenn,N/A,N/A,N/A,N/A
Flyin' Goblin,Corentin Lebrat,Théo Rivière,N/A,N/A,N/A
"The Hunted: Twilight of the U-Boats, 1943-45",Gregory M. Smith,N/A,N/A,N/A,N/A
Rolling Freight,Kevin G. Nunn,N/A,N/A,N/A,N/A
"13 Minutes: The Cuban Missile Crisis, 1962",Asger Harding Granerud,Daniel Skjold Pedersen,N/A,N/A,N/A
Commands & Colors Tricorne: The American Revolution,Richard Borg,N/A,N/A,N/A,N/A
Dutch Blitz: Blue Expansion Pack,Werner Ernst George Muller,N/A,N/A,N/A,N/A
Holi: Festival of Colors,Julio E. Nazario,N/A,N/A,N/A,N/A
Desolate,Jason Glover,N/A,N/A,N/A,N/A
"Plantagenet: Cousins' War for England, 1459 - 1485",Francisco Gradaille,N/A,N/A,N/A,N/A
Magic Mountain,Jens-Peter Schliemann,Bernhard Weber,N/A,N/A,N/A
Star Munchkin,Steve Jackson (I),N/A,N/A,N/A,N/A
Flash Duel: Second Edition,David Sirlin,N/A,N/A,N/A,N/A
Magic: The Gathering – Arena of the Planeswalkers,James D'Aloisio,Ethan Fleischer,Craig Van Ness,N/A,N/A
Vampire: The Masquerade – CHAPTERS,Thomas Filippi,Gary Paitre,N/A,N/A,N/A
Battle Hymn,Joseph Reiser,Eric Lee Smith,N/A,N/A,N/A
Pluckin' Pairs,Stephen Glenn,N/A,N/A,N/A,N/A
Lost Legends,Mike Elliott,N/A,N/A,N/A,N/A
Tudor,Jan Kirschner,N/A,N/A,N/A,N/A
Don't Get Got!: Shut Up & Sit Down Special Edition,Zoe Lee,James A. Vaughan,N/A,N/A,N/A
Superclub: The Football Manager Board Game,Audun Egenberg,N/A,N/A,N/A,N/A
Necromunda: Underhive,Andy Hoare,N/A,N/A,N/A,N/A
Tindaya,Lolo González,N/A,N/A,N/A,N/A
Shelfie Stacker,Shem Phillips,N/A,N/A,N/A,N/A
Ninja Academy,Antoine Bauza,Corentin Lebrat,Ludovic Maublanc,Théo Rivière,N/A
LEXIO,Kwang Hee Lee,N/A,N/A,N/A,N/A
Pirate Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Catan Junior,Klaus Teuber,N/A,N/A,N/A,N/A
Wellington: The Peninsular War 1812-1814,Mark McLaughlin,N/A,N/A,N/A,N/A
British Rails,Jim Griffin,Elaine Henninger,Joe Roznai,Barb Roznai,N/A
D-Day at Peleliu,John H. Butterfield,N/A,N/A,N/A,N/A
The Quiet Year,Avery Alder,N/A,N/A,N/A,N/A
The Game of 49,Mark Corsey,N/A,N/A,N/A,N/A
New Dawn,Konstantinos Kokkinis,Sotirios Tsantilas,N/A,N/A,N/A
Lions of Lydia,Jonny Pac,N/A,N/A,N/A,N/A
Deckscape: The Fate of London,Martino Chiacchiera,Silvano Sorrentino,N/A,N/A,N/A
Periodic: A Game of The Elements,John Coveyou,Paul Salomon,N/A,N/A,N/A
The Curse of the Maldita Diamond,Sergio Ortiz,N/A,N/A,N/A,N/A
Piña Coladice,Yann Dupont,N/A,N/A,N/A,N/A
1998 ISS,Gerard Ascensi,Ferran Renalias,N/A,N/A,N/A
Vs System,Edward Fear,Mike Hummel,Matt Hyra,Daniel Mandel,Patrick Sullivan (II)
Reds! The Russian Civil War 1918-1921,Ted Raicer,N/A,N/A,N/A,N/A
Inuit: The Snow Folk,Alexey Konnov,Alexey Paltsev,Anatoliy Shklyarov,Trehgrannik,N/A
Lines of Action,Claude Soucie,Sid Sackson,N/A,N/A,N/A
Captains of Industry,Michael R. Keller,N/A,N/A,N/A,N/A
Speculation,Dirk Henn,N/A,N/A,N/A,N/A
World At War 85: Storming the Gap,Matt Lohse,Keith Tracton,N/A,N/A,N/A
18EU,David G. D. Hecht,N/A,N/A,N/A,N/A
La Viña,Jose Ramón Palacios,N/A,N/A,N/A,N/A
I C E,Bragou,Sams,N/A,N/A,N/A
A Game of Thrones: B'Twixt,N/A,N/A,N/A,N/A,N/A
Andromeda,Alan R. Moon,N/A,N/A,N/A,N/A
Canterbury,Andrew Parks,N/A,N/A,N/A,N/A
Zoo Tycoon: The Board Game,Marc Dür,Samuel Luterbacher,N/A,N/A,N/A
Unicornus Knights,Seiji Kanai,Kuro,N/A,N/A,N/A
War at Sea,John Edwards,John Edwards,Don Greenwood,Richard Hamblen,Richard Hamblen
"Battles of the American Revolution Tri-pack: Guilford, Saratoga, Brandywine",Mark Miklos,N/A,N/A,N/A,N/A
Pollen,Reiner Knizia,N/A,N/A,N/A,N/A
"Celles: The Ardennes, December 23-27, 1944",Roger Miller,N/A,N/A,N/A,N/A
Hellas,Franz-Benno Delonge,N/A,N/A,N/A,N/A
The Ruhr: A Story of Coal Trade,Thomas Spitzer,N/A,N/A,N/A,N/A
Agility,Brent Povis,N/A,N/A,N/A,N/A
