Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Perspectives Blue,Matthew Dunstan,Dave Neale,N/A,N/A,N/A
On the Dot,Dominique Bodin,N/A,N/A,N/A,N/A
Swish,Zvi Shalem,Gali Shimoni,N/A,N/A,N/A
Dungeons of Infinity,Jack Spoerner,N/A,N/A,N/A,N/A
Risk: StarCraft Collector's Edition,N/A,N/A,N/A,N/A,N/A
Bag of Dungeon: A Fantasy Adventure Game,Tim Sharville,N/A,N/A,N/A,N/A
Tiny Park,Marco Teubner,N/A,N/A,N/A,N/A
Dragons,Bruno Faidutti,N/A,N/A,N/A,N/A
"Supply Lines of the American Revolution: The Northern Theater, 1775-1777",Amabel Holland,N/A,N/A,N/A,N/A
Tides,Mike Berg,N/A,N/A,N/A,N/A
Mesozooic,Florian Fay,Alexandar Ortloff-Tang,N/A,N/A,N/A
CATAN: Starfarers Duel,Klaus Teuber,Benjamin Teuber,N/A,N/A,N/A
Braintopia Beyond,Johan Benvenuto,Nicolas Bourgoin,N/A,N/A,N/A
Monster Baby Rescue!,Vladimír Suchý,N/A,N/A,N/A,N/A
Loup Garou,MOON (Maud Michel),N/A,N/A,N/A,N/A
Lunes,Aibel Nassif,Julián Tunni,N/A,N/A,N/A
2 Pommes 3 Pains,Clément Gustave,Tommy Paupe,N/A,N/A,N/A
2 Minutes to Midnight,Stuart Tonge,N/A,N/A,N/A,N/A
Stilicho: Last of the Romans,Robert DeLeskie,N/A,N/A,N/A,N/A
Smart10: Family,Christoph Reiser,Arno Steinwender,N/A,N/A,N/A
Mexican Train,Roy Parsons,Katie Parsons,N/A,N/A,N/A
Napoléon 1815,Denis Sauvage,N/A,N/A,N/A,N/A
Alpaca,Christian Giove,N/A,N/A,N/A,N/A
Pocket Detective №2,Yury Yamshchikov,N/A,N/A,N/A,N/A
Splash!,Wilfried Fort,Marie Fort,N/A,N/A,N/A
Warlords of Europe,Kyle Battle,Ken Griffin,Russ Rupe,N/A,N/A
The Fields of Normandy: A Solitaire Wargame,Mike Lambo,N/A,N/A,N/A,N/A
Terra Prime,Seth Jaffee,N/A,N/A,N/A,N/A
Of Dreams & Shadows,Gordon Alford,N/A,N/A,N/A,N/A
Streams,Yoshihisa Itsubaki,N/A,N/A,N/A,N/A
6-Tage Rennen,Walter Toncar,N/A,N/A,N/A,N/A
Camp Pinetop,Stephen Davies,N/A,N/A,N/A,N/A
My Little Pony: Adventures in Equestria Deck-Building Game,Christopher Chung,N/A,N/A,N/A,N/A
Scotland Yard: Sherlock Holmes Edition,Manfred Burggraf,Dorothy Garrels,Wolf Hoermann,Fritz Ifland,N/A
"Grand Illusion: Mirage of Glory, 1914",Ted Raicer,N/A,N/A,N/A,N/A
Ivor the Engine,Tony Boydell,N/A,N/A,N/A,N/A
Cosmic Wimpout,Boston Logical Society,W. W. Swilling,N/A,N/A,N/A
Quest for the Lost Pixel,Peter Jank,N/A,N/A,N/A,N/A
7 Days of Westerplatte,Łukasz Woźniak,N/A,N/A,N/A,N/A
"The Battle of Fontenoy: 11 May, 1745",Paul Dangel,Mathew Hinkle,N/A,N/A,N/A
Age of Towers,Guillaume Mazoyer,N/A,N/A,N/A,N/A
Batman: Gotham City Strategy Game,Paolo Mori,N/A,N/A,N/A,N/A
Leonardo da Vinci's Codex Leicester,Changhyun Baek,Flaminia Brasini,Virginio Gigli,Stefano Luperto,Antonio Tinto
Lion Rampant: Medieval Wargaming Rules,Daniel Mersey,N/A,N/A,N/A,N/A
Thrash'n Roll,Aleksander Biela,Krzysztof Matusik,N/A,N/A,N/A
Zoowaboo,Carlo A. Rossi,N/A,N/A,N/A,N/A
1944: Battle of the Bulge,Dan Fournie,N/A,N/A,N/A,N/A
Hard City,Adam Kwapiński,Marek Franciszek Raczyński,N/A,N/A,N/A
Hunted: Kobayashi Tower,Gabe Barrett,N/A,N/A,N/A,N/A
Tumblin-Dice Jr.,Randy Nash,N/A,N/A,N/A,N/A
"Empires in America: The French and Indian War, 1754-1763 (Second Edition)",Joseph Miranda,N/A,N/A,N/A,N/A
Element: Silver,Mike Richie,N/A,N/A,N/A,N/A
Russia Besieged: Deluxe Edition,Art Lupinacci,N/A,N/A,N/A,N/A
