Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Kreus,Julien Prothière,N/A,N/A,N/A,N/A
Holdfast: Russia 1941-42,Grant Wylie,Mike Wylie,N/A,N/A,N/A
The Legend of the Cherry Tree that Blossoms Every Ten Years,折口 日向 (Hinata Origuchi),N/A,N/A,N/A,N/A
Genius Square,Salim Berghiche,Alain Brobecker,Cameron Browne,N/A,N/A
Siege Storm,Marcin Świerkot,N/A,N/A,N/A,N/A
Delve,Richard Launius,Pete Shirey,N/A,N/A,N/A
Shadows Over Normandie,Clem Seurat,Yann and Clem,N/A,N/A,N/A
Groo: The Game,Sergio Aragonés,Ken Whitman,N/A,N/A,N/A
"Interceptor Ace: Daylight Air Defense Over Germany, 1943-44",Gregory M. Smith,N/A,N/A,N/A,N/A
Camel Up: The Card Game,Steffen Bogen,N/A,N/A,N/A,N/A
Harry Potter Trading Card Game,Skaff Elias,Mike Elliott,Paul Peterson,N/A,N/A
FLOWERS,Paul-Henri Argiot,N/A,N/A,N/A,N/A
Munchkin,Steve Jackson (I),Steve Jackson,John Kovalic,Steve Jackson Games,N/A
For the Queen,Alex Roberts (II),N/A,N/A,N/A,N/A
Águeda: City of Umbrellas,Dustin Dobson,Milan Zivkovic,N/A,N/A,N/A
Clash of Monarchs: The Seven Years War in Europe 1756-1763,Bob Kalinowski,Bob Kalinowski,Chris Janiec,Mark Simonitch,Mark Mahaffey
Food Truck Champion,Nicole Jekich,Luke Turpeinen,N/A,N/A,N/A
Mammoth Hunters,Alan R. Moon,Aaron Weissblum,N/A,N/A,N/A
Briscola,(Uncredited),N/A,N/A,N/A,N/A
Duel for Cardia,Faouzi Boughida,Mathieu Rivero,N/A,N/A,N/A
Ka-Ching!,Klaus Palesch,Horst-Rainer Rösner,N/A,N/A,N/A
Barbarian Prince,Arnold Hendrick,N/A,N/A,N/A,N/A
Stalingrad: Inferno on the Volga,Emanuele Santandrea,N/A,N/A,N/A,N/A
Stay Away!,Antonio Ferrara,Sebastiano Fiorillo,N/A,N/A,N/A
Bloom Town,Asger Harding Granerud,Daniel Skjold Pedersen,N/A,N/A,N/A
Kameloot,Fred Boulle,Cédric NH,Grégory Grard,Mathieu Roussel,N/A
Far Space Foundry,Dan Manfredini,N/A,N/A,N/A,N/A
Oaxaca: Crafts of a Culture,Sarah Reed,Will Reed,N/A,N/A,N/A
The Big Score,Jason Mowery,A. J. Porfirio,Chase Williams,N/A,N/A
ARTBOX,Artem Lis,N/A,N/A,N/A,N/A
Deck Box Dungeons,Majdi Badri,Zeke Walker,N/A,N/A,N/A
Judge Dredd: The Cursed Earth,Peer Sylvester,N/A,N/A,N/A,N/A
Tranquility: The Ascent,James Emmerson,N/A,N/A,N/A,N/A
Colonialism,Scott W. Leibbrandt,N/A,N/A,N/A,N/A
Kung Fu Zoo,Charlie Price,N/A,N/A,N/A,N/A
ConHex,Michail Antonow,N/A,N/A,N/A,N/A
Jutland,Jim Dunnigan,James Dunnigan,Randy Reed,Jim Dunnigan,Jim Dunnigan
The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865,John W. Fuseler,N/A,N/A,N/A,N/A
The Really Nasty Horse Racing Game,Simon Knock,N/A,N/A,N/A,N/A
Kayanak,Peter-Paul Joopen,N/A,N/A,N/A,N/A
Africa,Reiner Knizia,N/A,N/A,N/A,N/A
Yogi,Bez Shahriari,N/A,N/A,N/A,N/A
Tricky Tides,Steven Aramini,N/A,N/A,N/A,N/A
Whist,(Uncredited),N/A,N/A,N/A,N/A
Unexpected Treasures,Friedemann Friese,N/A,N/A,N/A,N/A
Pixel Tactics 5,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Lemminge: Wer Springt Zuerst?,Sebastian Bleasdale,N/A,N/A,N/A,N/A
Sparks,Adrian Adamescu,Kristian Amundsen Østby,Florin Purluca,Kjetil Svendsen,N/A
Traintopia,Przemek Wojtkowiak,N/A,N/A,N/A,N/A
Unlock!: Short Adventures – Secret Recipes of Yore,N/A,N/A,N/A,N/A,N/A
Frutticola,Giovanni Fiore,Virginio Gigli,N/A,N/A,N/A
Cranium: Hoopla,Whit Alexander,Richard Tait,N/A,N/A,N/A
Mini Curling Game,N/A,N/A,N/A,N/A,N/A
Yak,Michael Luu,N/A,N/A,N/A,N/A
La Bataille de Ligny,Ed Wimble,N/A,N/A,N/A,N/A
Brutal Kingdom,Michael Rieneck,N/A,N/A,N/A,N/A
Counter Attack,Colin Webster,N/A,N/A,N/A,N/A
Knit Wit,Matt Leacock,N/A,N/A,N/A,N/A
FTW?!,Friedemann Friese,N/A,N/A,N/A,N/A
The Liberation of Rietburg,Gerhard Hecht,N/A,N/A,N/A,N/A
1914: Twilight in the East,Michael Resch,N/A,N/A,N/A,N/A
Genesis: Empires and Kingdoms of the Ancient Middle East,Richard H. Berg,N/A,N/A,N/A,N/A
Callisto: The Game,Reiner Knizia,N/A,N/A,N/A,N/A
The Swarm,Michael Kiesling,Wolfgang Kramer,N/A,N/A,N/A
Dread Curse,Stuart Sisk,N/A,N/A,N/A,N/A
La Marche du Crabe,Julien Prothière,N/A,N/A,N/A,N/A
The New Science,Dirk Knemeyer,N/A,N/A,N/A,N/A
Dwarven Smithy,Mike Warth,N/A,N/A,N/A,N/A
Dice Hunters of Therion,Richard Garfield,N/A,N/A,N/A,N/A
Unstable Unicorns: NSFW Base Game,Ramy Badie,N/A,N/A,N/A,N/A
Felinia,Michael Schacht,N/A,N/A,N/A,N/A
Jupiter Rescue,Mark Major,N/A,N/A,N/A,N/A
Spies & Lies: A Stratego Story,Don Eskridge,N/A,N/A,N/A,N/A
HexRoller,Rustan Håkansson,N/A,N/A,N/A,N/A
Ex Libris: Revised Edition,Adam P. McIver,N/A,N/A,N/A,N/A
Dampfross,David G. Watts,N/A,N/A,N/A,N/A
La Fallera Calavera,Enric Aguilar Almodóvar,N/A,N/A,N/A,N/A
Muffin Time,N/A,N/A,N/A,N/A,N/A
Too Many Cinderellas,Nobutake Dogen,Nao Shimamura (シマムラナオ),N/A,N/A,N/A
Guatemala Café,Inka Brand,Markus Brand,N/A,N/A,N/A
Hoppladi Hopplada!,Markus Kropf,N/A,N/A,N/A,N/A
Around the World in 80 Days,David Parlett,N/A,N/A,N/A,N/A
Submarine,J. Stephen Peek,J. Stephen Peek,Mick Uhl,Michael Lee Merritt,N/A
Twinkle Twinkle,Ammon Anderson,N/A,N/A,N/A,N/A
Plata,Dominic Crapuchettes,N/A,N/A,N/A,N/A
Tide of Iron: Next Wave,John Goodenough,Corey Konieczka,Christian T. Petersen,N/A,N/A
Dark Darker Darkest,David Ausloos,N/A,N/A,N/A,N/A
"We Are Coming, Nineveh",Harrison Brewer,Rex Brynen,Juliette Le Ménahèze,Brian Train,N/A
1822CA,Simon Cutforth,Robert Lecuyer,N/A,N/A,N/A
On Tour: Paris and New York,Chad DeShon,Alban Viard,N/A,N/A,N/A
Eruption,Chris James (I),N/A,N/A,N/A,N/A
"DAK: The Campaign in North Africa, 1940-1942",Dean Essig,Richard H. Berg,N/A,N/A,N/A
Smash Up: Disney Edition,Sean Fletcher,Paul Peterson,N/A,N/A,N/A
Ghost Blitz: Spooky Doo,Jacques Zeimet,N/A,N/A,N/A,N/A
Sync or Swim,Lucas Hedgren,Divya Hedgren,N/A,N/A,N/A
Yokai Sketch,Ignasi Ferré,N/A,N/A,N/A,N/A
1714: The Case of the Catalans,Ivan Prat,N/A,N/A,N/A,N/A
Dawn of Mankind,Marco Pranzo,N/A,N/A,N/A,N/A
The Dutch Golden Age,Giuseppe Baù,Leo Colovini,N/A,N/A,N/A
Battles of Napoleon: The Eagle and the Lion,Ugo Di Meglio,Sergio Guerri,N/A,N/A,N/A
