Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
The American Goldrush 1849,Jean du Poël,N/A,N/A,N/A,N/A
Pro Foto-Football,(Uncredited),N/A,N/A,N/A,N/A
Athos,Wolfgang Kramer,Sven Kübler,N/A,N/A,N/A
Final Fantasy IX Tetra Master Card Game,Shaun M. Thomas,N/A,N/A,N/A,N/A
Troll Hunt,Veli-Matti Saarinen,N/A,N/A,N/A,N/A
Kesselschlacht: Ukraine Spring 1944,Perry Moore,N/A,N/A,N/A,N/A
Würfel Express,Steffen Benndorf,N/A,N/A,N/A,N/A
War of the Triple Alliance: Paraguay – 1865-1870,Ty Bomba,Javier Romero,N/A,N/A,N/A
Fantasy Business,Christophe Boelinger,N/A,N/A,N/A,N/A
Tashkent Domino,Kris Burm,N/A,N/A,N/A,N/A
Pint Craft,Nick Helmholdt,N/A,N/A,N/A,N/A
The Bagged Peiper,Paul Rohrbaugh,N/A,N/A,N/A,N/A
The Union Forever!,Paul Rohrbaugh,N/A,N/A,N/A,N/A
Shooting Star,Isabella Amoretti,Valerio Zini,N/A,N/A,N/A
Earth Gambit: Light,Liana Manukyan,N/A,N/A,N/A,N/A
Constellation,Hans van Halteren,N/A,N/A,N/A,N/A
Human Interface: Be a Better Human,Rafał Bagiński,N/A,N/A,N/A,N/A
Piranha,Ronald Hofstätter,Arno Steinwender,N/A,N/A,N/A
Lucky Thirteen,(Uncredited),N/A,N/A,N/A,N/A
The Cursed Artifact,Elliot Butler,N/A,N/A,N/A,N/A
DiceAFARI,Chris James (I),N/A,N/A,N/A,N/A
War Law,Coleman Charlton,David Eubanks,Ron Goral,Ross Henton,N/A
Shady Pets,Brian Rauch,N/A,N/A,N/A,N/A
Frogger: The Board Game,Lars Wagner Hansen,N/A,N/A,N/A,N/A
Quack in the Box,N/A,N/A,N/A,N/A,N/A
Monopoly: Onyx Edition,N/A,N/A,N/A,N/A,N/A
Tank Commander: The Eastern Front,Ulrich Blennemann,John Desch,N/A,N/A,N/A
Phantom Rummy,Satoshi Nakamura,N/A,N/A,N/A,N/A
Rails Through the Rockies,John C. Luecke,N/A,N/A,N/A,N/A
Wastelandia: A Co-op & Solo Boss Battler,Drew Williams (I),N/A,N/A,N/A,N/A
Rotundo,Jodi Soares,N/A,N/A,N/A,N/A
Grunwald 1410,Ted Raicer,N/A,N/A,N/A,N/A
The Walking Dead: The Prison – Board Game,Brian David-Marshall,Keith Tralins,Matthew Wang,N/A,N/A
Bitwy II wojny światowej,Roman Mekicki,Wojciech Zalewski,N/A,N/A,N/A
Mucho Macho,Evin Ho,N/A,N/A,N/A,N/A
The Dutch East Indies,Martin Looij,N/A,N/A,N/A,N/A
Trivial Pursuit: Game Show,(Uncredited),N/A,N/A,N/A,N/A
SS Panzer: Bloodbath at Kursk,John Desch,N/A,N/A,N/A,N/A
ASAP,A. Robert Moog,N/A,N/A,N/A,N/A
Penny Rails,Travis D. Hill,N/A,N/A,N/A,N/A
A Dark and Bloody Ground,Paul Rohrbaugh,N/A,N/A,N/A,N/A
Good Question!,Ludovic Maublanc,N/A,N/A,N/A,N/A
Saratoga: 1777 – Burgoyne vs Gates,David C. Isby,Richard H. Berg,N/A,N/A,N/A
Undermine,Alican Yenidogan,N/A,N/A,N/A,N/A
The Queen's Gambit: The Board Game,Rebecca Bleau,Nicholas Cravotta,N/A,N/A,N/A
Release!,Alex Papadimoulis,Patrick Roach,N/A,N/A,N/A
LEGO Champion,Cephas Howard,Jesper C. Nielsen,N/A,N/A,N/A
Star Wars: Rule the Galaxy,Jarosław Basałyga,N/A,N/A,N/A,N/A
Pamplona: Viva San Fermín!,Massimo Pesce,N/A,N/A,N/A,N/A
Fast Lane,Reiner Knizia,N/A,N/A,N/A,N/A
Historical Conquest: The Card Game,Zack Edwards,N/A,N/A,N/A,N/A
Freaky,Leo Colovini,N/A,N/A,N/A,N/A
Freche Frösche,Wolfgang Panning,N/A,N/A,N/A,N/A
Moscow to Paris,Evgeny Nikitin,N/A,N/A,N/A,N/A
Transport,Richard van Oostrum,Rob Vermeer,N/A,N/A,N/A
Exit,Mark Setteducati,N/A,N/A,N/A,N/A
Monopoly: Rick and Morty,N/A,N/A,N/A,N/A,N/A
Array,N/A,N/A,N/A,N/A,N/A
Trivial Pursuit: Genus VI,(Uncredited),N/A,N/A,N/A,N/A
Cinderella's Dance,新澤 大樹 (Taiki Shinzawa),N/A,N/A,N/A,N/A
Not My Fault!,西村裕 (Hiroshi Nishimura),N/A,N/A,N/A,N/A
13 Chefs,Victor Amanatidis,N/A,N/A,N/A,N/A
Too Many Cooks,Andy Merritt,N/A,N/A,N/A,N/A
Grail Cup,Bruno Faidutti,N/A,N/A,N/A,N/A
Crazy Bugs,(Uncredited),N/A,N/A,N/A,N/A
Jenga Quake,N/A,N/A,N/A,N/A,N/A
Hero Brigade,Nicholas Yu,N/A,N/A,N/A,N/A
Husch Husch kleine Hexe,Heinz Meister,N/A,N/A,N/A,N/A
Cthulhu Kitchen,N/A,N/A,N/A,N/A,N/A
Chaotic,Brian David-Marshall,Sam Murakami,Martin Rauff,Matthew Wang,N/A
Wojny Napoleonskie,Michal Rakowski,N/A,N/A,N/A,N/A
Big Deal,Tzvika Harpaz,Yoel Rotem,Roy Wagner,Gal Zuckerman,N/A
Mini-Taurus,Bastiaan Brederode,Cephas Howard,N/A,N/A,N/A
Control-Alt-Hack,Tamara Denning,Tadayoshi Kohno,Adam Shostack,N/A,N/A
Guilty Gods,Carlos B. García Aparício,N/A,N/A,N/A,N/A
Mozaika,Adam Kałuża,N/A,N/A,N/A,N/A
Schoko-Hexe,Stefanie Rohner,Christian Wolf,N/A,N/A,N/A
Zombie Princess and the Enchanted Maze,Andrew Beardsley,N/A,N/A,N/A,N/A
Plem Plem,Wolfgang Kramer,N/A,N/A,N/A,N/A
In Love and War,Kuraki Mura,N/A,N/A,N/A,N/A
Viaduct,Karin Kasch,N/A,N/A,N/A,N/A
OuiSi,N/A,N/A,N/A,N/A,N/A
Monopoly: Futurama Collector's Edition,(Uncredited),N/A,N/A,N/A,N/A
Trifecta,Zoran Dobrijevic,N/A,N/A,N/A,N/A
Moto GP,Rafael Nuñez-Maturana,N/A,N/A,N/A,N/A
Electric Jeopardy Game,(Uncredited),N/A,N/A,N/A,N/A
Pez,Mike Fitzgerald,N/A,N/A,N/A,N/A
The Big One,William L. Banks,Paul Cooper,N/A,N/A,N/A
Treatment: A Psychiatry Card Game,Leo Borg,Markus Takanen,N/A,N/A,N/A
Diabolo,Reiner Knizia,N/A,N/A,N/A,N/A
Precious Cargo,Peter Nesbitt,Don Reid,N/A,N/A,N/A
Wild Shots,Dennis Kirps,Christian Kruchten,N/A,N/A,N/A
Bubble Jungle,Brian Weinstock,N/A,N/A,N/A,N/A
Family Alias,Mikko Koivusalo,N/A,N/A,N/A,N/A
Limite Limite: Limite,N/A,N/A,N/A,N/A,N/A
The Great Brain Robbery,James Ernest,N/A,N/A,N/A,N/A
Commando,Eric Goldberg,N/A,N/A,N/A,N/A
Bon Appetit!,Gilad Yarnitzky,N/A,N/A,N/A,N/A
Einfach Genial: Das Würfelspiel,Reiner Knizia,N/A,N/A,N/A,N/A
Crystallized,Frederica Scott Vollrath,N/A,N/A,N/A,N/A
