Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
DC Deck-Building Game: Justice League Dark,Nathaniel Yamaguchi,N/A,N/A,N/A,N/A
Blockits,Alejandra Pini,N/A,N/A,N/A,N/A
Drakon (Second Edition),Tom Jolly,N/A,N/A,N/A,N/A
KAPOW!,Larry Bogucki,Douglas Hettrick,Carl Van Ostrand,N/A,N/A
Dilbert: Corporate Shuffle,Richard Garfield,N/A,N/A,N/A,N/A
Les Toits de Paris,Christine Alcouffe,Ludovic Maublanc,N/A,N/A,N/A
GD '40,Dean Essig,Wig Graves,N/A,N/A,N/A
Karelia '44: The Last Campaign of the Continuation War,Ken Jacobsen,Ernesto Sassot,N/A,N/A,N/A
Task Force: Carrier Battles in the Pacific,Ginichiro Suzuki,N/A,N/A,N/A,N/A
Medieval,Richard H. Berg,N/A,N/A,N/A,N/A
Warhammer Age of Sigmar (Third Edition): Core Book,N/A,N/A,N/A,N/A,N/A
Zero to Hero,Martin Wallace,N/A,N/A,N/A,N/A
Offerings,Cédric Lefebvre,N/A,N/A,N/A,N/A
Field of Glory: Ancient and Medieval Wargaming Rules,Simon Hall,Richard Bodley Scott,Terry Shaw,N/A,N/A
Push a Monster,Wolfgang Dirscherl,Manfred Reindl,N/A,N/A,N/A
Avalam,Philippe Deweys,N/A,N/A,N/A,N/A
Field Command,"Walter E. Johnston, IV",N/A,N/A,N/A,N/A
Napoleon's Wheel,Kevin Zucker,N/A,N/A,N/A,N/A
The Emperor Returns,Kevin Zucker,N/A,N/A,N/A,N/A
Merchants & Marauders: Broadsides,Josh Cappel,N/A,N/A,N/A,N/A
Score Four,H. Heller,A. P. Nienstaedt,N/A,N/A,N/A
Uruk II: Die Entwicklung geht weiter,Hanno Kuhn,Wilfried Kuhn,N/A,N/A,N/A
Activity,Ulrike Catty,Paul Catty,Hans Führer,Maria Führer,Ernst Führer
Soulaween,Shi Chen,N/A,N/A,N/A,N/A
Dragon Master,Reiner Knizia,N/A,N/A,N/A,N/A
Spook Manor,David Bruglia,Drake Villareal,N/A,N/A,N/A
Alhambra: The Red Palace,Dirk Henn,N/A,N/A,N/A,N/A
Soccer Blast Pro Soccer Game,Keith Avallone,N/A,N/A,N/A,N/A
España 20: La Guerra Peninsular,R. Nicasio Garcia,Lance McMillan,Joseph Miranda,Hans von Stockhausen,N/A
Cat Box,Aza Chen,N/A,N/A,N/A,N/A
