Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Stalingrad 1942-43,Wojciech Zalewski,N/A,N/A,N/A,N/A
My Dungeon Boss: Never Lie,C. C. Hung,N/A,N/A,N/A,N/A
Quick Chess,Joe Miccio,N/A,N/A,N/A,N/A
Risou no Natto,Kengo Ōtsuka (大塚健吾),N/A,N/A,N/A,N/A
Space Expatriate,Ihor Chulinda,Taras Tomyshch,N/A,N/A,N/A
NasconDino,Federico Dumas,N/A,N/A,N/A,N/A
Sector 41,Michael Lachtanski,Dave Long (II),N/A,N/A,N/A
VerTIPPT nochmal!,Reinhard Staupe,N/A,N/A,N/A,N/A
Unfold Kids: Kid's Quest – Mission Cookies,Martin Nedergaard Andersen,Alexander Peshkov,Ekaterina Pluzhnikova,N/A,N/A
Raid sur Bruneval 1942,Philippe Hardy,N/A,N/A,N/A,N/A
Dying Message,Fumiko Shimizu,N/A,N/A,N/A,N/A
GloBall,Philippe Leurquin,N/A,N/A,N/A,N/A
Sarena,Christophe Boelinger,N/A,N/A,N/A,N/A
Pick Me Up!,Dave Choi,N/A,N/A,N/A,N/A
Maratón Clásico,Sergio Schaar Chabat,N/A,N/A,N/A,N/A
"Freikorps: The Bolsheviks Invade Germany, 1920",Brian Train,N/A,N/A,N/A,N/A
The Looney Bin,Patrick Stevens,N/A,N/A,N/A,N/A
Pico,Doris Matthäus,Frank Nestel,N/A,N/A,N/A
"El Alamein: Battles in North Africa, 1942",Jim Dunnigan,N/A,N/A,N/A,N/A
Donau Front,Charles T. Kamps,N/A,N/A,N/A,N/A
Take-Back-Toe,James Ernest,N/A,N/A,N/A,N/A
Lunation,Albert Rakowski,N/A,N/A,N/A,N/A
Rallytaire,Almarr Ormarsson,N/A,N/A,N/A,N/A
UNO Roboto,Brian S. Spence,N/A,N/A,N/A,N/A
Junior Articulate,Alexander Duncan,Claire McCool,N/A,N/A,N/A
Box Monster,Romain Caterdjian,N/A,N/A,N/A,N/A
10 Dwarves,Chu-Lan Kao,N/A,N/A,N/A,N/A
Sag's mit Symbolen,Claude Weber,N/A,N/A,N/A,N/A
Mission: Combat!,Sebastian Seifferth,N/A,N/A,N/A,N/A
Bariesus,Marcos Mignola,N/A,N/A,N/A,N/A
Blood Berets,(Uncredited),N/A,N/A,N/A,N/A
Zoinx!,Garrett J. Donner,Michael S. Steer,N/A,N/A,N/A
Suez 1916: The Ottomans Strike,N/A,N/A,N/A,N/A,N/A
Rise Up: The Game of People and Power,Brian Van Slyke,N/A,N/A,N/A,N/A
Shadow Era,James Bowie,Sebastian Chedal,N/A,N/A,N/A
Cranium Triple Triumph,Marisa Peña,N/A,N/A,N/A,N/A
CubiCup,Kovács Gábor,N/A,N/A,N/A,N/A
Nowa Gwinea,Grzegorz Rejchtman,N/A,N/A,N/A,N/A
Battleship Movie Edition,Kyle A. Koch,Dan Sanfilippo,N/A,N/A,N/A
Perekupai,Justas Brazauskas,Simonas Jatkonis,Martynas Valikonis,N/A,N/A
Full House,(Uncredited),N/A,N/A,N/A,N/A
Remember the Alamo!,Kevin Hendryx,N/A,N/A,N/A,N/A
Black Stories Stadt-Land-Tod,N/A,N/A,N/A,N/A,N/A
"Dwarves: Dig, Delve, Die",G. Kelly Toyama,N/A,N/A,N/A,N/A
Magic Market,Les Fées Hilares,N/A,N/A,N/A,N/A
The Marcher Lords: The Norman Conquest of Wales,David Cuatt,N/A,N/A,N/A,N/A
Artisans,Jean Paul Monnet,Ségolène Monnet,N/A,N/A,N/A
Battlestar Galactica Collectible Card Game,Tyler Bielman,Chuck Kallenbach,Jim Long,Ethan Pasternack,N/A
Taco Bell Party Pack Card Game,Chris Castagnetto,N/A,N/A,N/A,N/A
Colour Lines,Rita Modl,N/A,N/A,N/A,N/A
Those Pesky Humans!,Clay Gardner,James Mathe,N/A,N/A,N/A
Camouflage,Rusty Lumpkin,N/A,N/A,N/A,N/A
Pentago XL,Pål Keller Carlquist,Tomas Flodén,N/A,N/A,N/A
Constructorres,Mari Carmen Lara Aguilar,Manu Sánchez Montero,N/A,N/A,N/A
Tip Tap,Michael Schacht,N/A,N/A,N/A,N/A
The Curse of Misfortune Lane,Alexander Delfino,Austin Mace,N/A,N/A,N/A
UNO Triple Play,Damon Saddler,N/A,N/A,N/A,N/A
Matching Madness,Hermann Seitz,N/A,N/A,N/A,N/A
Grand Mastermind,(Uncredited),N/A,N/A,N/A,N/A
Dick: A Card Game Based on the Novel by Herman Melville,N/A,N/A,N/A,N/A,N/A
Cold Days in Hell,Andreas Bertram,Dirk Blech,N/A,N/A,N/A
Hunt: The Unknown Quarry,Jeremy Lennert,N/A,N/A,N/A,N/A
Grand Dog Park,Csepi Balázs,N/A,N/A,N/A,N/A
Hawaiki islands,Gabriel Buendía Herrerías,N/A,N/A,N/A,N/A
Breitenfeld: Enter the Lion of the North,Chris Perello,N/A,N/A,N/A,N/A
Ocean Trader,John Rudford,N/A,N/A,N/A,N/A
30 Years War,Joseph Miranda,N/A,N/A,N/A,N/A
Quantum,Philip Slater,N/A,N/A,N/A,N/A
Alpaca Pakapaka,Peke (ぺけ),N/A,N/A,N/A,N/A
La 24 Ore di Paperopoli,Glauco Babini,Giorgio Gandolfi,Andrea Ligabue,N/A,N/A
Black Stories: Funny Death Edition 2,Corinna Harder,Jens Schumacher,N/A,N/A,N/A
Mukden: Climax of the Russo-Japanese War,Ron Bell,N/A,N/A,N/A,N/A
"Tanks, but no thanks!",James Staley,N/A,N/A,N/A,N/A
Shape Up,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Rag'narok,Jean Bey,Pascal Petit,Nicolas Raoult,Jérôme Rigal,Olivier Roullier
Inversé,Niek Neuwahl,N/A,N/A,N/A,N/A
Family Flutter-By,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Holyland: Full Spectrum Warfare in the Middle East,Joseph Miranda,N/A,N/A,N/A,N/A
18Texas,Scott Petersen,N/A,N/A,N/A,N/A
Leipzig: Napoleon Encircled,Chris Perello,N/A,N/A,N/A,N/A
Olix,Reiner Knizia,N/A,N/A,N/A,N/A
RobotLab: The Card Game,Adam McCrimmon,N/A,N/A,N/A,N/A
Battle of the Bands,Dan Smith,N/A,N/A,N/A,N/A
Où étiez-vous?,Christian Lemay,Pascal Roussel,N/A,N/A,N/A
Vitoria 1813,Denis Gabriel,N/A,N/A,N/A,N/A
"Tahiti:  Clan Warfare, Polynesia 750 AD",Kevin McPartland,N/A,N/A,N/A,N/A
It Was This Big,Milan Zivkovic,N/A,N/A,N/A,N/A
Infinity,Phil Orbanes Sr.,N/A,N/A,N/A,N/A
3·4 = Klatsch!,Antje Reiter,N/A,N/A,N/A,N/A
数律 (Suritsu),N/A,N/A,N/A,N/A,N/A
Dragon Land,Reiner Knizia,N/A,N/A,N/A,N/A
Nacht der magischen Schatten,Kai Haferkamp,N/A,N/A,N/A,N/A
Dice Crawl,jim pinto,N/A,N/A,N/A,N/A
Meat Master,Yu Miyazaki (ミヤザキユウ),N/A,N/A,N/A,N/A
War in the Falklands,Bill Fawcett,Jim Griffin,N/A,N/A,N/A
Firefly Dance,Josep M. Allué,N/A,N/A,N/A,N/A
Triominos Gold,Allan Cowan,N/A,N/A,N/A,N/A
Magic ABC Duel,Viola de Galgóczy,Prof. Dr. Gerhard Friedrich,N/A,N/A,N/A
Sssnake: Flip&Write,Bujar Haskaj,N/A,N/A,N/A,N/A
Friedland,Joseph Miranda,N/A,N/A,N/A,N/A
