Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Wrath of Fire Mountain,Eric M. Lang,Phil Walker-Harding,N/A,N/A,N/A
Dawn of Peacemakers,Sami Laakso,N/A,N/A,N/A,N/A
Wings of War: Fire from the Sky,Andrea Angiolino,Pier Giorgio Paglia,N/A,N/A,N/A
Power Hungry Pets,Seiji Kanai,N/A,N/A,N/A,N/A
Deja Vu: Fragments of Memory,Terry Cheung,N/A,N/A,N/A,N/A
OrcQuest WarPath,Yoann Bugny,Thomas Maufroid,N/A,N/A,N/A
Ancient Civilizations of the Inner Sea,Mark McLaughlin,Chris Vorder Bruegge,N/A,N/A,N/A
Fish Cook,James Ernest,N/A,N/A,N/A,N/A
Decision at Elst: An Advanced Squad Leader Starter Kit Historical Module,Ken Dunn,N/A,N/A,N/A,N/A
My Happy Farm,Oleksandr Nevskiy,Oleg Sidorenko,N/A,N/A,N/A
"The Good, the Bad, and the Munchkin",J. H. G. Hendriks,Steve Jackson (I),Steve Jackson (I),John Kovalic,N/A
Caution Signs,Scott Brady,Danielle Reynolds,N/A,N/A,N/A
Risk Strike,George Feledichuk,Sophie Horton-Jones,"David ""Duvey"" Rudow",Leo Taylor,N/A
Dreamwell,Nick Little (I),N/A,N/A,N/A,N/A
Amazons,Walter Zamkauskas,N/A,N/A,N/A,N/A
Hungry,Reiner Knizia,N/A,N/A,N/A,N/A
All-Star Draft,Marco Schaub,N/A,N/A,N/A,N/A
Gang of Dice,Reiner Knizia,N/A,N/A,N/A,N/A
Infamy,Travis R. Chance,N/A,N/A,N/A,N/A
Flower Fields,Luca Bellini,Luca Borsa,N/A,N/A,N/A
Evolution: New World,Dmitry Knorre,Sergey Machin,N/A,N/A,N/A
Corduba 27 a.C.,Manuel Martinez Aranda,N/A,N/A,N/A,N/A
Skylands,Shun Taguchi,Aya Taguchi,N/A,N/A,N/A
The Spoils,Josh Lytle,Dylan Mayo,Ken Pilcher,N/A,N/A
Maximum Apocalypse: Wasted Wilds,Mike Gnade,N/A,N/A,N/A,N/A
Blink,Reinhard Staupe,N/A,N/A,N/A,N/A
Taco Back Goat Cheese Pizza,Dave Campbell (II),N/A,N/A,N/A,N/A
St Patrick,Haig Tahta,Sacha Tahta Alexander,N/A,N/A,N/A
Marvel Fluxx,Andrew Looney,N/A,N/A,N/A,N/A
Boże Igrzysko,Martin Wallace,N/A,N/A,N/A,N/A
Vineta,Mauricio Vismona Gibrin,Mauricio Miyaji,Fabiano Onça,N/A,N/A
Ninja: Legend of the Scorpion Clan,Fréderic Moyersoen,N/A,N/A,N/A,N/A
Air Baron,Evan Davis (I),Evan Davis (I),Don Greenwood,Mark Simonitch,Stuart K. Tucker
Car Wars Compendium,Chad Irby,Steve Jackson (I),N/A,N/A,N/A
Mazescape: Labýrinthos,Pablo Céspedes,Víctor Hugo Cisternas,N/A,N/A,N/A
Inori,Mathieu Aubert,Théo Rivière,N/A,N/A,N/A
Beneath the Med: Regia Marina at Sea 1940-1943,Gregory M. Smith,N/A,N/A,N/A,N/A
Chain of Command,Richard Clarke (III),N/A,N/A,N/A,N/A
Feudal,Fred Buestchler,N/A,N/A,N/A,N/A
Chang Cheng,Walter Obert,N/A,N/A,N/A,N/A
EXIT: The Game – The Hunt Through Amsterdam,Inka Brand,Markus Brand,N/A,N/A,N/A
Arkham Horror,Charlie Krank,Richard Launius,Sandy Petersen,Lynn Willis,Richard Launius
Topito,Marco Teubner,N/A,N/A,N/A,N/A
Zuuli,Chris Priscott,N/A,N/A,N/A,N/A
Ghost Letters,Nikita Kuznetsov,N/A,N/A,N/A,N/A
Escape from New York,Kevin Wilson,N/A,N/A,N/A,N/A
"Hood Strikes North: The Tennessee Campaign, Fall 1864",Joseph M. Balkoski,Ed Beach,Chris Withers,N/A,N/A
Skull Queen,Stefan Dorra,N/A,N/A,N/A,N/A
Deadly Dowagers,Sarah Shipp,N/A,N/A,N/A,N/A
Fire & Stone: Siege of Vienna 1683,Robert DeLeskie,N/A,N/A,N/A,N/A
Beyond Humanity: Colonies,Max Salamonowicz,Pawel 'Bloski' Suski,N/A,N/A,N/A
Archmage,Tim Heerema,N/A,N/A,N/A,N/A
Trendy,Reiner Knizia,N/A,N/A,N/A,N/A
Unlock!: Short Adventures – The Awakening of the Mummy,Cyril Demaegd,N/A,N/A,N/A,N/A
The Arab-Israeli Wars: Tank Battles in the Mideast,Seth Carus,Richard Hamblen,Randall C. Reed,Russell Vane,Seth Carus
Matcha,David Harding (II),N/A,N/A,N/A,N/A
