Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Rumble in the Dungeon,Julie Saffre,N/A,N/A,N/A,N/A
Hanamikoji: Geisha's Road,Jerry Chiang,Eros Lin,N/A,N/A,N/A
Footprints,Eilif Svensson,Åsmund Svensson,Geir André Wahlquist,N/A,N/A
Lock 'n Load Tactical: Day of Heroes,Tom Herrschaft,Jeff Lewis,N/A,N/A,N/A
Teenage Mutant Ninja Turtles Adventures: City Fall,Daniel Lansdown,Pete Walsh,Kevin Wilson,N/A,N/A
Pick-a-Dog,Torsten Landsvogt,N/A,N/A,N/A,N/A
Dragonmaster,"G. W. ""Jerry"" D'Arcey",N/A,N/A,N/A,N/A
The Message,(Uncredited),N/A,N/A,N/A,N/A
Risk: The Lord of the Rings,Stephen Baker,Jean-René Vernes,Barry Yearsley,N/A,N/A
MBT (Second Edition),James M. Day,N/A,N/A,N/A,N/A
The Crusoe Crew,Shuky,N/A,N/A,N/A,N/A
Le Passe-Trappe,Jean-Marie Albert,Matthew McLachlan,N/A,N/A,N/A
Micro City (Second Edition),Michał Jagodziński,Kamil Langie,N/A,N/A,N/A
Bios: Mesofauna,Phil Eklund,Jon Manker,N/A,N/A,N/A
Santorini,Gord!,N/A,N/A,N/A,N/A
The Cousins' War (Second Edition),David J. Mortimer,N/A,N/A,N/A,N/A
Martinique,Emanuele Ornella,N/A,N/A,N/A,N/A
Tanto Cuore: Oktoberfest,Masayuki Kudou,N/A,N/A,N/A,N/A
Buck Rogers: Battle for the 25th Century Game,Jeff Grubb,N/A,N/A,N/A,N/A
Gardens,Perepau Llistosella,N/A,N/A,N/A,N/A
Passtally,Masaki Suga (須賀 正樹),N/A,N/A,N/A,N/A
Guns & Steel,Jesse Li,N/A,N/A,N/A,N/A
Oh My Brain,Bruno Cathala,Théo Rivière,N/A,N/A,N/A
Fast Forward: FEAR,Friedemann Friese,N/A,N/A,N/A,N/A
Guards of Atlantis: Tabletop MOBA,Artyom Nichipurov,N/A,N/A,N/A,N/A
Dollars to Donuts,Molly Johnson,Robert Melvin,Shawn Stankewich,N/A,N/A
Enemy Coast Ahead: Operation Chastise – The Dambuster Raid,Jeremy White,N/A,N/A,N/A,N/A
CVlizations,Jan Zalewski,N/A,N/A,N/A,N/A
Pirates of the Spanish Main,James Ernest,Michael Mulvihill,Mike Selinker,N/A,N/A
Mining Colony,Steve Finn,N/A,N/A,N/A,N/A
Panic Station,David Ausloos,N/A,N/A,N/A,N/A
Tunisia II,Dean Essig,John Kisner,N/A,N/A,N/A
Fuji Koro,Jerome Demeyere,N/A,N/A,N/A,N/A
Squire for Hire,Jon Merchant,N/A,N/A,N/A,N/A
Warhammer Age of Sigmar: Champions Trading Card Game,N/A,N/A,N/A,N/A,N/A
Islands in the Mist,Volker Schächtele,N/A,N/A,N/A,N/A
Costa Rica,Matthew Dunstan,Brett J. Gilbert,N/A,N/A,N/A
Axio,Reiner Knizia,N/A,N/A,N/A,N/A
Æterna,Martin Wallace,N/A,N/A,N/A,N/A
A Touch of Evil: 10 Year Anniversary Edition,Jason C. Hill,N/A,N/A,N/A,N/A
How Dare You?,Rodrigo Rego,N/A,N/A,N/A,N/A
Masters of Venice,Frank DiLorenzo,N/A,N/A,N/A,N/A
Carrooka,Jack Furnival,N/A,N/A,N/A,N/A
E.T. The Extra-Terrestrial: Light Years From Home Game,Prospero Hall,Brian Kirk,N/A,N/A,N/A
Day & Night,Valentijn Eekels,Sebastiaan van den Roovaart,N/A,N/A,N/A
I AM DONE,Marco Teubner,N/A,N/A,N/A,N/A
Zooloretto Junior,Michael Schacht,N/A,N/A,N/A,N/A
Formula 1,John Howarth,Trevor Jones (I),N/A,N/A,N/A
Serengeti,Michael Schacht,N/A,N/A,N/A,N/A
Alhambra: The Dice Game,Dirk Henn,N/A,N/A,N/A,N/A
Utopia,Arnaud Urbon,Ludovic Vialla,N/A,N/A,N/A
Control,Mattox Shuler,N/A,N/A,N/A,N/A
Almadi,Mathieu Bossu,François Gandon,N/A,N/A,N/A
MOB: Big Apple,Steve Finn,N/A,N/A,N/A,N/A
Schrille Stille,Peter Wichmann,N/A,N/A,N/A,N/A
Stop Thief,Robert Doyle,N/A,N/A,N/A,N/A
1853,Francis Tresham,N/A,N/A,N/A,N/A
Scram!,Ted Alspach,N/A,N/A,N/A,N/A
Apocalypse Road,Jeff Horger,Carla Horger,N/A,N/A,N/A
Giro Galoppo,Jürgen P. Grunau,N/A,N/A,N/A,N/A
Veilwraith: A Veil Odyssey Game,Tristan Hall,N/A,N/A,N/A,N/A
Monolyth,Phil Walker-Harding,N/A,N/A,N/A,N/A
Roll to the Top: Journeys,Peter Joustra,Corné van Moorsel,N/A,N/A,N/A
"No Thank You, Evil!",Shanna Germain,N/A,N/A,N/A,N/A
Import / Export: Definitive Edition,Jordan Draper,N/A,N/A,N/A,N/A
Harvest Island,Chih-Fan Chen,N/A,N/A,N/A,N/A
Draconis Invasion,Jeff Lai,N/A,N/A,N/A,N/A
10 Days in the Americas,Alan R. Moon,Aaron Weissblum,N/A,N/A,N/A
Shadowfist,Jose Garcia (I),Robin D. Laws,N/A,N/A,N/A
Trans-Siberian Railroad,Amabel Holland,N/A,N/A,N/A,N/A
Table Battles,Amabel Holland,N/A,N/A,N/A,N/A
Talisman: The Magical Quest Game – 5th Edition,Robert Harris,Doug Hopkins,N/A,N/A,N/A
Paris Paris,Michael Schacht,N/A,N/A,N/A,N/A
Cobra Paw,Derek Weston,N/A,N/A,N/A,N/A
Spell Smashers,Christopher Chung,N/A,N/A,N/A,N/A
Amun-Re: The Card Game,Reiner Knizia,N/A,N/A,N/A,N/A
The Settlers of Zarahemla,Klaus Teuber,N/A,N/A,N/A,N/A
NATO: The Next War in Europe,Bruce S. Maxwell,Richard J. Trup,N/A,N/A,N/A
Runebound,Darrell Hardy,Martin Wallace,N/A,N/A,N/A
A Thief's Fortune,Konstantinos Kokkinis,Sotirios Tsantilas,N/A,N/A,N/A
Cosmic Run: Regeneration,Steve Finn,N/A,N/A,N/A,N/A
Bloc by Bloc: The Insurrection Game,T.L. Simons,N/A,N/A,N/A,N/A
Dwergar,Jan Madejski,N/A,N/A,N/A,N/A
London's Burning,Ben Knight,Ben Knight,Ben Knight,N/A,N/A
North Africa '41,Mark Simonitch,N/A,N/A,N/A,N/A
Land and Freedom: The Spanish Revolution and Civil War,Alex Knight,N/A,N/A,N/A,N/A
Aventura Z: Vol 1 Lovecraft,Silvestre Pastor,N/A,N/A,N/A,N/A
Lock 'n Load: Forgotten Heroes – Vietnam,David Heath,Jeff Lewis,Mark H. Walker,N/A,N/A
Armageddon,Chris Marling,David Thompson (I),N/A,N/A,N/A
Resident Evil Deck Building Game: Alliance,Tylar Allinder,N/A,N/A,N/A,N/A
3000 Scoundrels,Corey Konieczka,N/A,N/A,N/A,N/A
Tangram City,Uwe Rosenberg,N/A,N/A,N/A,N/A
VENOM Assault,Jeff Arbough,Michael Knight,Dave Ploense,N/A,N/A
Paydirt,David S. Neft,Dr. Thomas Nicely,N/A,N/A,N/A
Disney Villainous: Sugar and Spite,Michael Mulvihill,N/A,N/A,N/A,N/A
"Carthage: The First Punic War – The Ancient World, Vol. II",Richard H. Berg,N/A,N/A,N/A,N/A
Chandigarh,Toni López,N/A,N/A,N/A,N/A
Space Beans,Uwe Rosenberg,N/A,N/A,N/A,N/A
Fortress Europa,John Edwards,Richard Hamblen,Alan R. Moon,John Edwards,Alan R. Moon
Crazy Time,Alex Putfin,N/A,N/A,N/A,N/A
