Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Code Stack!,Heinz Meister,N/A,N/A,N/A,N/A
The Big Fat Tomato Game,Casey Grove,N/A,N/A,N/A,N/A
Pro Draft,(Uncredited),N/A,N/A,N/A,N/A
Willi,Günter Burkhardt,N/A,N/A,N/A,N/A
Tet Offensive,Frank Chadwick,N/A,N/A,N/A,N/A
Branches and Twigs and Thorns,Andrew Plotkin,N/A,N/A,N/A,N/A
BodgerMania,David Carl,N/A,N/A,N/A,N/A
Moscow 1941: The Enemy at the Gates,"David ""Zeb"" Cook",N/A,N/A,N/A,N/A
Space Pioneers,Thomas Neu,N/A,N/A,N/A,N/A
Fire Bulls,Shao-Ying Chen,N/A,N/A,N/A,N/A
Dungeons & Drinks,Julián Chab,N/A,N/A,N/A,N/A
Asterix & Obelix: Das große Abenteuer,Fiore GmbH,Michael Rieneck,Hans-Georg Schneider,N/A,N/A
Undercut,Joseph Kisenwether,N/A,N/A,N/A,N/A
Holmes' Horror Hotel,Carrotz,N/A,N/A,N/A,N/A
Dead Fellas,James Ernest,Jesper Myrfors,Brian Snoddy,N/A,N/A
"Renaissance of Infantry: Tactical Warfare, 1250 A.D-1550 A.D",Albert A. Nofi,N/A,N/A,N/A,N/A
Bakerstreet,Marcel-André Casasola Merkle,N/A,N/A,N/A,N/A
Mangala,(Uncredited),N/A,N/A,N/A,N/A
Monopoly: The Nightmare Before Christmas,(Uncredited),N/A,N/A,N/A,N/A
Running with the Bulls,Paul Peterson,N/A,N/A,N/A,N/A
ONMYOJI: Spirit War,Kyle Sheng-Chieh Chang,N/A,N/A,N/A,N/A
Dictator of Sweden,N/A,N/A,N/A,N/A,N/A
Chinese Dominoes,(Uncredited),N/A,N/A,N/A,N/A
Calçotada Wars,Marc Miquel,N/A,N/A,N/A,N/A
Witkacy,Maciej Poleszak,Michał Szewczyk (I),N/A,N/A,N/A
Rogue Agent,David Ausloos,N/A,N/A,N/A,N/A
First to Fight,Adam Kwapiński,Michał Sieńko,N/A,N/A,N/A
Flower Fairy,Christiane Hüpper,N/A,N/A,N/A,N/A
Harry Potter: Mischief in Diagon Alley,(Uncredited),N/A,N/A,N/A,N/A
Normandia 1944,Tomasz Hanas,N/A,N/A,N/A,N/A
Le Petit Poucet,Corentin Lebrat,Gilles Lehmann,N/A,N/A,N/A
Horror House,(Uncredited),N/A,N/A,N/A,N/A
"The Black Prince: The Battle of Navarette, 1367",Rob Mosca,N/A,N/A,N/A,N/A
Fast Flip,Ken Gruhl,Quentin Weir,N/A,N/A,N/A
The Majority,Muneyuki Yokouchi (横内宗幸),N/A,N/A,N/A,N/A
Take Two,Baren Luders,N/A,N/A,N/A,N/A
Dolly Crush,Christian Giove,N/A,N/A,N/A,N/A
Leuthen 1757,Sylvain Ferreira,N/A,N/A,N/A,N/A
BANANINE,Masaki Suga (須賀 正樹),N/A,N/A,N/A,N/A
Cat'astrophes,Ludovic Mahieu,N/A,N/A,N/A,N/A
Stamp Graffiti,Jun-ichi Shinde,N/A,N/A,N/A,N/A
Lie Detector,(Uncredited),N/A,N/A,N/A,N/A
Scene It? 007,Craig Kinzer,Dave Long (I),N/A,N/A,N/A
Star Trek: The Enterprise 4 Encounter,Bill Eberle,Jack Kittredge,Peter Olotka,N/A,N/A
True Messiah,Craig Stern,N/A,N/A,N/A,N/A
Outpost Gamma,Howard Barasch,N/A,N/A,N/A,N/A
Yago Pool,Peter Brönnimann,Yves Brönnimann,N/A,N/A,N/A
Jumpship,Tony Go,N/A,N/A,N/A,N/A
Case Green,John Desch,N/A,N/A,N/A,N/A
Bezzerwizzer +,Jesper Bülow,N/A,N/A,N/A,N/A
The Bremens,N/A,N/A,N/A,N/A,N/A
Écarté,(Uncredited),N/A,N/A,N/A,N/A
Speedy Ants,Kang Chulku,Kim Sehee,N/A,N/A,N/A
English Civil War,Kenneth Clark,Hartley Patterson,Roger Sandell,N/A,N/A
Energy Apex,Yu Wang,N/A,N/A,N/A,N/A
Redemption: City of Bondage,Rob Anderson,Richard Borg,N/A,N/A,N/A
Alien Contact: Extraterrestrial Empires in Conflict,Fred Chatham,David Ferguson (I),N/A,N/A,N/A
Wild West Shepherds,Martin Kuan,N/A,N/A,N/A,N/A
Xerxes,Kurt Heuser,N/A,N/A,N/A,N/A
Huang Dih: O Grande Imperador,(Uncredited),N/A,N/A,N/A,N/A
"Alma: The First Battle, 20 September 1854",J. Matisse Enzer,N/A,N/A,N/A,N/A
Descent on Crete: May 1941,Eric Goldberg,N/A,N/A,N/A,N/A
Postcard from the Revolution,Mike DeSanto,N/A,N/A,N/A,N/A
Oh no... INVASION!!!,Joost Das,N/A,N/A,N/A,N/A
Tales & Games: Lost in the Woods,Bruno Faidutti,Anja Wrede,N/A,N/A,N/A
Hochspannung,Maureen Hiron,N/A,N/A,N/A,N/A
Fliegende Teppiche,Lorenz Kutschke,N/A,N/A,N/A,N/A
Summertime,Inka Brand,Markus Brand,N/A,N/A,N/A
Patriot,Anthony Kirkham,N/A,N/A,N/A,N/A
Phoenix Covenant,Soren Fox,Adam Porroni,Easwaran Subbaraman,Sriraman Subbaraman,N/A
Arche Noah,Christoph Behre,N/A,N/A,N/A,N/A
DAVOS,Martijn Snelder,N/A,N/A,N/A,N/A
Cache Me If You Can!: The Geocaching Board Game,Dan Hundycz,N/A,N/A,N/A,N/A
No Good Gremlins,Nick Hayes,N/A,N/A,N/A,N/A
Moriarty's Machinations,Redbeard Duadikos,N/A,N/A,N/A,N/A
Dragoon: Heads Will Roll,Alex Cutler,Matt Fantastic,N/A,N/A,N/A
Pig Pong,(Uncredited),N/A,N/A,N/A,N/A
Shake 'n Take,Keith Meyers,N/A,N/A,N/A,N/A
Wortfabrik,Mathias Spaan,N/A,N/A,N/A,N/A
From Batavia,Toryo Hojo,Kenichi Tanabe,N/A,N/A,N/A
VisualEyes,Keith Dugald (I),Steve Pickering,N/A,N/A,N/A
Lemmings,Vlad Kapitan,N/A,N/A,N/A,N/A
Espresso,Michael Michaels,N/A,N/A,N/A,N/A
Clearing Coffins,Thierry Chapeau,N/A,N/A,N/A,N/A
Sidekick Saga,Richard T. Saunders,N/A,N/A,N/A,N/A
Magic 8 Ball: Magical Encounters Board Game,Tara Taehyun Kim,N/A,N/A,N/A,N/A
Simpei,Shimpei Takahashi,N/A,N/A,N/A,N/A
Elin River Cruise,Nicholas Henning,N/A,N/A,N/A,N/A
Budowa zamku,Dominique Ehrhard,Pascale Wurch,N/A,N/A,N/A
Aqua Brunch,Luca Bellini,Luca Borsa,N/A,N/A,N/A
Can You Roll Doubles,N/A,N/A,N/A,N/A,N/A
"Jena-Auerstadt: The Battle for Prussia, 14 October 1806",Tom Walczyk,N/A,N/A,N/A,N/A
Crisis 2020,Joseph Miranda,N/A,N/A,N/A,N/A
Foundation,Rafi Arkin,Gavin Birnbaum,N/A,N/A,N/A
Horse Fair Card Game,Reiner Knizia,N/A,N/A,N/A,N/A
Zatre: Das Kartenspiel,Manfred Schuling,N/A,N/A,N/A,N/A
Pot Pourri,Florian Mayerhofer,Ananda Stimm,N/A,N/A,N/A
No Mercy for Monsters,Jérôme Soleil,Emilie Soleil,N/A,N/A,N/A
Latria,Y. Ohashi,N/A,N/A,N/A,N/A
Zwergen Ziehen,Philippe des Pallières,N/A,N/A,N/A,N/A
