Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Pope or Nope,Ryan Brown,Bryce Doubravsky,AJ Gonzalez,Jonathann Lackey,N/A
Auf heißer Spur,Dominique Ehrhard,Pierre-Nicolas Lapointe,N/A,N/A,N/A
Grab Bag,Marianne Harts,Michael Schacht,N/A,N/A,N/A
Wer war's?: Das Kartenspiel,Reiner Knizia,N/A,N/A,N/A,N/A
High School Drama: Varsity Edition,Boyan Radakovich,N/A,N/A,N/A,N/A
Ascension at Firepeak,Cory Loewen,N/A,N/A,N/A,N/A
Grunwald: Walka 600-lecia,Michał Stachyra,Maciej Zasowski,N/A,N/A,N/A
Bautzen 1945,Javier Romero,N/A,N/A,N/A,N/A
Hopp Galopp,Ralf Menzel,N/A,N/A,N/A,N/A
Central Pacific,Steve Jones (I),N/A,N/A,N/A,N/A
Double,Walter Johnson,N/A,N/A,N/A,N/A
Revolución,Pascal Bernard,Franck Dion,N/A,N/A,N/A
Ad-Lib Crossword Cubes,(Uncredited),Charlie Light,N/A,N/A,N/A
Empire (Third Edition),Scotty Bowden,Jim Getz,N/A,N/A,N/A
Bejeweled,N/A,N/A,N/A,N/A,N/A
The Vampires,Manuel Rubio Gimenez,N/A,N/A,N/A,N/A
Sailor Moon CCG,Mark C. MacKinnon,N/A,N/A,N/A,N/A
The Garden Game,Sarah Ponsonby,N/A,N/A,N/A,N/A
Uxmal,Eloi Pujadas,N/A,N/A,N/A,N/A
Highlander: The Duel,Chris Castagnetto,N/A,N/A,N/A,N/A
Zocken,Peter Neugebauer,N/A,N/A,N/A,N/A
"Kipp, Kipp, Ahoi!",Gunter Baars,N/A,N/A,N/A,N/A
Robin Hood,Julian Musgrave,N/A,N/A,N/A,N/A
Sushi Draft,Takahiro Amioka,N/A,N/A,N/A,N/A
Zombie Tsunami,Jeremie Torton,Vincent Vergonjeanne,N/A,N/A,N/A
Seega,(Uncredited),N/A,N/A,N/A,N/A
Alien,(Uncredited),N/A,N/A,N/A,N/A
Query,Nikki Flowerday,Phoebe Stephens,N/A,N/A,N/A
Desert War: Tactical Warfare in North Africa,Jim Dunnigan,Redmond A. Simonsen,N/A,N/A,N/A
