Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Banda pand i kawałki bambusa,Przemek Wojtkowiak,N/A,N/A,N/A,N/A
Dodgy Dogs,N/A,N/A,N/A,N/A,N/A
Donkey Derby,Walter Müller,N/A,N/A,N/A,N/A
Spinergy,Kristina Kershner,N/A,N/A,N/A,N/A
Supernatural Socks,Andrew Birkett,N/A,N/A,N/A,N/A
Dynamite: The Game,Antoni MR,N/A,N/A,N/A,N/A
Zogen,Christoph Cantzler,Anja Wrede,N/A,N/A,N/A
Leonardo,Charles Chevallier,N/A,N/A,N/A,N/A
森活日記 Woodtopia,奧羅-Oro,N/A,N/A,N/A,N/A
Swintus Junior,Timofey Bokarev,N/A,N/A,N/A,N/A
TATATA!,Angelo Porazzi,N/A,N/A,N/A,N/A
Nobody Is Perfect: Kompakt,(Uncredited),N/A,N/A,N/A,N/A
Unauthorized,Patrick Lysaght,N/A,N/A,N/A,N/A
Happy Bunny,Peggy Brown,N/A,N/A,N/A,N/A
Red Light: A Star is Porn,Immanuel Casto,N/A,N/A,N/A,N/A
Tenakee,Michael Feldkötter,N/A,N/A,N/A,N/A
Out of Mine!,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Invasion: Sicily – Alexander vs Kesselring,David C. Isby,Richard H. Berg,N/A,N/A,N/A
Ligretto: Das Brettspiel,Rudi Biber,N/A,N/A,N/A,N/A
Konane,(Uncredited),N/A,N/A,N/A,N/A
Matschig,Valentin Herman,N/A,N/A,N/A,N/A
Hop to It!,Reinhard Staupe,N/A,N/A,N/A,N/A
"Geißlein, versteck dich!",Christine Lehmann,Wolfgang Lehmann,N/A,N/A,N/A
Polar Smash,(Uncredited),N/A,N/A,N/A,N/A
SticX Games: 4 Pints,Raúl Fernández Aparicio,N/A,N/A,N/A,N/A
Treasure Island,Peter Burley,Alan Burley,N/A,N/A,N/A
"Murder Mystery Party: Pasta, Passion & Pistols",Larry Zacher,N/A,N/A,N/A,N/A
Chernobyl,Gonzalo Emanuel Aguetti,N/A,N/A,N/A,N/A
Quiddler Mini Round,Marsha J. Falco,N/A,N/A,N/A,N/A
Castelli,Günter Burkhardt,N/A,N/A,N/A,N/A
Caves of Rwenzori,James Trower,N/A,N/A,N/A,N/A
Dragon Canyon,Li Hsiao En,N/A,N/A,N/A,N/A
Poc!,Nicolas Bourgoin,Alexandre Droit,Florent Toscano,N/A,N/A
The Art of Science,N/A,N/A,N/A,N/A,N/A
The Last Spike,Tom Dalgliesh,Ron Gibson,Lance Gutteridge,N/A,N/A
The Atlanta Campaign: Bald Hill and Ezra Church,Robert G. Markham,N/A,N/A,N/A,N/A
Dragon Ball Z: Perfect Cell,Chris Bryan,N/A,N/A,N/A,N/A
Hachi-Hachi,N/A,N/A,N/A,N/A,N/A
Korea: The Mobile War,David James Ritchie,N/A,N/A,N/A,N/A
Explora,Cesare Mainardi,N/A,N/A,N/A,N/A
Robot X,Michel Baudoin,N/A,N/A,N/A,N/A
The Warriors of Batak,Dan Campagna,N/A,N/A,N/A,N/A
Peaky Blinders: Under New Management,René Groen,N/A,N/A,N/A,N/A
Cookie Fu,Bryan Kowalski,N/A,N/A,N/A,N/A
Cranium Bumparena,Forrest-Pruzan Creative,N/A,N/A,N/A,N/A
Animal Party,Amanda Birkinshaw,Jim Harrison,N/A,N/A,N/A
Blank Marry Kill,Jack Dire,N/A,N/A,N/A,N/A
Gold und Rum,Bruno Faidutti,Alan R. Moon,N/A,N/A,N/A
Lords Of The Middle Sea,Lynn Willis,N/A,N/A,N/A,N/A
The Truckers,Kai Fujiwara,N/A,N/A,N/A,N/A
Moon Base Clavius,Kerry Anderson,N/A,N/A,N/A,N/A
wordXchange,Rodolphe Charpentier,Michel Chiarore,N/A,N/A,N/A
