Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Alien Contact: Extraterrestrial Empires in Conflict,Fred Chatham,David Ferguson (I),N/A,N/A,N/A
Tome: The Light Edition,Anthony Thorp,N/A,N/A,N/A,N/A
Flip Freighters,Wayne D Koenig,N/A,N/A,N/A,N/A
Das verfluchte Piratengold,Pau Moré Gómez,N/A,N/A,N/A,N/A
Wohrom: Swords and Magic Against Evil Forces,Marco Donadoni,N/A,N/A,N/A,N/A
Wanted!,(Uncredited),N/A,N/A,N/A,N/A
"Linus, der kleine Magier",Wolfgang Dirscherl,N/A,N/A,N/A,N/A
Pick Your Poison: NSFW Edition,Tony Pellerito,N/A,N/A,N/A,N/A
"The Ottomans: Rise of the Turkish Empire, 1453-1571",Joseph Miranda,N/A,N/A,N/A,N/A
Die Glücksritter,Klaus Kreowski,N/A,N/A,N/A,N/A
Remember the Alamo!,Kevin Hendryx,N/A,N/A,N/A,N/A
Cup-A-Cup,Ken Gruhl,Quentin Weir,N/A,N/A,N/A
Drags 2 Riches,David Pettifer,N/A,N/A,N/A,N/A
Backstab Card Game,Dave Stawar,N/A,N/A,N/A,N/A
Old World New World,Aaron Smith (I),N/A,N/A,N/A,N/A
Miskatonic School for Boys,Garrett Herdter,N/A,N/A,N/A,N/A
Dinos Not Assembled,Alice Davis,N/A,N/A,N/A,N/A
Vizia,Pierre Bourque,N/A,N/A,N/A,N/A
Bitten: A Game of Survival,Victor Brown,Michael Murphey,N/A,N/A,N/A
Nomids,Andrew Looney,N/A,N/A,N/A,N/A
Operators,Csepi Balázs,N/A,N/A,N/A,N/A
Dick: A Card Game Based on the Novel by Herman Melville,N/A,N/A,N/A,N/A,N/A
ESCAPE Dysturbia: Gefahr in den Docks,N/A,N/A,N/A,N/A,N/A
Sixto,Steffen Benndorf,Florian Benndorf,N/A,N/A,N/A
The Battle of Bushy Run,Nick Richardson,N/A,N/A,N/A,N/A
0-100 Vit,Alexander Viberg,N/A,N/A,N/A,N/A
Artifact,Jeffrey D. Allers,Bernd Eisenstein,N/A,N/A,N/A
another damn Civilization game,Martin Wallace,N/A,N/A,N/A,N/A
Who? What? Where? Jr.,Michelle Harp,Jason Kraput,N/A,N/A,N/A
Double Star,Marc W. Miller,N/A,N/A,N/A,N/A
The Poll Game,Eric Martin (I),Jeff Snow,N/A,N/A,N/A
Pocket Dragon,Dávid Turczi,Wai Yee,N/A,N/A,N/A
Topas,Reiner Knizia,N/A,N/A,N/A,N/A
Я твоя понимай,Mikhail Kruzhkov,Anna Zanadvorova,N/A,N/A,N/A
IKAN,Philippe Tapimoket,N/A,N/A,N/A,N/A
Cuckoo Zoo,Haim Shafir,N/A,N/A,N/A,N/A
1%: One Percent – A Game Of Strategic Chance,Luke Melia,N/A,N/A,N/A,N/A
Pacific Northwest Rails,Bob Carlsen,N/A,N/A,N/A,N/A
Woods & Water,Edward Longan,N/A,N/A,N/A,N/A
San Juan Hill: The Santiago Campaign 1898,Ron Bell,Joseph Miranda,N/A,N/A,N/A
Tension: The Crazy Naming Game,(Uncredited),N/A,N/A,N/A,N/A
Shinobi: El Juego del Asesino,Michel Fischman,N/A,N/A,N/A,N/A
SizeUp,Ikhwan Kwon,N/A,N/A,N/A,N/A
"Freikorps: The Bolsheviks Invade Germany, 1920",Brian Train,N/A,N/A,N/A,N/A
Pests!,Michael McFarland,N/A,N/A,N/A,N/A
Splish Splash Catapult,Jakob Andrusch,N/A,N/A,N/A,N/A
Lucky Catch,Jürgen Heel,N/A,N/A,N/A,N/A
Tako Judo,Kevin Lanzing,N/A,N/A,N/A,N/A
Zagłada Atlantydy,Marcin Wełnicki,N/A,N/A,N/A,N/A
Plapparagei,Lena Burkhardt,N/A,N/A,N/A,N/A
The Match Game,N/A,N/A,N/A,N/A,N/A
Red Light Green Light: A Press Your Luck Racing Game,N/A,N/A,N/A,N/A,N/A
Interceptor,Felipe Galery,Gabriel Santana,Ingrid Spangler,N/A,N/A
Robot X,Michel Baudoin,N/A,N/A,N/A,N/A
Yokai Battle,Arno Guensherian,Leon Nguyen,N/A,N/A,N/A
UNO Roboto,Brian S. Spence,N/A,N/A,N/A,N/A
Super Rack-O,(Uncredited),N/A,N/A,N/A,N/A
Recipe for Disaster,Duncan Drury,N/A,N/A,N/A,N/A
"Lisbon, The Gate to the World",Kenichi Tanabe,N/A,N/A,N/A,N/A
Asteroid Zero-Four,Stephen V. Cole,N/A,N/A,N/A,N/A
Firefly Dance,Josep M. Allué,N/A,N/A,N/A,N/A
The Academy,Manny Dominguez,N/A,N/A,N/A,N/A
Everest 1924,David Storey,N/A,N/A,N/A,N/A
Perfect Numbers,Lars Jansen,N/A,N/A,N/A,N/A
Marauders of the Great Wastelands,Dmitry Telery,Dmitry Thelery,N/A,N/A,N/A
Top This! A Pizza Flicking Game,Yves Tourigny,N/A,N/A,N/A,N/A
Salt & Sail,Justin Potter,N/A,N/A,N/A,N/A
Shazam,Marcos Macri,N/A,N/A,N/A,N/A
Vici,Benjamin Shulman,N/A,N/A,N/A,N/A
Flip,Beagle Games,Mi-Sun Kim,Ji-Young Kim,N/A,N/A
Take Your Daughter to the Slaughter,Jordi Castells Amat,N/A,N/A,N/A,N/A
Desafino,(Uncredited),N/A,N/A,N/A,N/A
Aqua Brunch,Luca Bellini,Luca Borsa,N/A,N/A,N/A
Kleiner Obstgarten,Anneliese Farkaschovsky,N/A,N/A,N/A,N/A
Counter-Attack! Arras,Michael Rinella,N/A,N/A,N/A,N/A
Cubus,Reinhold Wittig,N/A,N/A,N/A,N/A
Shinobi,Josep M. Allué,N/A,N/A,N/A,N/A
Âge de Bronze,Martin L'Hébreux,Daniel Moreau,N/A,N/A,N/A
How Many?,Ying-Tan Liu,N/A,N/A,N/A,N/A
Yu-Gi-Oh! Dungeon Dice Monsters,Kazuki Takahashi,N/A,N/A,N/A,N/A
Sector 41,Michael Lachtanski,Dave Long (II),N/A,N/A,N/A
Squid Inc.,Ivan Turner,N/A,N/A,N/A,N/A
Battlestar Galactica Collectible Card Game,Tyler Bielman,Chuck Kallenbach,Jim Long,Ethan Pasternack,N/A
That's It!,N/A,N/A,N/A,N/A,N/A
Ink Monsters,Daryl Andrews,Erica Bouyouris,N/A,N/A,N/A
Stalingrad 1942-43,Wojciech Zalewski,N/A,N/A,N/A,N/A
My Dungeon Boss: Never Lie,C. C. Hung,N/A,N/A,N/A,N/A
Noble Armada,Bill Bridges,Ken Lightner,Chris Wiese,N/A,N/A
The Fairy Game,Shanon Lyon,Marisa Peña,N/A,N/A,N/A
Derby,Dirk Henn,N/A,N/A,N/A,N/A
Energy Apex,Yu Wang,N/A,N/A,N/A,N/A
BANG!: Halo,N/A,N/A,N/A,N/A,N/A
Leuthen 1757,Sylvain Ferreira,N/A,N/A,N/A,N/A
Ocean Trader,John Rudford,N/A,N/A,N/A,N/A
The Demise of Dr. Frankenstein,Mark Hanny,N/A,N/A,N/A,N/A
NasconDino,Federico Dumas,N/A,N/A,N/A,N/A
Quantum,Philip Slater,N/A,N/A,N/A,N/A
Lost in the Woods,Robert J Johnson,N/A,N/A,N/A,N/A
Villainous Vikings,Jeremy Stoltzfus,Graham Weaver,N/A,N/A,N/A
Cucco 21,N/A,N/A,N/A,N/A,N/A
Villainous Vikings,Jeremy Stoltzfus,Graham Weaver,N/A,N/A,N/A
Cucco 21,N/A,N/A,N/A,N/A,N/A
Liski: Ojojanie,Jacek Gołębiowski,N/A,N/A,N/A,N/A
The Pet Cemetery,Anthony Hore,N/A,N/A,N/A,N/A
Sarena,Christophe Boelinger,N/A,N/A,N/A,N/A
ANLUDIM,Ludovic Maublanc,Dimitri Perrier,N/A,N/A,N/A
Wizard Thieves,Jeremy Rozenhart,N/A,N/A,N/A,N/A
EXIT Kids: Code Breaker,N/A,N/A,N/A,N/A,N/A
Quarantine Z,Charles Maxwell Boyd,N/A,N/A,N/A,N/A
Councils & Contracts,Kalle Malmioja,N/A,N/A,N/A,N/A
Capio,Otmar Bettscheider,Karin Herrmann,N/A,N/A,N/A
Télos,Adrie Drent,N/A,N/A,N/A,N/A
Alan's Adventureland,Alan D. Ernstein,N/A,N/A,N/A,N/A
Yut Nori,(Uncredited),N/A,N/A,N/A,N/A
Battle Yahtzee: Deadpool,N/A,N/A,N/A,N/A,N/A
James Bond 007 Assault! Game,Gerard Christopher Klug,N/A,N/A,N/A,N/A
Skirrid,Mark Eliot,Brian Taylor,N/A,N/A,N/A
Blöder Sack,Ralf zur Linde,N/A,N/A,N/A,N/A
Dogs Bond,Alex Lu,N/A,N/A,N/A,N/A
Tong,Bruno Cathala,N/A,N/A,N/A,N/A
Fliegende Teppiche,Lorenz Kutschke,N/A,N/A,N/A,N/A
Rainbow Rage,Matt Edmondson,N/A,N/A,N/A,N/A
Invisible Ink,Martin Nedergaard Andersen,N/A,N/A,N/A,N/A
Africa 1880,Francis Pacherie,N/A,N/A,N/A,N/A
Can't Stop the Turtles,Sid Sackson,N/A,N/A,N/A,N/A
Ghost Hunters,Andreas Frei,Ueli Frei,Lukas Frei,N/A,N/A
Dolly Crush,Christian Giove,N/A,N/A,N/A,N/A
Vilar de Mouros,Fernando Zamith,N/A,N/A,N/A,N/A
Top of the Pops: The Game,N/A,N/A,N/A,N/A,N/A
Take Your Pick,Mike Petty,N/A,N/A,N/A,N/A
Iron & Ale,Troy Acker,Thomas Song,N/A,N/A,N/A
"Chancellorsville: Pinnacle of Victory, April 30 - May 5, 1863",Richard H. Berg,N/A,N/A,N/A,N/A
"Deal, Gentlemen Collectionneurs",Etienne Daniault,Florian Sirieix,N/A,N/A,N/A
Blades of Legend,"D. Brad Talton, Jr.",N/A,N/A,N/A,N/A
Human Era,Jake Given,Zach Given,N/A,N/A,N/A
Zoar,Andreas Katelanos,N/A,N/A,N/A,N/A
Magellan,Michel Fallon,N/A,N/A,N/A,N/A
ESSEN,Harry-Pekka Kuusela,N/A,N/A,N/A,N/A
Black Stories: Das Verhör,Johannes Krenner,N/A,N/A,N/A,N/A
Narwhal Free for All,N/A,N/A,N/A,N/A,N/A
實話實說 (Straight Talk),Jog Kung,N/A,N/A,N/A,N/A
Animal Inc,Princeton Wong,N/A,N/A,N/A,N/A
Fireside Football,Alan Parr,N/A,N/A,N/A,N/A
Cat Hiding,Alex Tseng,N/A,N/A,N/A,N/A
Verdun 1916,Théophile Monnier,Nicolas Stratigos,N/A,N/A,N/A
Gazala: The Clash of Armor,David Bolt,N/A,N/A,N/A,N/A
Counter-Attack! Arras,Michael Rinella,N/A,N/A,N/A,N/A
Pieces of Eight,Jeff Tidball,N/A,N/A,N/A,N/A
Leviathan,Greg Loring-Albright,N/A,N/A,N/A,N/A
Band Manager: The Boardgame,Sam Ballard,James Knight,Ed Saperia,N/A,N/A
Apocalypse Z: The Board Game,David Illescas,N/A,N/A,N/A,N/A
Pocket Sub,Darrin Horbal,N/A,N/A,N/A,N/A
Horse Fair Card Game,Reiner Knizia,N/A,N/A,N/A,N/A
Truth or Drink: The Card Game,N/A,N/A,N/A,N/A,N/A
Five-up,Dominic C. Armanino,N/A,N/A,N/A,N/A
Social Train,Raul Franco Jiménez,N/A,N/A,N/A,N/A
Le Paresseux,Dominique Tellier,N/A,N/A,N/A,N/A
