Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Vampire Hunter,(Uncredited),N/A,N/A,N/A,N/A
Yahtzee,Edwin S. Lowe,N/A,N/A,N/A,N/A
Boggle Jr.,(Uncredited),N/A,N/A,N/A,N/A
Cheat,(Uncredited),N/A,N/A,N/A,N/A
Cranium Zigity,Marisa Peña,N/A,N/A,N/A,N/A
Disturbed Friends,N/A,N/A,N/A,N/A,N/A
Bargain Hunter,Michael Gray,N/A,N/A,N/A,N/A
Creatures & Cultists,Jeff Barber,John Scott Tynes,N/A,N/A,N/A
Don't Rock the Boat,(Uncredited),N/A,N/A,N/A,N/A
Mad Scientist,Shawn F. Carnes,N/A,N/A,N/A,N/A
Class Struggle,Bertell Ollman,N/A,N/A,N/A,N/A
Space Sheep!,Anthony Rubbo,N/A,N/A,N/A,N/A
The Hobbit: An Unexpected Journey – Adventure Board Game,Terry Miller Associates,N/A,N/A,N/A,N/A
Monopoly: Here and Now – The World Edition,(Uncredited),N/A,N/A,N/A,N/A
Where Art Thou Romeo?,Michael Eskue,N/A,N/A,N/A,N/A
What's Yours Like?,(Uncredited),N/A,N/A,N/A,N/A
3D Tic Tac Toe,Woodrow Arthur Heacock,William Spyker,Herbert B. Swift,N/A,N/A
Bakerspeed,Marko Jelen,N/A,N/A,N/A,N/A
Pugs in Mugs,Laurie Blake,Stuart Lawrence,N/A,N/A,N/A
Halloween Party,Christophe Boelinger,N/A,N/A,N/A,N/A
Halo Interactive Strategy Game,(Uncredited),N/A,N/A,N/A,N/A
Mouse Chaos,Jeff Widderich,N/A,N/A,N/A,N/A
MacGregor,Dominique Ehrhard,N/A,N/A,N/A,N/A
Der Schatz der Inka,Edith Grein-Böttcher,N/A,N/A,N/A,N/A
Channel Surfing,(Uncredited),N/A,N/A,N/A,N/A
UNO Attack!,Damon Saddler,N/A,N/A,N/A,N/A
Jack Straws,(Uncredited),N/A,N/A,N/A,N/A
Kings in the Corner,(Uncredited),N/A,N/A,N/A,N/A
Friends Trivia Game,(Uncredited),N/A,N/A,N/A,N/A
Dark Legacy: The Rising,"Bryan ""Kaiser"" Tillman",N/A,N/A,N/A,N/A
Warmaster Chess 2000,Ty Bomba,N/A,N/A,N/A,N/A
Gooey Louie,Craig Clark Williamson,N/A,N/A,N/A,N/A
"Non-Violent, Politically-Correct War",(Uncredited),N/A,N/A,N/A,N/A
Barista,Steve Edmiston,Tom Phillips,N/A,N/A,N/A
Moral Dilemma,William Hall,Ryan Smith,Nicholas Stewart,Lucas Stewart,N/A
Race 3000,Bastiaan Brederode,Cephas Howard,N/A,N/A,N/A
HEL: The Last Saga,David Rakoto,N/A,N/A,N/A,N/A
Mid-Life Crisis,Michael Stern,N/A,N/A,N/A,N/A
Mystery on the Nile,Martin Drewes,Michael Palm,N/A,N/A,N/A
Hedbanz for Adults!,Dan Glimne,Henrik Strandberg,N/A,N/A,N/A
Dragonriders,Jean du Poël,Klaus-Jürgen Wrede,N/A,N/A,N/A
Quartett,Borries Schwesinger,N/A,N/A,N/A,N/A
Superpower,E. Bruce Hollands,Daniel R. McGregor,N/A,N/A,N/A
Tetris: The Card Game,N/A,N/A,N/A,N/A,N/A
Squillo,Immanuel Casto,N/A,N/A,N/A,N/A
Craps,(Uncredited),N/A,N/A,N/A,N/A
Citadel Combat Cards,Jervis Johnson,N/A,N/A,N/A,N/A
Space Marine: The Board Game,N/A,N/A,N/A,N/A,N/A
The Kids of Catan,Klaus Teuber,N/A,N/A,N/A,N/A
Monopoly: Star Wars Episode I,(Uncredited),N/A,N/A,N/A,N/A
Pirates of the Caribbean DVD Treasure Hunt,(Uncredited),N/A,N/A,N/A,N/A
Awkward Family Photos,N/A,N/A,N/A,N/A,N/A
The Prince: The Struggle of House Borgia,Alexander S. Berg,N/A,N/A,N/A,N/A
Sorry! with Fire & Ice Power-ups,(Uncredited),N/A,N/A,N/A,N/A
Lone Wolf and Cub Game,Matthew J. Costello,N/A,N/A,N/A,N/A
W.W.B,Richard Hutnik,N/A,N/A,N/A,N/A
Law & Order Game,(Uncredited),N/A,N/A,N/A,N/A
Word Yahtzee,(Uncredited),N/A,N/A,N/A,N/A
Evil Dead 2: The Official Board Game,Taylor Smith,N/A,N/A,N/A,N/A
Archer: The Danger Zone! Board Game,N/A,N/A,N/A,N/A,N/A
Hot Potato,(Uncredited),N/A,N/A,N/A,N/A
E.T.: The Extra-Terrestrial,(Uncredited),N/A,N/A,N/A,N/A
Monopoly: Chocolate,(Uncredited),N/A,N/A,N/A,N/A
The Game of Life Junior,N/A,N/A,N/A,N/A,N/A
Zathura: Adventure Is Waiting,Randy Klimpert,Kim Vandenbroucke,N/A,N/A,N/A
Harry Potter: Magical Beasts Board Game,N/A,N/A,N/A,N/A,N/A
Transformers 3D Battle Card Game,Brian Tinsman,N/A,N/A,N/A,N/A
Maxi Bour$e,Marc-Éric Gervais,Pascale Loiseau,Georges Daniel Volpilhac,N/A,N/A
Adverteasing,Richard C. Levy,N/A,N/A,N/A,N/A
Phase 10 Dice,Garrett J. Donner,Michael S. Steer,N/A,N/A,N/A
Con Sonar!,Christian Boutin,N/A,N/A,N/A,N/A
Hidden Conflict,Kerry Breitenstein,N/A,N/A,N/A,N/A
The Shining: Escape from the Overlook Hotel,Jay Cormier,Sen-Foong Lim,N/A,N/A,N/A
I Hate Zombies,Kevin Wilson,N/A,N/A,N/A,N/A
Magikus,Cephas Howard,N/A,N/A,N/A,N/A
X-Men Trading Card Game,Mike Fitzgerald,N/A,N/A,N/A,N/A
Zaxxon,Jeffrey Breslow,Michael Ferris,Paul Wise,N/A,N/A
Monopoly: Pokémon,(Uncredited),N/A,N/A,N/A,N/A
Zombie! Run for Your Lives!,Danila Goryunov,N/A,N/A,N/A,N/A
Sorry!,"Paul T. Haskell, Jr.",William Henry Storey,N/A,N/A,N/A
Ninja Galaxy,Randall Thompson (I),N/A,N/A,N/A,N/A
The Big Bang Theory: Rock! Paper! Scissors! Lizard! Spock! Dice Game,(Uncredited),N/A,N/A,N/A,N/A
Topple,Frank Thibault,N/A,N/A,N/A,N/A
Bottlecap Vikings,Andy Van Zandt,N/A,N/A,N/A,N/A
Robo Champ,Cephas Howard,N/A,N/A,N/A,N/A
The Ladybug Game,Kylie Copenhagen,N/A,N/A,N/A,N/A
Monopoly: Nintendo,(Uncredited),N/A,N/A,N/A,N/A
Dungeonville,James Ernest,Mike Selinker,N/A,N/A,N/A
Doggie Doo,Bruce Lund,N/A,N/A,N/A,N/A
Game of the States,(Uncredited),N/A,N/A,N/A,N/A
Secret Labyrinth,Max J. Kobbert,N/A,N/A,N/A,N/A
Nine Men's Morris,(Uncredited),N/A,N/A,N/A,N/A
Pimp: The Backhanding,J. C. Lira,N/A,N/A,N/A,N/A
Wizardology: The Game,(Uncredited),N/A,N/A,N/A,N/A
All Wound Up,Kerry Breitenstein,N/A,N/A,N/A,N/A
Ms. Monopoly,N/A,N/A,N/A,N/A,N/A
Pack of Flies,Philippe des Pallières,N/A,N/A,N/A,N/A
TKO,Chris Handy (I),N/A,N/A,N/A,N/A
Elfer raus!,(Uncredited),N/A,N/A,N/A,N/A
Funny or Die,(Uncredited),N/A,N/A,N/A,N/A
