Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Zoom Zoom Ka-Boom!!,Andy Hopwood,N/A,N/A,N/A,N/A
Zheng Fen,(Uncredited),N/A,N/A,N/A,N/A
Beasty Borders,Peter Joustra,Corné van Moorsel,N/A,N/A,N/A
Scalawag!,Steve Nix,N/A,N/A,N/A,N/A
Crazy Rally,Piero Cioni,Giovanni Melega,N/A,N/A,N/A
Manchu: The Taiping Rebellion – 1852-1868,Richard H. Berg,N/A,N/A,N/A,N/A
Electronic Dream Phone,Michael Gray,N/A,N/A,N/A,N/A
Lee Invades the North,Robert G. Markham,Mark Seaman,N/A,N/A,N/A
Dominate Grail War: Fate/Stay night on Board Game,BakaFire,N/A,N/A,N/A,N/A
LUGU,Ben Miles,N/A,N/A,N/A,N/A
Exalted: Legacy of the Unconquered Sun,Ken Cliffe,Pétur Örn Þórarinsson,N/A,N/A,N/A
"Pizza, Spaghetti e Mandolino",Dario Dordoni,N/A,N/A,N/A,N/A
Heirs of the Wizard King,Jonathan Politis,N/A,N/A,N/A,N/A
Vietnam: Rumor of War,Adam Starkweather,N/A,N/A,N/A,N/A
DC HeroClix: Batman (Alpha),Mike Elliott,Seth Johnson,N/A,N/A,N/A
The Official Dealer McDope Dealing Game,T. Elton Snatchit,N/A,N/A,N/A,N/A
Arkosa,Angela Dickens,N/A,N/A,N/A,N/A
Earthquake,Mike Elliott,N/A,N/A,N/A,N/A
Trippples,William T. Powers,N/A,N/A,N/A,N/A
Sticht oder Nicht,Thomas Nezold,N/A,N/A,N/A,N/A
Block Happy,Sam Armes,John Ward,N/A,N/A,N/A
Amis Cube,Min-Ho Seok,N/A,N/A,N/A,N/A
Relic Knights: Darkspace Calamity,John Cadice,Kevin Clark,N/A,N/A,N/A
Badland Wolves,Daniel Gorash,N/A,N/A,N/A,N/A
Déclic!? Family,Julien Sentis,N/A,N/A,N/A,N/A
Cantankerous Cats,Al Gonzalez III,Elise Spacek,N/A,N/A,N/A
Bremen,S. Ando,N/A,N/A,N/A,N/A
18 Holes: Course Architect,Ryan Boucher,N/A,N/A,N/A,N/A
Little Italy,Reiner Knizia,N/A,N/A,N/A,N/A
AARRR!,Przemek Dmytruszynski,N/A,N/A,N/A,N/A
Redemption: City of Bondage,Rob Anderson,Richard Borg,N/A,N/A,N/A
Rise of the Exiled,Jarom Higley,N/A,N/A,N/A,N/A
Bindle Rails,Jack Neal,N/A,N/A,N/A,N/A
"Knights of Justice: The Siege of Malta, 1565",Colin Bruce,N/A,N/A,N/A,N/A
"La Bataille du Matz, 9-12 juin 1918",Nicolas Stratigos,N/A,N/A,N/A,N/A
Trickster: Fantasy,Daniel Solis,N/A,N/A,N/A,N/A
Silver Coin: Age of Monster Hunters,Lan Krajnčič,N/A,N/A,N/A,N/A
Tipsy,N/A,N/A,N/A,N/A,N/A
Eschnapur,Reinhard Staupe,N/A,N/A,N/A,N/A
Anagram: The Ingenious Game of Juggling Words,Sara Finch,Leslie Scott,N/A,N/A,N/A
Malarky,David Feldman,N/A,N/A,N/A,N/A
Moneybags,Jun Sasaki,Yoshiteru Shinohara,N/A,N/A,N/A
Flea Marketeers,Lisa Steenson,N/A,N/A,N/A,N/A
The Powerpuff Girls: Mojo Jojo Attacks Townsville Game,Craig Van Ness,N/A,N/A,N/A,N/A
Dragonchess,Gary Gygax,N/A,N/A,N/A,N/A
Storytelling,Toni Serradesanferm,N/A,N/A,N/A,N/A
Gladiatoris,David Temprano,Luis Valleaguado,N/A,N/A,N/A
Garden Gnomes: Violent Vendetta,Morten Nørgaard,N/A,N/A,N/A,N/A
Brainwaves: The Brilliant Boar,Dirk Baumann,N/A,N/A,N/A,N/A
BattleTech Science Fiction Combat Book Game: SHD-2H Shadow Hawk,Karl Hiesterman,Alfred Leonardi,N/A,N/A,N/A
Godsfire,Lynn Willis,N/A,N/A,N/A,N/A
Galactic Scoundrels,Olivia Dunlap,Joseph J. Williams,N/A,N/A,N/A
Epic Trading Card Game,Robert Dougherty,N/A,N/A,N/A,N/A
Naruto Collectible Card Game,(Uncredited),N/A,N/A,N/A,N/A
Drunter und Drüber,H. Heller,N/A,N/A,N/A,N/A
"Win, Don't Lose",Michael Nerman,N/A,N/A,N/A,N/A
The World Game,N/A,N/A,N/A,N/A,N/A
The Great Escape,John Grills,N/A,N/A,N/A,N/A
Fladderadatsch,Jacques Zeimet,N/A,N/A,N/A,N/A
"Kiev & Rostov: Battles of Army Group South, 1941",Joe Angiolillo,John H. Butterfield,N/A,N/A,N/A
Escape: Fighting for Freedom,Mohamed Ait-Mehdi,Mélanie Marlier,Thibault Sarels,Fabrice Tran,N/A
Mary Shelley's Dream,N/A,N/A,N/A,N/A,N/A
The Lash of the Turk,Andy Nunez,N/A,N/A,N/A,N/A
Ambition,Rob Acton,N/A,N/A,N/A,N/A
Tic Talk,Dave Yearick,N/A,N/A,N/A,N/A
Little Action,Babayaga,N/A,N/A,N/A,N/A
Solstice: Fall of Empire,Grant Rodiek,N/A,N/A,N/A,N/A
Mafia Casino,Simon Duquette,Éric Raymond,N/A,N/A,N/A
The Brotherhood,Frank Chadwick,John Harshman,John Hill (I),N/A,N/A
Orchard: The Card Game,Anneliese Farkaschovsky,N/A,N/A,N/A,N/A
E.T.I.: Estimated Time to Invasion,Mark Anticole,Matthew Anticole,N/A,N/A,N/A
Galactic Sabacc,N/A,N/A,N/A,N/A,N/A
Expedition Zetta,Jon Manker,N/A,N/A,N/A,N/A
The Testimony of Jacob Hollow,Frank Bustamante,Michael Nickoloff,N/A,N/A,N/A
Floor Plan: The Winchester Mystery House,John Brieger,Marek Tupy,N/A,N/A,N/A
Dance of the Fireflies,Oliver Brooks,N/A,N/A,N/A,N/A
Trivial Pursuit: Netflix's Stranger Things – Back to The 80s Edition,Joe Bradford,N/A,N/A,N/A,N/A
Gold Nuggets,Reiner Knizia,N/A,N/A,N/A,N/A
Tricky Safari,Corné van Moorsel,N/A,N/A,N/A,N/A
VI Against Rome,John Sutcliffe,N/A,N/A,N/A,N/A
In The Heart Of Darkness,The Moongrel,N/A,N/A,N/A,N/A
Da Yunhe: Der Grosse Kaiserkanal,Bjoern Mueller-Maetzig,N/A,N/A,N/A,N/A
Bounce Battle,N/A,N/A,N/A,N/A,N/A
Capitán Bacon,Paco Gómez,Lorenzo Tarabini,N/A,N/A,N/A
Stake Your Claim,Wolfgang Kramer,N/A,N/A,N/A,N/A
Mini Escapes: The Mystery of the Lost Cult,Christian Giove,N/A,N/A,N/A,N/A
Scottish Highland Whisky Race,Andreas Steding,N/A,N/A,N/A,N/A
Murder Mystery Party Case Files: Underwood Cellars,Bruce Whitehill,N/A,N/A,N/A,N/A
Balance Elemental,Julián Vecchione,N/A,N/A,N/A,N/A
Temple Run: Danger Chase,Nick Hayes,Brady Lang,N/A,N/A,N/A
War by Television: Kosovo 1999,Ty Bomba,N/A,N/A,N/A,N/A
"Storm Over Kunlun Pass, 1939",Terence Co,N/A,N/A,N/A,N/A
1472: The Lost Samurai,Mike Heiman,N/A,N/A,N/A,N/A
Idus Martii,Miguel Bruque,N/A,N/A,N/A,N/A
