Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
The Game of Life: A Jedi's Path,Rob Daviau,Reuben Klamer,N/A,N/A,N/A
Magdar,Kevin Wilson,N/A,N/A,N/A,N/A
Nya Finans,(Uncredited),N/A,N/A,N/A,N/A
Herd,Mark Steere,N/A,N/A,N/A,N/A
Gnip Gnop,Marvin Glass,N/A,N/A,N/A,N/A
Exploration: Warzone,Damian Korus,N/A,N/A,N/A,N/A
Friends,Terry Miller Associates,N/A,N/A,N/A,N/A
The Bird Told Me to Do It,Carl Chudyk,N/A,N/A,N/A,N/A
Dark World,Eàmon Bloomfield,N/A,N/A,N/A,N/A
UNO Dice Game,N/A,N/A,N/A,N/A,N/A
Mad Libs Card Game,(Uncredited),N/A,N/A,N/A,N/A
Marram,Robert William Smith,N/A,N/A,N/A,N/A
Bureaucracy,Bruce Spitz,N/A,N/A,N/A,N/A
The Six Million Dollar Man,(Uncredited),N/A,N/A,N/A,N/A
Battle of the Sexes: The Battle Continues,N/A,N/A,N/A,N/A,N/A
¥€$,Armstrong,N/A,N/A,N/A,N/A
ERA,Steven Lykowski,N/A,N/A,N/A,N/A
Monopoly Junior: Disney Frozen,N/A,N/A,N/A,N/A,N/A
Cat & Mouse,(Uncredited),N/A,N/A,N/A,N/A
Genegrafter,Erik Dahlman (II),N/A,N/A,N/A,N/A
Osada,Krzysztof Matusik,N/A,N/A,N/A,N/A
Simply Ingenious,Reiner Knizia,N/A,N/A,N/A,N/A
Na Sygnale,Michał Stachyra,Maciej Zasowski,N/A,N/A,N/A
ToeShamBo,Frank Alberts,N/A,N/A,N/A,N/A
Tic Tac Match,Larry Ashlock,N/A,N/A,N/A,N/A
Confusion,KniffDesign,Mehler & Partner,N/A,N/A,N/A
Ghost at Home,José Joaquín Bernal,N/A,N/A,N/A,N/A
Strike Force One: The Cold War Heats Up – 1975,Jim Dunnigan,Redmond A. Simonsen,N/A,N/A,N/A
Airlines,Brian L. Knipple,Brien J. Miller,N/A,N/A,N/A
The Allowance Game,(Uncredited),N/A,N/A,N/A,N/A
Conan: el juego de cartas,Dario Aguilar,Juan Andrés Hurtado Hidalgo,Alvaro Hurtado Hidalgo,N/A,N/A
Delta V,Darrell Hardy,Christian T. Petersen,N/A,N/A,N/A
Star Trek: The Next Generation,(Uncredited),N/A,N/A,N/A,N/A
Pressure Matrix,Jonathan Leistiko,N/A,N/A,N/A,N/A
Pola Naftowe,Piotr Stankiewicz,N/A,N/A,N/A,N/A
Emperor's New Clothes,Jonathan H. Liu,N/A,N/A,N/A,N/A
Angry Birds: Space,Kit Ho,N/A,N/A,N/A,N/A
Penguin Pile-Up,Seven Towns,N/A,N/A,N/A,N/A
Choco,(Uncredited),N/A,N/A,N/A,N/A
Swipe,Garrett J. Donner,Wendy L. Harris,Michael S. Steer,N/A,N/A
Monopoly: The Lord of the Rings Trilogy Edition,Rob Daviau,N/A,N/A,N/A,N/A
Past Lives,Brad Geagley,N/A,N/A,N/A,N/A
Hands Down,Marvin Glass,"Harvey ""Hank"" Kramer",N/A,N/A,N/A
Race to the Roof,Jörg Obrist,N/A,N/A,N/A,N/A
Wit's End,Mike Cramer,N/A,N/A,N/A,N/A
Spammers,Jeff Tidball,N/A,N/A,N/A,N/A
Big Brother: The Game,Gerard Mulder,N/A,N/A,N/A,N/A
Huggermugger,Diana Carlston,N/A,N/A,N/A,N/A
The Civil War: The War That Pitted Brother Against Brother,Mike Crane,N/A,N/A,N/A,N/A
Never Have I Ever: The Game of Poor Life Decisions,N/A,N/A,N/A,N/A,N/A
