Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Micro City (Second Edition),Michał Jagodziński,Kamil Langie,N/A,N/A,N/A
Momiji,Dario Massarenti,Francesco Testini,N/A,N/A,N/A
Attack on Titan: The Last Stand,Antoine Bauza,Ludovic Maublanc,N/A,N/A,N/A
Napoléon 1806,Denis Sauvage,N/A,N/A,N/A,N/A
Strife: Legacy of the Eternals,Christopher Hamm,N/A,N/A,N/A,N/A
Cheese Thief,Dongxu Li,N/A,N/A,N/A,N/A
The Order of Vampire Hunters,Filippo Chirico,N/A,N/A,N/A,N/A
Catan: Traveler – Compact Edition,Klaus Teuber,N/A,N/A,N/A,N/A
Giro Galoppo,Jürgen P. Grunau,N/A,N/A,N/A,N/A
WINK,Friedhelm Krahwinkel,N/A,N/A,N/A,N/A
El Valle Secreto,Martín Oddino,N/A,N/A,N/A,N/A
Zombie State: Diplomacy of the Dead,John Werner,N/A,N/A,N/A,N/A
What's My Word?,Joli Quentin Kansil,N/A,N/A,N/A,N/A
Utopia,Arnaud Urbon,Ludovic Vialla,N/A,N/A,N/A
Crescent Moon,Steven Mathers,N/A,N/A,N/A,N/A
Risk Express,Reiner Knizia,N/A,N/A,N/A,N/A
Warhammer Quest: Cursed City,N/A,N/A,N/A,N/A,N/A
Bastille,Christoph Behre,N/A,N/A,N/A,N/A
Martinique,Emanuele Ornella,N/A,N/A,N/A,N/A
Next War: Poland,Gene Billingsley,Mitchell Land,N/A,N/A,N/A
1844: Schweiz,Peter Minder,Helmut Ohley,N/A,N/A,N/A
NATO: The Next War in Europe,Bruce S. Maxwell,Richard J. Trup,N/A,N/A,N/A
The Defence of Procyon III,Dávid Turczi,N/A,N/A,N/A,N/A
Fields of Fire 2,Ben Hull,N/A,N/A,N/A,N/A
Dirty Pig,Frank Bebenroth,N/A,N/A,N/A,N/A
Age of Discovery,Viktor Kobilke,N/A,N/A,N/A,N/A
Harvest Island,Chih-Fan Chen,N/A,N/A,N/A,N/A
Russian Rails,Jodi Soares,N/A,N/A,N/A,N/A
Funkoverse Strategy Game: DC Comics 101,Prospero Hall,N/A,N/A,N/A,N/A
Timeline: Classic,Frédéric Henry,N/A,N/A,N/A,N/A
Time's Up! Édition purple,Peter Sarrett,N/A,N/A,N/A,N/A
Tiny Ninjas: Original,Ryan Leininger,N/A,N/A,N/A,N/A
Schrille Stille,Peter Wichmann,N/A,N/A,N/A,N/A
Tanto Cuore: Oktoberfest,Masayuki Kudou,N/A,N/A,N/A,N/A
Runebound,Darrell Hardy,Martin Wallace,N/A,N/A,N/A
Twilight Imperium,Christian T. Petersen,N/A,N/A,N/A,N/A
Divinity Derby,Carlo A. Rossi,N/A,N/A,N/A,N/A
Hegemonic,Oliver Kiley,N/A,N/A,N/A,N/A
Schnappt Hubi!,Steffen Bogen,N/A,N/A,N/A,N/A
The Message,(Uncredited),N/A,N/A,N/A,N/A
How to Rob a Bank,Prospero Hall,N/A,N/A,N/A,N/A
London's Burning,Ben Knight,N/A,N/A,N/A,N/A
Origins: How We Became Human,Phil Eklund,N/A,N/A,N/A,N/A
VENOM Assault,Jeff Arbough,Michael Knight,Dave Ploense,N/A,N/A
Leaf,Tim Eisner,N/A,N/A,N/A,N/A
Castles of Caladale,David Wilkinson,N/A,N/A,N/A,N/A
Settlement,Oleksandr Nevskiy,N/A,N/A,N/A,N/A
MIL (1049),Firmino Martínez,N/A,N/A,N/A,N/A
At Any Cost: Metz 1870,Hermann Luttmann,N/A,N/A,N/A,N/A
