Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
SiXeS,Steven Poelzing,Rick Soued,N/A,N/A,N/A
Yavalath,Cameron Browne,N/A,N/A,N/A,N/A
Finito!,Hartmut Kommerell,N/A,N/A,N/A,N/A
Piratoons,Olivier Grégoire,Thibaut Quintens,N/A,N/A,N/A
Three Cheers for Master,Daniel Windfeld Schmidt,N/A,N/A,N/A,N/A
Bowling Solitaire,Sid Sackson,N/A,N/A,N/A,N/A
Händler der Karibik,Alexander Pfister,N/A,N/A,N/A,N/A
Heroes of Normandie: Big Red One Edition,Yann and Clem,N/A,N/A,N/A,N/A
Dorn,Jan Daněk,Jiří Daněk,Jan Dřevíkovský,Filip Kozák,N/A
Dark Rituals: Malleus Maleficarum,Filippo Chirico,N/A,N/A,N/A,N/A
Brave Little Belgium,Ryan Heilman,Dave Shaw (II),N/A,N/A,N/A
Titan Race,Julian Allain,N/A,N/A,N/A,N/A
Day Night Z,N/A,N/A,N/A,N/A,N/A
Cosmic Run: Rapid Fire,Steve Finn,N/A,N/A,N/A,N/A
Rail Pass,Ref Tom Green,N/A,N/A,N/A,N/A
Brigade Fire and Fury: Wargaming the Civil War with Miniatures,Rich Hasenauer,N/A,N/A,N/A,N/A
Persian Gulf: Battle for the Middle East,John Astell,Frank Chadwick,N/A,N/A,N/A
Pampas Railroads,John Bohrer,N/A,N/A,N/A,N/A
Jurassic Parts,Kevin Lanzing,N/A,N/A,N/A,N/A
RWBY: Combat Ready,Bryan Pope,Benjamin Pope,N/A,N/A,N/A
Zombie Plague,Skott Kilander,Brian Roe,N/A,N/A,N/A
RoadZters,Tonton Z,N/A,N/A,N/A,N/A
Château Aventure,Antoine Bauza,Anthony Combrexelle,Gabriel Durnerin,Corentin Lebrat,N/A
Long Live the Queen,N/A,N/A,N/A,N/A,N/A
1655: Habemus Papam,Christoph Bauer,N/A,N/A,N/A,N/A
Victory Roads,Nicolas Rident,N/A,N/A,N/A,N/A
Kharnage,Yann and Clem,N/A,N/A,N/A,N/A
Wizards Wanted,Nick Hayes,N/A,N/A,N/A,N/A
Penny Papers Adventures: The Temple of Apikhabou,Henri Kermarrec,N/A,N/A,N/A,N/A
Hack Trick,József Dorsonczky,N/A,N/A,N/A,N/A
