Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Wizards,Thomas J. Mosbø,Coral J. F. Mosbø,N/A,N/A,N/A
Claim It!,Kris Gould,N/A,N/A,N/A,N/A
Artificium,Timofey Shargorodskiy,N/A,N/A,N/A,N/A
Sigismundus Augustus: Dei gratia rex Poloniae,Adam Kwapiński,Michał Sieńko,N/A,N/A,N/A
Renegade Legion: Centurion – Blood & Steel,Sam Lewis,Jordan Weisman,N/A,N/A,N/A
Victoria Cross: The Battle of Rorke's Drift,Grant Wylie,Mike Wylie,N/A,N/A,N/A
Zoollywood,Liu Xiao,HaoYuan Zhang,N/A,N/A,N/A
War and Peace: Game of the Napoleonic Wars,John W Gant,Mark McLaughlin,N/A,N/A,N/A
Clue: 50th Anniversary Edition,Anthony E. Pratt,N/A,N/A,N/A,N/A
S.H.E.O.L.,Gabriele Porro,N/A,N/A,N/A,N/A
Hashi,Jeffrey D. Allers,N/A,N/A,N/A,N/A
Neue Spiele im alten Rom,Reiner Knizia,N/A,N/A,N/A,N/A
Masque of the Red Death,Adam Wyse,N/A,N/A,N/A,N/A
Star Cartel,Martin Boisselle,N/A,N/A,N/A,N/A
Pampero,Julián Pombo,N/A,N/A,N/A,N/A
Wizard's Academy,Gregory Carslaw,N/A,N/A,N/A,N/A
CULTivate,Austin Foss,Jenna Radtke,Jake Sells,N/A,N/A
Block Ness,Laurent Escoffier,N/A,N/A,N/A,N/A
Psycho Killer,Michael Wilkinson,Mitch Young,N/A,N/A,N/A
Fishing Lessons,Scott Almes,N/A,N/A,N/A,N/A
Bridge Troll,Alf Seegert,N/A,N/A,N/A,N/A
Autumn Harvest: A Tea Dragon Society Game,Steve Ellis (II),Tyler Tinsley,N/A,N/A,N/A
CrossFire: Rules and Organizations for Company Level WW II Gaming,Arty Conliffe,N/A,N/A,N/A,N/A
The New Easy to Master Dungeons & Dragons,Timothy B. Brown,Troy Denning,N/A,N/A,N/A
Cornwall,Johannes Schmidauer-König,N/A,N/A,N/A,N/A
Taktika,Ian Cooper (I),N/A,N/A,N/A,N/A
"Cannes: Stars, Scripts and Screens",Jeroen Doumen,Herman Haverkort,Tamara Jannink,Joris Wiersinga,N/A
Catan: Family Edition,Klaus Teuber,N/A,N/A,N/A,N/A
Web of Spies,Cole Medeiros,N/A,N/A,N/A,N/A
