Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Rory's Story Cubes,Rory O'Connor,N/A,N/A,N/A,N/A
Deal with the Devil,Matúš Kotry,N/A,N/A,N/A,N/A
Galactic Emperor,Adam West,N/A,N/A,N/A,N/A
Marvel Heroes,Roberto Di Meglio,Marco Maggi,Francesco Nepitello,Salvatore Pierucci,N/A
B-17 Flying Fortress Leader,Dean Brown,N/A,N/A,N/A,N/A
Isle of Trains: All Aboard,Seth Jaffee,Dan Keltner,N/A,N/A,N/A
Rush & Bash,Erik Burigo,N/A,N/A,N/A,N/A
The Age of Atlantis,Daniel Aronson,Nick Tompkins,N/A,N/A,N/A
Conflict of Heroes: Guadalcanal – The Pacific 1942,Uwe Eickert,Gunter Eickert,Dean Halley,N/A,N/A
Battlefleet Gothic,Andy Chambers,N/A,N/A,N/A,N/A
WildLife,Wolfgang Kramer,N/A,N/A,N/A,N/A
Death Valley,Kevin Ellenburg,N/A,N/A,N/A,N/A
Flames of War: The World War II Miniatures Game,Phil Yates,N/A,N/A,N/A,N/A
Who Goes There?,Anthony Coffey,Jesse Labbe,N/A,N/A,N/A
Paperback Adventures,Tim Fowers,Skye Larsen,N/A,N/A,N/A
Beasty Bar: New Beasts in Town,Stefan Kloß,Anna Oppolzer,N/A,N/A,N/A
Fast Flowing Forest Fellers,Friedemann Friese,N/A,N/A,N/A,N/A
Plums,Matthias Cramer,N/A,N/A,N/A,N/A
Electropolis,Chang Yu Di,Wang Liang,Ku Chun Wei,N/A,N/A
Fight for Olympus,Matthias Cramer,N/A,N/A,N/A,N/A
Duel in the Dark,Friedemann de Pedro,N/A,N/A,N/A,N/A
Ascension: Dawn of Champions,Justin Gary,N/A,N/A,N/A,N/A
Byzanz,Emanuele Ornella,N/A,N/A,N/A,N/A
RAF,John H. Butterfield,N/A,N/A,N/A,N/A
New England,Alan R. Moon,Aaron Weissblum,N/A,N/A,N/A
18AL,Mark Derrick,N/A,N/A,N/A,N/A
Dreadfleet,Phil Kelly,N/A,N/A,N/A,N/A
Leader 1,Christophe Leclercq,Alain Ollier,N/A,N/A,N/A
Invasion from Outer Space: The Martian Game,Jason C. Hill,N/A,N/A,N/A,N/A
España 1936,Antonio Catalán,N/A,N/A,N/A,N/A
Trekking the National Parks,Charlie Bink,N/A,N/A,N/A,N/A
David & Goliath,Reinhard Staupe,N/A,N/A,N/A,N/A
Grand Cru,Ulrich Blum,N/A,N/A,N/A,N/A
Tiny Epic Galaxies BLAST OFF!,Scott Almes,N/A,N/A,N/A,N/A
Chrononauts,Andrew Looney,N/A,N/A,N/A,N/A
Advanced Heroquest,Jervis Johnson,N/A,N/A,N/A,N/A
Clue Master Detective,(Uncredited),N/A,N/A,N/A,N/A
Axis & Allies: WWI 1914,"Larry Harris, Jr.",N/A,N/A,N/A,N/A
Godspeed,Clayton Hargrave,Adam Hill,N/A,N/A,N/A
