Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Bat Cup,Beatriz Alvarez,Pablo Miras,N/A,N/A,N/A
Yacht Race,(Uncredited),N/A,N/A,N/A,N/A
Take That,Andreas Spies,Reinhard Staupe,N/A,N/A,N/A
Keydom's Dragons,Richard Breese,N/A,N/A,N/A,N/A
Lucca Città,Alessandro Zucchini,N/A,N/A,N/A,N/A
Triad,Klaus Nehren,N/A,N/A,N/A,N/A
King's Court,Christopher Wroth,N/A,N/A,N/A,N/A
Fury in the West,J. Stephen Peek,N/A,N/A,N/A,N/A
Myths at War,Francisco Gallego Arredondo,N/A,N/A,N/A,N/A
1759 Siege of Quebec,Mike Wylie,N/A,N/A,N/A,N/A
Underlings of Underwing,Kevin Ballestrini,Stephen Slota,Alisha Volkman,N/A,N/A
Till Dawn,Richard Launius,Jason Maxwell,Mike Wylie,N/A,N/A
Mountains out of Molehills,Jim DiCamillo,Patrick Marino,N/A,N/A,N/A
Dolmen,Thomas Odenhoven,N/A,N/A,N/A,N/A
Fairy Land,Luca Iennaco,N/A,N/A,N/A,N/A
Cutthroat Kingdoms,Bryan Merlonghi,N/A,N/A,N/A,N/A
The Wreck of the B.S.M. Pandora,Jim Dunnigan,N/A,N/A,N/A,N/A
The Battle of Five Armies,Rick Priestley,N/A,N/A,N/A,N/A
Saipan: The Bloody Rock,Ross Mortell,Adam Starkweather,N/A,N/A,N/A
Legions of Steel,Clark Browning,Marco Pecota,Derrick Villeneuve,N/A,N/A
Qwinto: Das Kartenspiel,Bernhard Lach,Uwe Rapp,Reinhard Staupe,N/A,N/A
Trivial Pursuit: Harry Potter – Volume 1,(Uncredited),N/A,N/A,N/A,N/A
Knight Tales,Stefan Tizar Hansson,N/A,N/A,N/A,N/A
Murder of Crows,Eduardo Baraf,Thomas Denmark,N/A,N/A,N/A
Dark Deeds,Andy Chambers,Ryan Miller,N/A,N/A,N/A
Hungry Hamsters,Moritz Dressler,N/A,N/A,N/A,N/A
The Siblings Trouble,Andy Ashcraft,Eduardo Baraf,Kim Robinson,N/A,N/A
Zooloretto Duell,Michael Schacht,N/A,N/A,N/A,N/A
Operation F.A.U.S.T.,Robert Burke,N/A,N/A,N/A,N/A
Offboard,Michel Lalet,Laurent Levi,N/A,N/A,N/A
Norsaga,Kevin Bishop,N/A,N/A,N/A,N/A
Dust in the Wings,Dennis Kirps,Christian Kruchten,Jean-Claude Pellin,N/A,N/A
Astro Knights: Eternity,Sydney Engelstein,Nick Little (I),Will Sobel,N/A,N/A
Athens & Sparta,Tom Dalgliesh,N/A,N/A,N/A,N/A
Desert Steel,Peter Corless,N/A,N/A,N/A,N/A
Second World War at Sea: SOPAC,Joe Keller,Brien J. Miller,N/A,N/A,N/A
Bullfrog Goldfield,Patrick Stevens,N/A,N/A,N/A,N/A
Castle Dukes,Dominic Michael Huang,N/A,N/A,N/A,N/A
Best Treehouse Ever: Forest of Fun,Scott Almes,N/A,N/A,N/A,N/A
Galactic Era,Channing Jones,N/A,N/A,N/A,N/A
Sebastian Fitzek Safehouse Würfelspiel,Marco Teubner,N/A,N/A,N/A,N/A
Emperor's Choice,Hisashi Hayashi,N/A,N/A,N/A,N/A
2019: The ARCTIC,Andrzej Kurek,N/A,N/A,N/A,N/A
