Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Campaigns of Marlborough,W. P. Guthrie,Allan Poindexter,N/A,N/A,N/A
Champs de bataille: Soissons 486 et Poitiers 732,Stéphane Martin,Théophile Monnier,Luc Olivier,Nicolas Stratigos,N/A
Daddy Cool,Heinz Meister,N/A,N/A,N/A,N/A
Visual Game,Spartaco Albertarelli,N/A,N/A,N/A,N/A
Lee Takes Command,Gary Selkirk,N/A,N/A,N/A,N/A
Okko: Legendary Journey,Pascal Bernard,N/A,N/A,N/A,N/A
Star Wars Lightsaber Dueling,Dennis Greci,Alfred Leonardi,N/A,N/A,N/A
Azteca,Pascal Bernard,N/A,N/A,N/A,N/A
Macbeth,Enrique Dueñas González,N/A,N/A,N/A,N/A
Jutland: Duel of the Dreadnoughts,Ben Knight,N/A,N/A,N/A,N/A
Wintergewitter,Mark Stille,N/A,N/A,N/A,N/A
Piazza,Bernhard Lach,Uwe Rapp,N/A,N/A,N/A
Fuzzy Mage Fight,Eddie Zakoor,Anneke Zakoor,N/A,N/A,N/A
Columns,David Ward (I),N/A,N/A,N/A,N/A
Poetry Slam,Adam Wyse,N/A,N/A,N/A,N/A
Dungeon WC,Dario Dordoni,N/A,N/A,N/A,N/A
Mai '68 Le jeu,François Nedelec,Duccio Vitale,N/A,N/A,N/A
Tournament of Towers,Donovan Eberling,Jeff James,N/A,N/A,N/A
BADASS FORCE édition VHS (French),Ghislain Masson,N/A,N/A,N/A,N/A
Prophecy,Christopher Haviland,Robert A. Kamp,N/A,N/A,N/A
Pour Dieu et pour le Roy,Jean-Philippe Imbach,Nicolas Stratigos,N/A,N/A,N/A
Farm & Furious,Luc Rémond,N/A,N/A,N/A,N/A
Old Town Road,Gregg Jewell,N/A,N/A,N/A,N/A
Botanists,Violaine Malié,N/A,N/A,N/A,N/A
Oh! Meow Bow,かぶきけんいち (Kenichi Kabuki),N/A,N/A,N/A,N/A
Invictus: A Team Deck Building Game,Steve Ririe,Matt Ririe,N/A,N/A,N/A
Red Peak,Carlo A. Rossi,N/A,N/A,N/A,N/A
Quincunx,Chris DeLeo,N/A,N/A,N/A,N/A
Periorbis,Jase Allan,Dave Morton,Gareth Newton-Williams,N/A,N/A
Rubik's Cage,N/A,N/A,N/A,N/A,N/A
Kung Fu Samurai on Giant Robot Island,Stephen Tassie,N/A,N/A,N/A,N/A
