Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Dreidel,(Uncredited),N/A,N/A,N/A,N/A
BreaKey,(Uncredited),N/A,N/A,N/A,N/A
Headache,Paul Kohner,Frank Kohner,N/A,N/A,N/A
The Game of Life: The Simpsons Edition,Reuben Klamer,N/A,N/A,N/A,N/A
Jumbo Jet,Dick de Rijk,N/A,N/A,N/A,N/A
Electric Football,Norman Sas,N/A,N/A,N/A,N/A
Explore Europe,O. Fairgagnetr,Hervert Vladimir Fuka,Francesco Ricciardi,N/A,N/A
Black Mirror: NOSEDIVE,Prospero Hall,N/A,N/A,N/A,N/A
Time Control,Rob Arnow,Anthony Thompson,N/A,N/A,N/A
True or False,Erik Karlsson,Joel Sevelin,N/A,N/A,N/A
Evil Baby Orphanage,Justin Gibbs,Mack Martin,N/A,N/A,N/A
Story War,Tom McLean,Brad O'Farrell,N/A,N/A,N/A
Wizard School,Hank Green,Eric Johns,N/A,N/A,N/A
Po-Ke-No,(Uncredited),N/A,N/A,N/A,N/A
Single Card Game,Urtis Šulinskas,N/A,N/A,N/A,N/A
Greed Quest,Joseph McEvoy,N/A,N/A,N/A,N/A
Trap the Cap,C. A. N. Neves,N/A,N/A,N/A,N/A
Mega Man: The Board Game,Jason Hawronsky,Matt Whitaker,N/A,N/A,N/A
Devil Bunny Hates the Earth,James Ernest,N/A,N/A,N/A,N/A
Elden Ring: The Board Game,Mat Hart,Sherwin Matthews,Fraser McFetridge,N/A,N/A
Evil Genius: Deathray,Brad Culbertson,Mark Sierens,N/A,N/A,N/A
Dune: House Secrets,Jakub Poczęty,Przemysław Rymer,Weronika Spyra,Ignacy Trzewiczek,N/A
Shark Attack!,A. Eddie Goldfarb,N/A,N/A,N/A,N/A
Trick 'r Treat,Oliver Igelhaut,N/A,N/A,N/A,N/A
Outrage! Steal the Crown Jewels,(Uncredited),N/A,N/A,N/A,N/A
UNO: All Wild!,Nick Hayes,N/A,N/A,N/A,N/A
Bibleopoly,(Uncredited),N/A,N/A,N/A,N/A
Grzybobranie,(Uncredited),N/A,N/A,N/A,N/A
Yahtzee Jr.,(Uncredited),N/A,N/A,N/A,N/A
Star Trek: The Game,(Uncredited),N/A,N/A,N/A,N/A
Connect 4 (Revised Edition),(Uncredited),N/A,N/A,N/A,N/A
