Title,Designer 1,Designer 2,Designer 3,Designer 4,Designer 5
Burger Boss,Annis Araim,Saad Choudri,Zubbar Choudri,Dr. Michael Pambos,Dilwar Rahim
Dragon Racer,Luke English,Myles O'Neill,N/A,N/A,N/A
"Easy Come, Easy Go",Reiner Knizia,N/A,N/A,N/A,N/A
Fabled: The Spirit Lands,Anatoly Okhapkin,N/A,N/A,N/A,N/A
Strafexpedition 1916,Andrea Brusati,N/A,N/A,N/A,N/A
Lata,Costa,Rôla,N/A,N/A,N/A
Funkoverse Strategy Game: DC Comics 102,Prospero Hall,N/A,N/A,N/A,N/A
High Tide,Dirk Henn,N/A,N/A,N/A,N/A
Last Call: The Bartender Game,Kris Gould,N/A,N/A,N/A,N/A
Prime Climb,Katherine Cook (I),Dan Finkel,N/A,N/A,N/A
Sun of York: The War of the Roses 1453-1485,Mike Nagel,N/A,N/A,N/A,N/A
Star Clicker,Christophe Raimbault,N/A,N/A,N/A,N/A
Chaos Marauders,Stephen Hand,N/A,N/A,N/A,N/A
Snapshot,Rüdiger Dorn,N/A,N/A,N/A,N/A
Escape the Room: The Cursed Dollhouse,Rebecca Bleau,Nicholas Cravotta,N/A,N/A,N/A
Hell's Gate,Philip Sabin,N/A,N/A,N/A,N/A
Lord of the Rings,Reiner Knizia,N/A,N/A,N/A,N/A
Swords of Sovereignty: Bouvines 1214 – Worringen 1288,Frédéric Bey,N/A,N/A,N/A,N/A
1972: The Lost Phantom,Mike Heiman,N/A,N/A,N/A,N/A
War at Sea (Third Edition),John Edwards,N/A,N/A,N/A,N/A
Aegean Sea,Carl Chudyk,N/A,N/A,N/A,N/A
Dixit Jinx,Josep M. Allué,N/A,N/A,N/A,N/A
LOTS: A Competitive Tower Building Game,Zachary Connelly,N/A,N/A,N/A,N/A
My Story,Smoox Chen,N/A,N/A,N/A,N/A
Cranium Cariboo,N/A,N/A,N/A,N/A,N/A
A Game of Gnomes,Gordon Lamont,Fraser Lamont,N/A,N/A,N/A
Control Nut!,James Miller (I),N/A,N/A,N/A,N/A
COBRA: The Normandy Campaign,Joe Youst,N/A,N/A,N/A,N/A
"Chickamauga: The Last Victory, 20 September 1863",Irad B. Hardy,Redmond A. Simonsen,John Young,N/A,N/A
Giza: The Great Pyramid,Dave Heberer,N/A,N/A,N/A,N/A
Endure the Stars,Adam Smith (I),N/A,N/A,N/A,N/A
Yesss!,Romaric Galonnier,N/A,N/A,N/A,N/A
Iwo Jima: Rage Against the Marines,Takaharu Horie,N/A,N/A,N/A,N/A
Revolt on Antares,Tom Moldvay,N/A,N/A,N/A,N/A
Dixie: Gettysburg,Tom Dalgliesh,N/A,N/A,N/A,N/A
Good Cop Bad Cop (Third Edition),Brian Henk,Clayton Skancke,N/A,N/A,N/A
1866: The Struggle for Supremacy in Germany,John B. Firer,N/A,N/A,N/A,N/A
Guild Academies of Valeria,Stan Kordonskiy,N/A,N/A,N/A,N/A
In Flanders Field,Martin Wallace,N/A,N/A,N/A,N/A
Kingscraft,David Kühn,N/A,N/A,N/A,N/A
Boom Town,Ian Livingstone,N/A,N/A,N/A,N/A
An Empty Throne,John Clowdus,N/A,N/A,N/A,N/A
Dohdles!,Klaus Teuber,N/A,N/A,N/A,N/A
Space Infantry: Resurgence,Blackwell Hird,Gottardo Zancani,N/A,N/A,N/A
"Suspects: Claire Harper, Eternal Investigator",Guillaume Montiage,Manuel Rozoy,N/A,N/A,N/A
The Refuge: Terror from the Deep,John Brieger,Floyd Lu,N/A,N/A,N/A
Snake Oil: Elixir,Jeff Ochs,N/A,N/A,N/A,N/A
El Castillo del Terror,Mari Carmen Lara Aguilar,Manu Sánchez Montero,N/A,N/A,N/A
Kings and Castles,Gary Dicken,Steve Kendall,Phil Kendall,N/A,N/A
My First Adventure: Finding the Dragon,Roméo Hennion,N/A,N/A,N/A,N/A
Little Round Top: The South's Best Chance at Gettysburg,David G. Martin,Leonard Millman,N/A,N/A,N/A
Imagem & Ação 2,(Uncredited),N/A,N/A,N/A,N/A
Starmada: The Admiralty Edition,Jim Callahan,Matt Curtis,Peter Drake,James M. Dugan,N/A
Jokkmokk: The Winter Market,Henrik Larsson,N/A,N/A,N/A,N/A
Dunkirk: France 1940,Doug Bryant,N/A,N/A,N/A,N/A
